"Plot Title: 20568277"
"#","Date Time, GMT-08:00","DO conc, mg/L (LGR S/N: 20568277, SEN S/N: 20568277)","Temp, °C (LGR S/N: 20568277, SEN S/N: 20568277)","Coupler Attached (LGR S/N: 20568277)","Host Connected (LGR S/N: 20568277)","Stopped (LGR S/N: 20568277)","End Of File (LGR S/N: 20568277)"
2763,02/22/20 07:30:00 AM,10.52,12.80,,,,
2764,02/22/20 07:45:00 AM,10.50,12.76,,,,
2765,02/22/20 08:00:00 AM,10.51,12.72,,,,
2766,02/22/20 08:15:00 AM,10.50,12.72,,,,
2767,02/22/20 08:30:00 AM,10.47,12.74,,,,
2768,02/22/20 08:45:00 AM,10.32,12.74,,,,
2769,02/22/20 09:00:00 AM,10.24,12.68,,,,
2770,02/22/20 09:15:00 AM,10.52,12.70,,,,
2771,02/22/20 09:30:00 AM,10.62,12.76,,,,
2772,02/22/20 09:45:00 AM,10.73,12.84,,,,
2773,02/22/20 10:00:00 AM,10.89,12.90,,,,
2774,02/22/20 10:15:00 AM,10.96,12.96,,,,
2775,02/22/20 10:30:00 AM,10.99,13.02,,,,
2776,02/22/20 10:45:00 AM,11.26,13.18,,,,
2777,02/22/20 11:00:00 AM,11.24,13.40,,,,
2778,02/22/20 11:15:00 AM,11.48,13.60,,,,
2779,02/22/20 11:30:00 AM,11.35,13.80,,,,
2780,02/22/20 11:45:00 AM,11.42,13.96,,,,
2781,02/22/20 12:00:00 PM,11.89,14.14,,,,
2782,02/22/20 12:15:00 PM,12.13,14.32,,,,
2783,02/22/20 12:30:00 PM,11.79,14.48,,,,
2784,02/22/20 12:45:00 PM,11.69,14.68,,,,
2785,02/22/20 01:00:00 PM,11.70,14.86,,,,
2786,02/22/20 01:15:00 PM,11.66,15.04,,,,
2787,02/22/20 01:30:00 PM,11.52,15.22,,,,
2788,02/22/20 01:45:00 PM,11.66,15.36,,,,
2789,02/22/20 02:00:00 PM,11.77,15.52,,,,
2790,02/22/20 02:15:00 PM,11.94,15.66,,,,
2791,02/22/20 02:30:00 PM,11.75,15.78,,,,
2792,02/22/20 02:45:00 PM,11.78,15.94,,,,
2793,02/22/20 03:00:00 PM,12.28,16.08,,,,
2794,02/22/20 03:15:00 PM,12.02,16.22,,,,
2795,02/22/20 03:30:00 PM,11.96,16.30,,,,
2796,02/22/20 03:45:00 PM,11.97,16.42,,,,
2797,02/22/20 04:00:00 PM,12.23,16.46,,,,
2798,02/22/20 04:15:00 PM,12.26,16.50,,,,
2799,02/22/20 04:30:00 PM,12.16,16.52,,,,
2800,02/22/20 04:45:00 PM,12.14,16.52,,,,
2801,02/22/20 05:00:00 PM,12.41,16.54,,,,
2802,02/22/20 05:15:00 PM,12.58,16.54,,,,
2803,02/22/20 05:30:00 PM,12.78,16.52,,,,
2804,02/22/20 05:45:00 PM,13.48,16.52,,,,
2805,02/22/20 06:00:00 PM,13.18,16.52,,,,
2806,02/22/20 06:15:00 PM,12.93,16.48,,,,
2807,02/22/20 06:30:00 PM,12.88,16.44,,,,
2808,02/22/20 06:45:00 PM,12.69,16.38,,,,
2809,02/22/20 07:00:00 PM,12.66,16.32,,,,
2810,02/22/20 07:15:00 PM,12.66,16.28,,,,
2811,02/22/20 07:30:00 PM,12.79,16.22,,,,
2812,02/22/20 07:45:00 PM,12.75,16.16,,,,
2813,02/22/20 08:00:00 PM,12.75,16.14,,,,
2814,02/22/20 08:15:00 PM,13.02,16.10,,,,
2815,02/22/20 08:30:00 PM,13.03,16.04,,,,
2816,02/22/20 08:45:00 PM,13.09,15.94,,,,
2817,02/22/20 09:00:00 PM,12.78,15.88,,,,
2818,02/22/20 09:15:00 PM,12.50,15.80,,,,
2819,02/22/20 09:30:00 PM,12.23,15.74,,,,
2820,02/22/20 09:45:00 PM,12.40,15.66,,,,
2821,02/22/20 10:00:00 PM,12.13,15.52,,,,
2822,02/22/20 10:15:00 PM,12.17,15.38,,,,
2823,02/22/20 10:30:00 PM,12.23,15.30,,,,
2824,02/22/20 10:45:00 PM,12.07,15.26,,,,
2825,02/22/20 11:00:00 PM,11.90,15.16,,,,
2826,02/22/20 11:15:00 PM,11.77,15.10,,,,
2827,02/22/20 11:30:00 PM,11.70,15.06,,,,
2828,02/22/20 11:45:00 PM,11.58,15.04,,,,
2829,02/23/20 12:00:00 AM,11.34,15.00,,,,
2830,02/23/20 12:15:00 AM,11.14,14.92,,,,
2831,02/23/20 12:30:00 AM,11.16,14.86,,,,
2832,02/23/20 12:45:00 AM,11.06,14.78,,,,
2833,02/23/20 01:00:00 AM,10.85,14.68,,,,
2834,02/23/20 01:15:00 AM,10.92,14.62,,,,
2835,02/23/20 01:30:00 AM,10.81,14.52,,,,
2836,02/23/20 01:45:00 AM,10.68,14.42,,,,
2837,02/23/20 02:00:00 AM,10.58,14.32,,,,
2838,02/23/20 02:15:00 AM,10.57,14.24,,,,
2839,02/23/20 02:30:00 AM,10.45,14.14,,,,
2840,02/23/20 02:45:00 AM,10.23,14.02,,,,
2841,02/23/20 03:00:00 AM,10.15,13.90,,,,
2842,02/23/20 03:15:00 AM,10.18,13.80,,,,
2843,02/23/20 03:30:00 AM,10.21,13.72,,,,
2844,02/23/20 03:45:00 AM,10.21,13.62,,,,
2845,02/23/20 04:00:00 AM,10.17,13.54,,,,
2846,02/23/20 04:15:00 AM,10.18,13.46,,,,
2847,02/23/20 04:30:00 AM,10.05,13.38,,,,
2848,02/23/20 04:45:00 AM,9.94,13.30,,,,
2849,02/23/20 05:00:00 AM,9.83,13.18,,,,
2850,02/23/20 05:15:00 AM,9.74,13.10,,,,
2851,02/23/20 05:30:00 AM,9.74,13.00,,,,
2852,02/23/20 05:45:00 AM,9.70,12.90,,,,
2853,02/23/20 06:00:00 AM,9.86,12.82,,,,
2854,02/23/20 06:15:00 AM,9.98,12.76,,,,
2855,02/23/20 06:30:00 AM,9.97,12.72,,,,
2856,02/23/20 06:45:00 AM,10.08,12.68,,,,
2857,02/23/20 07:00:00 AM,10.06,12.64,,,,
2858,02/23/20 07:15:00 AM,10.07,12.58,,,,
2859,02/23/20 07:30:00 AM,10.00,12.56,,,,
2860,02/23/20 07:45:00 AM,9.94,12.54,,,,
2861,02/23/20 08:00:00 AM,9.90,12.50,,,,
2862,02/23/20 08:15:00 AM,9.90,12.50,,,,
2863,02/23/20 08:30:00 AM,9.87,12.48,,,,
2864,02/23/20 08:45:00 AM,10.12,12.52,,,,
2865,02/23/20 09:00:00 AM,10.05,12.52,,,,
2866,02/23/20 09:15:00 AM,10.10,12.52,,,,
2867,02/23/20 09:30:00 AM,10.14,12.60,,,,
2868,02/23/20 09:45:00 AM,10.27,12.68,,,,
2869,02/23/20 10:00:00 AM,10.23,12.72,,,,
2870,02/23/20 10:15:00 AM,10.32,12.78,,,,
2871,02/23/20 10:30:00 AM,10.39,12.84,,,,
2872,02/23/20 10:45:00 AM,10.37,12.92,,,,
2873,02/23/20 11:00:00 AM,10.51,13.06,,,,
2874,02/23/20 11:15:00 AM,10.41,13.24,,,,
2875,02/23/20 11:30:00 AM,11.16,13.34,,,,
2876,02/23/20 11:45:00 AM,11.15,13.58,,,,
2877,02/23/20 12:00:00 PM,11.14,13.72,,,,
2878,02/23/20 12:15:00 PM,11.22,13.90,,,,
2879,02/23/20 12:30:00 PM,11.27,14.08,,,,
2880,02/23/20 12:45:00 PM,11.28,14.24,,,,
2881,02/23/20 01:00:00 PM,11.37,14.42,,,,
2882,02/23/20 01:15:00 PM,11.53,14.60,,,,
2883,02/23/20 01:30:00 PM,11.57,14.78,,,,
2884,02/23/20 01:45:00 PM,11.51,14.90,,,,
2885,02/23/20 02:00:00 PM,11.58,15.10,,,,
2886,02/23/20 02:15:00 PM,11.35,15.30,,,,
2887,02/23/20 02:30:00 PM,11.47,15.46,,,,
2888,02/23/20 02:45:00 PM,11.66,15.58,,,,
2889,02/23/20 03:00:00 PM,11.54,15.70,,,,
2890,02/23/20 03:15:00 PM,11.23,15.82,,,,
2891,02/23/20 03:30:00 PM,11.28,15.94,,,,
2892,02/23/20 03:45:00 PM,11.61,16.08,,,,
2893,02/23/20 04:00:00 PM,11.60,16.16,,,,
2894,02/23/20 04:15:00 PM,11.88,16.20,,,,
2895,02/23/20 04:30:00 PM,11.90,16.24,,,,
2896,02/23/20 04:45:00 PM,11.76,16.24,,,,
2897,02/23/20 05:00:00 PM,11.81,16.22,,,,
2898,02/23/20 05:15:00 PM,11.83,16.20,,,,
2899,02/23/20 05:30:00 PM,11.84,16.18,,,,
2900,02/23/20 05:45:00 PM,11.82,16.10,,,,
2901,02/23/20 06:00:00 PM,11.81,16.04,,,,
2902,02/23/20 06:15:00 PM,11.99,15.98,,,,
2903,02/23/20 06:30:00 PM,12.20,15.90,,,,
2904,02/23/20 06:45:00 PM,12.19,15.84,,,,
2905,02/23/20 07:00:00 PM,12.06,15.78,,,,
2906,02/23/20 07:15:00 PM,12.13,15.74,,,,
2907,02/23/20 07:30:00 PM,11.98,15.70,,,,
2908,02/23/20 07:45:00 PM,11.95,15.66,,,,
2909,02/23/20 08:00:00 PM,11.95,15.64,,,,
2910,02/23/20 08:15:00 PM,11.82,15.60,,,,
2911,02/23/20 08:30:00 PM,11.78,15.58,,,,
2912,02/23/20 08:45:00 PM,11.63,15.54,,,,
2913,02/23/20 09:00:00 PM,11.59,15.52,,,,
2914,02/23/20 09:15:00 PM,11.51,15.48,,,,
2915,02/23/20 09:30:00 PM,11.41,15.42,,,,
2916,02/23/20 09:45:00 PM,11.36,15.38,,,,
2917,02/23/20 10:00:00 PM,11.15,15.32,,,,
2918,02/23/20 10:15:00 PM,11.24,15.28,,,,
2919,02/23/20 10:30:00 PM,11.23,15.22,,,,
2920,02/23/20 10:45:00 PM,11.22,15.16,,,,
2921,02/23/20 11:00:00 PM,11.33,15.12,,,,
2922,02/23/20 11:15:00 PM,11.25,15.06,,,,
2923,02/23/20 11:30:00 PM,11.07,14.96,,,,
2924,02/23/20 11:45:00 PM,11.24,14.90,,,,
2925,02/24/20 12:00:00 AM,11.27,14.82,,,,
2926,02/24/20 12:15:00 AM,11.26,14.74,,,,
2927,02/24/20 12:30:00 AM,11.07,14.68,,,,
2928,02/24/20 12:45:00 AM,11.04,14.62,,,,
2929,02/24/20 01:00:00 AM,11.04,14.54,,,,
2930,02/24/20 01:15:00 AM,10.88,14.44,,,,
2931,02/24/20 01:30:00 AM,10.95,14.36,,,,
2932,02/24/20 01:45:00 AM,10.72,14.28,,,,
2933,02/24/20 02:00:00 AM,10.72,14.22,,,,
2934,02/24/20 02:15:00 AM,10.81,14.16,,,,
2935,02/24/20 02:30:00 AM,10.78,14.12,,,,
2936,02/24/20 02:45:00 AM,10.63,14.08,,,,
2937,02/24/20 03:00:00 AM,10.71,13.96,,,,
2938,02/24/20 03:15:00 AM,10.78,13.86,,,,
2939,02/24/20 03:30:00 AM,10.63,13.82,,,,
2940,02/24/20 03:45:00 AM,10.66,13.74,,,,
2941,02/24/20 04:00:00 AM,10.53,13.66,,,,
2942,02/24/20 04:15:00 AM,10.49,13.60,,,,
2943,02/24/20 04:30:00 AM,10.23,13.56,,,,
2944,02/24/20 04:45:00 AM,10.40,13.50,,,,
2945,02/24/20 05:00:00 AM,10.22,13.46,,,,
2946,02/24/20 05:15:00 AM,10.17,13.38,,,,
2947,02/24/20 05:30:00 AM,10.21,13.34,,,,
2948,02/24/20 05:45:00 AM,10.25,13.28,,,,
2949,02/24/20 06:00:00 AM,10.26,13.20,,,,
2950,02/24/20 06:15:00 AM,10.04,13.12,,,,
2951,02/24/20 06:30:00 AM,10.37,13.04,,,,
2952,02/24/20 06:45:00 AM,10.40,12.96,,,,
2953,02/24/20 07:00:00 AM,10.48,12.88,,,,
2954,02/24/20 07:15:00 AM,10.46,12.80,,,,
2955,02/24/20 07:30:00 AM,10.59,12.70,,,,
2956,02/24/20 07:45:00 AM,10.47,12.64,,,,
2957,02/24/20 08:00:00 AM,10.59,12.58,,,,
2958,02/24/20 08:15:00 AM,10.73,12.52,,,,
2959,02/24/20 08:30:00 AM,10.88,12.46,,,,
2960,02/24/20 08:45:00 AM,10.97,12.44,,,,
2961,02/24/20 09:00:00 AM,11.05,12.44,,,,
2962,02/24/20 09:15:00 AM,11.16,12.48,,,,
2963,02/24/20 09:30:00 AM,11.18,12.54,,,,
2964,02/24/20 09:45:00 AM,11.21,12.62,,,,
2965,02/24/20 10:00:00 AM,11.13,12.68,,,,
2966,02/24/20 10:15:00 AM,11.02,12.72,,,,
2967,02/24/20 10:30:00 AM,10.92,12.74,,,,
2968,02/24/20 10:45:00 AM,11.01,12.78,,,,
2969,02/24/20 11:00:00 AM,11.02,12.84,,,,
2970,02/24/20 11:15:00 AM,11.13,12.92,,,,
2971,02/24/20 11:30:00 AM,11.49,13.12,,,,
2972,02/24/20 11:45:00 AM,11.54,13.40,,,,
2973,02/24/20 12:00:00 PM,11.46,13.50,,,,
2974,02/24/20 12:15:00 PM,11.56,13.64,,,,
2975,02/24/20 12:30:00 PM,11.65,13.78,,,,
2976,02/24/20 12:45:00 PM,11.57,13.86,,,,
2977,02/24/20 01:00:00 PM,11.76,14.06,,,,
2978,02/24/20 01:15:00 PM,11.37,14.30,,,,
2979,02/24/20 01:30:00 PM,11.53,14.48,,,,
2980,02/24/20 01:45:00 PM,11.63,14.72,,,,
2981,02/24/20 02:00:00 PM,11.70,14.94,,,,
2982,02/24/20 02:15:00 PM,11.70,15.18,,,,
2983,02/24/20 02:30:00 PM,11.77,15.30,,,,
2984,02/24/20 02:45:00 PM,11.88,15.46,,,,
2985,02/24/20 03:00:00 PM,11.85,15.62,,,,
2986,02/24/20 03:15:00 PM,11.77,15.66,,,,
2987,02/24/20 03:30:00 PM,11.70,15.70,,,,
2988,02/24/20 03:45:00 PM,11.73,15.82,,,,
2989,02/24/20 04:00:00 PM,11.62,15.82,,,,
2990,02/24/20 04:15:00 PM,11.66,15.82,,,,
2991,02/24/20 04:30:00 PM,11.66,15.86,,,,
2992,02/24/20 04:45:00 PM,11.46,15.82,,,,
2993,02/24/20 05:00:00 PM,11.34,15.78,,,,
2994,02/24/20 05:15:00 PM,11.24,15.74,,,,
2995,02/24/20 05:30:00 PM,11.13,15.66,,,,
2996,02/24/20 05:45:00 PM,11.02,15.56,,,,
2997,02/24/20 06:00:00 PM,11.01,15.46,,,,
2998,02/24/20 06:15:00 PM,10.90,15.36,,,,
2999,02/24/20 06:30:00 PM,10.88,15.26,,,,
3000,02/24/20 06:45:00 PM,10.86,15.16,,,,
3001,02/24/20 07:00:00 PM,10.82,15.04,,,,
3002,02/24/20 07:15:00 PM,10.69,14.94,,,,
3003,02/24/20 07:30:00 PM,10.70,14.86,,,,
3004,02/24/20 07:45:00 PM,10.60,14.80,,,,
3005,02/24/20 08:00:00 PM,10.35,14.78,,,,
3006,02/24/20 08:15:00 PM,10.17,14.74,,,,
3007,02/24/20 08:30:00 PM,10.12,14.70,,,,
3008,02/24/20 08:45:00 PM,10.05,14.62,,,,
3009,02/24/20 09:00:00 PM,9.86,14.52,,,,
3010,02/24/20 09:15:00 PM,9.79,14.42,,,,
3011,02/24/20 09:30:00 PM,9.84,14.30,,,,
3012,02/24/20 09:45:00 PM,9.76,14.20,,,,
3013,02/24/20 10:00:00 PM,9.60,14.14,,,,
3014,02/24/20 10:15:00 PM,9.43,14.06,,,,
3015,02/24/20 10:30:00 PM,9.49,13.94,,,,
3016,02/24/20 10:45:00 PM,9.45,13.84,,,,
3017,02/24/20 11:00:00 PM,9.46,13.72,,,,
3018,02/24/20 11:15:00 PM,9.55,13.60,,,,
3019,02/24/20 11:30:00 PM,9.52,13.50,,,,
3020,02/24/20 11:45:00 PM,9.37,13.44,,,,
3021,02/25/20 12:00:00 AM,9.34,13.36,,,,
3022,02/25/20 12:15:00 AM,9.30,13.26,,,,
3023,02/25/20 12:30:00 AM,9.33,13.18,,,,
3024,02/25/20 12:45:00 AM,9.33,13.08,,,,
3025,02/25/20 01:00:00 AM,9.31,13.00,,,,
3026,02/25/20 01:15:00 AM,9.14,12.90,,,,
3027,02/25/20 01:30:00 AM,9.19,12.80,,,,
3028,02/25/20 01:45:00 AM,9.23,12.70,,,,
3029,02/25/20 02:00:00 AM,9.20,12.60,,,,
3030,02/25/20 02:15:00 AM,9.23,12.52,,,,
3031,02/25/20 02:30:00 AM,9.19,12.44,,,,
3032,02/25/20 02:45:00 AM,9.21,12.36,,,,
3033,02/25/20 03:00:00 AM,9.17,12.28,,,,
3034,02/25/20 03:15:00 AM,9.16,12.18,,,,
3035,02/25/20 03:30:00 AM,9.26,12.10,,,,
3036,02/25/20 03:45:00 AM,9.13,12.00,,,,
3037,02/25/20 04:00:00 AM,9.12,11.86,,,,
3038,02/25/20 04:15:00 AM,9.06,11.76,,,,
3039,02/25/20 04:30:00 AM,9.06,11.68,,,,
3040,02/25/20 04:45:00 AM,9.10,11.62,,,,
3041,02/25/20 05:00:00 AM,9.13,11.56,,,,
3042,02/25/20 05:15:00 AM,8.97,11.50,,,,
3043,02/25/20 05:30:00 AM,8.95,11.42,,,,
3044,02/25/20 05:45:00 AM,8.89,11.38,,,,
3045,02/25/20 06:00:00 AM,8.76,11.32,,,,
3046,02/25/20 06:15:00 AM,8.86,11.24,,,,
3047,02/25/20 06:30:00 AM,8.84,11.16,,,,
3048,02/25/20 06:45:00 AM,8.84,11.06,,,,
3049,02/25/20 07:00:00 AM,8.79,10.98,,,,
3050,02/25/20 07:15:00 AM,8.80,10.92,,,,
3051,02/25/20 07:30:00 AM,8.84,10.86,,,,
3052,02/25/20 07:45:00 AM,8.71,10.80,,,,
3053,02/25/20 08:00:00 AM,8.94,10.78,,,,
3054,02/25/20 08:15:00 AM,8.86,10.78,,,,
3055,02/25/20 08:30:00 AM,9.05,10.84,,,,
3056,02/25/20 08:45:00 AM,9.20,10.90,,,,
3057,02/25/20 09:00:00 AM,9.28,10.98,,,,
3058,02/25/20 09:15:00 AM,9.42,11.04,,,,
3059,02/25/20 09:30:00 AM,9.41,11.06,,,,
3060,02/25/20 09:45:00 AM,9.52,11.08,,,,
3061,02/25/20 10:00:00 AM,9.74,11.30,,,,
3062,02/25/20 10:15:00 AM,9.83,11.54,,,,
3063,02/25/20 10:30:00 AM,9.84,11.74,,,,
3064,02/25/20 10:45:00 AM,9.92,11.92,,,,
3065,02/25/20 11:00:00 AM,10.17,12.10,,,,
3066,02/25/20 11:15:00 AM,10.43,12.38,,,,
3067,02/25/20 11:30:00 AM,10.34,12.58,,,,
3068,02/25/20 11:45:00 AM,10.98,12.76,,,,
3069,02/25/20 12:00:00 PM,10.98,13.00,,,,
3070,02/25/20 12:15:00 PM,11.13,13.18,,,,
3071,02/25/20 12:30:00 PM,11.22,13.42,,,,
3072,02/25/20 12:45:00 PM,11.01,13.68,,,,
3073,02/25/20 01:00:00 PM,11.15,13.96,,,,
3074,02/25/20 01:15:00 PM,10.95,14.20,,,,
3075,02/25/20 01:30:00 PM,11.01,14.42,,,,
3076,02/25/20 01:45:00 PM,11.03,14.60,,,,
3077,02/25/20 02:00:00 PM,11.04,14.78,,,,
3078,02/25/20 02:15:00 PM,11.01,14.96,,,,
3079,02/25/20 02:30:00 PM,11.12,15.12,,,,
3080,02/25/20 02:45:00 PM,11.20,15.26,,,,
3081,02/25/20 03:00:00 PM,11.04,15.40,,,,
3082,02/25/20 03:15:00 PM,10.98,15.52,,,,
3083,02/25/20 03:30:00 PM,11.03,15.58,,,,
3084,02/25/20 03:45:00 PM,10.99,15.66,,,,
3085,02/25/20 04:00:00 PM,11.00,15.70,,,,
3086,02/25/20 04:15:00 PM,10.92,15.72,,,,
3087,02/25/20 04:30:00 PM,10.85,15.74,,,,
3088,02/25/20 04:45:00 PM,10.75,15.76,,,,
3089,02/25/20 05:00:00 PM,10.86,15.76,,,,
3090,02/25/20 05:15:00 PM,10.77,15.74,,,,
3091,02/25/20 05:30:00 PM,10.82,15.72,,,,
3092,02/25/20 05:45:00 PM,10.78,15.72,,,,
3093,02/25/20 06:00:00 PM,10.70,15.72,,,,
3094,02/25/20 06:15:00 PM,10.70,15.72,,,,
3095,02/25/20 06:30:00 PM,10.66,15.70,,,,
3096,02/25/20 06:45:00 PM,10.77,15.68,,,,
3097,02/25/20 07:00:00 PM,10.67,15.64,,,,
3098,02/25/20 07:15:00 PM,10.71,15.60,,,,
3099,02/25/20 07:30:00 PM,10.68,15.56,,,,
3100,02/25/20 07:45:00 PM,10.71,15.52,,,,
3101,02/25/20 08:00:00 PM,10.95,15.46,,,,
3102,02/25/20 08:15:00 PM,10.92,15.40,,,,
3103,02/25/20 08:30:00 PM,10.94,15.34,,,,
3104,02/25/20 08:45:00 PM,10.89,15.30,,,,
3105,02/25/20 09:00:00 PM,10.95,15.24,,,,
3106,02/25/20 09:15:00 PM,10.76,15.14,,,,
3107,02/25/20 09:30:00 PM,10.56,15.02,,,,
3108,02/25/20 09:45:00 PM,10.38,14.98,,,,
3109,02/25/20 10:00:00 PM,10.26,14.96,,,,
3110,02/25/20 10:15:00 PM,10.37,14.94,,,,
3111,02/25/20 10:30:00 PM,10.38,14.86,,,,
3112,02/25/20 10:45:00 PM,10.31,14.82,,,,
3113,02/25/20 11:00:00 PM,10.11,14.78,,,,
3114,02/25/20 11:15:00 PM,10.11,14.74,,,,
3115,02/25/20 11:30:00 PM,10.12,14.70,,,,
3116,02/25/20 11:45:00 PM,10.11,14.68,,,,
3117,02/26/20 12:00:00 AM,10.05,14.62,,,,
3118,02/26/20 12:15:00 AM,10.02,14.58,,,,
3119,02/26/20 12:30:00 AM,9.96,14.52,,,,
3120,02/26/20 12:45:00 AM,9.72,14.46,,,,
3121,02/26/20 01:00:00 AM,9.75,14.40,,,,
3122,02/26/20 01:15:00 AM,9.84,14.34,,,,
3123,02/26/20 01:30:00 AM,9.88,14.30,,,,
3124,02/26/20 01:45:00 AM,9.74,14.26,,,,
3125,02/26/20 02:00:00 AM,9.75,14.24,,,,
3126,02/26/20 02:15:00 AM,9.73,14.20,,,,
3127,02/26/20 02:30:00 AM,9.68,14.16,,,,
3128,02/26/20 02:45:00 AM,9.62,14.14,,,,
3129,02/26/20 03:00:00 AM,9.63,14.08,,,,
3130,02/26/20 03:15:00 AM,9.62,14.06,,,,
3131,02/26/20 03:30:00 AM,9.43,14.00,,,,
3132,02/26/20 03:45:00 AM,9.19,13.92,,,,
3133,02/26/20 04:00:00 AM,9.33,13.84,,,,
3134,02/26/20 04:15:00 AM,9.38,13.74,,,,
3135,02/26/20 04:30:00 AM,9.44,13.68,,,,
3136,02/26/20 04:45:00 AM,9.21,13.64,,,,
3137,02/26/20 05:00:00 AM,9.15,13.60,,,,
3138,02/26/20 05:15:00 AM,9.07,13.56,,,,
3139,02/26/20 05:30:00 AM,8.96,13.48,,,,
3140,02/26/20 05:45:00 AM,9.07,13.42,,,,
3141,02/26/20 06:00:00 AM,9.21,13.36,,,,
3142,02/26/20 06:15:00 AM,9.19,13.26,,,,
3143,02/26/20 06:30:00 AM,9.10,13.20,,,,
3144,02/26/20 06:45:00 AM,9.25,13.16,,,,
3145,02/26/20 07:00:00 AM,9.22,13.12,,,,
3146,02/26/20 07:15:00 AM,9.24,13.10,,,,
3147,02/26/20 07:30:00 AM,9.14,13.08,,,,
3148,02/26/20 07:45:00 AM,9.13,13.04,,,,
3149,02/26/20 08:00:00 AM,9.26,13.02,,,,
3150,02/26/20 08:15:00 AM,9.37,13.04,,,,
3151,02/26/20 08:30:00 AM,9.50,13.04,,,,
3152,02/26/20 08:45:00 AM,9.46,13.12,,,,
3153,02/26/20 09:00:00 AM,8.69,13.08,,,,
3154,02/26/20 09:15:00 AM,9.07,13.06,,,,
3155,02/26/20 09:30:00 AM,8.87,13.20,,,,
3156,02/26/20 09:45:00 AM,8.91,13.32,,,,
3157,02/26/20 10:00:00 AM,9.27,13.46,,,,
3158,02/26/20 10:15:00 AM,9.02,13.58,,,,
3159,02/26/20 10:30:00 AM,9.00,13.68,,,,
3160,02/26/20 10:45:00 AM,8.91,13.82,,,,
3161,02/26/20 11:00:00 AM,8.98,13.94,,,,
3162,02/26/20 11:15:00 AM,8.97,14.06,,,,
3163,02/26/20 11:30:00 AM,9.13,14.26,,,,
3164,02/26/20 11:45:00 AM,9.05,14.40,,,,
3165,02/26/20 12:00:00 PM,9.98,14.56,,,,
3166,02/26/20 12:15:00 PM,10.03,14.72,,,,
3167,02/26/20 12:30:00 PM,9.80,14.88,,,,
3168,02/26/20 12:45:00 PM,10.00,15.02,,,,
3169,02/26/20 01:00:00 PM,9.82,15.32,,,,
3170,02/26/20 01:15:00 PM,10.41,15.52,,,,
3171,02/26/20 01:30:00 PM,10.02,16.04,,,,
3172,02/26/20 01:45:00 PM,9.81,16.40,,,,
3173,02/26/20 02:00:00 PM,10.31,16.74,,,,
3174,02/26/20 02:15:00 PM,10.30,17.04,,,,
3175,02/26/20 02:30:00 PM,9.93,17.26,,,,
3176,02/26/20 02:45:00 PM,9.71,17.42,,,,
3177,02/26/20 03:00:00 PM,9.93,17.58,,,,
3178,02/26/20 03:15:00 PM,9.82,17.62,,,,
3179,02/26/20 03:30:00 PM,9.81,17.64,,,,
3180,02/26/20 03:45:00 PM,9.76,17.70,,,,
3181,02/26/20 04:00:00 PM,9.81,17.72,,,,
3182,02/26/20 04:15:00 PM,9.91,17.76,,,,
3183,02/26/20 04:30:00 PM,9.89,17.78,,,,
3184,02/26/20 04:45:00 PM,9.96,17.78,,,,
3185,02/26/20 05:00:00 PM,10.05,17.78,,,,
3186,02/26/20 05:15:00 PM,10.12,17.80,,,,
3187,02/26/20 05:30:00 PM,10.26,17.78,,,,
3188,02/26/20 05:45:00 PM,10.39,17.78,,,,
3189,02/26/20 06:00:00 PM,10.32,17.78,,,,
3190,02/26/20 06:15:00 PM,10.15,17.78,,,,
3191,02/26/20 06:30:00 PM,10.08,17.78,,,,
3192,02/26/20 06:45:00 PM,10.41,17.76,,,,
3193,02/26/20 07:00:00 PM,10.36,17.74,,,,
3194,02/26/20 07:15:00 PM,10.08,17.74,,,,
3195,02/26/20 07:30:00 PM,10.47,17.74,,,,
3196,02/26/20 07:45:00 PM,10.23,17.70,,,,
3197,02/26/20 08:00:00 PM,10.35,17.66,,,,
3198,02/26/20 08:15:00 PM,10.34,17.60,,,,
3199,02/26/20 08:30:00 PM,10.35,17.54,,,,
3200,02/26/20 08:45:00 PM,10.31,17.46,,,,
3201,02/26/20 09:00:00 PM,10.23,17.40,,,,
3202,02/26/20 09:15:00 PM,10.22,17.32,,,,
3203,02/26/20 09:30:00 PM,10.26,17.28,,,,
3204,02/26/20 09:45:00 PM,10.33,17.20,,,,
3205,02/26/20 10:00:00 PM,10.30,17.14,,,,
3206,02/26/20 10:15:00 PM,10.26,17.08,,,,
3207,02/26/20 10:30:00 PM,10.23,17.00,,,,
3208,02/26/20 10:45:00 PM,10.09,16.94,,,,
3209,02/26/20 11:00:00 PM,10.09,16.86,,,,
3210,02/26/20 11:15:00 PM,10.09,16.80,,,,
3211,02/26/20 11:30:00 PM,10.03,16.72,,,,
3212,02/26/20 11:45:00 PM,9.73,16.66,,,,
3213,02/27/20 12:00:00 AM,9.61,16.60,,,,
3214,02/27/20 12:15:00 AM,9.55,16.54,,,,
3215,02/27/20 12:30:00 AM,9.59,16.48,,,,
3216,02/27/20 12:45:00 AM,9.71,16.42,,,,
3217,02/27/20 01:00:00 AM,9.71,16.36,,,,
3218,02/27/20 01:15:00 AM,9.61,16.30,,,,
3219,02/27/20 01:30:00 AM,9.53,16.22,,,,
3220,02/27/20 01:45:00 AM,9.54,16.14,,,,
3221,02/27/20 02:00:00 AM,9.54,16.08,,,,
3222,02/27/20 02:15:00 AM,9.35,16.02,,,,
