Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Group
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,26,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,12,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,20,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,2,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,9,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,4,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,5,Copepoda
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,collembola,,adult,1,Insecta
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,13,Rotifera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,57,Copepoda
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,Copepoda
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,2,Cladocera
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,Insecta
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,10,Copepoda
Cos Tri,3/26/19,net throw,4,5,0,744.24,153,30,50,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,54,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,46,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,7,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,2,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,9,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,10,Cladocera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,Copepoda
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,Rotifera
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,95,Copepoda
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,5,Copepoda
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,1,Insecta
Cos Beach,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,5,Copepoda
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,Cladocera
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,80,Cladocera
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,1,Cladocera
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,13,Rotifera
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,40,Copepoda
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,4,Copepoda
Baby Marsh,3/27/19,net throw,4,5,289133,289624,153,30,200,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,128,Copepoda
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,16,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,7,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,9,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,112,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,21,Cladocera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,Copepoda
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,5,Rotifera
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,58,Copepoda
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,4,Copepoda
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,1,Insecta
XSSAC,4/1/19,net throw,4,5,296211,296732,153,30,100,1,6,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,10,Copepoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,95,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,40,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,32,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,3,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,3,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,59,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,8,Copepoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,4,Copepoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,,adult,1,Gastropoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthopoda,Insecta,0,0,0,0,Terrestrial,,adult,1,Insecta
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,12,Rotifera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,55,Copepoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,2,Copepoda
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,3,Cladocera
Cos Tri,4/2/19,net throw,4,5,0,744.24,153,30,100,1,56,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,16,Insecta
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Chordata,Actinopterigyii,0,0,0,0,larvalfish,,adult,1,Actinopterigyii
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,2,Annelida
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,Arachnida
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,13,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,3,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,5,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,15,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,1,Cladocera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,Copepoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,Insecta
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,6,Nematoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,9,Rotifera
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,4,Tardigrada
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,108,Copepoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,11,Copepoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,3,Insecta
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,43,Copepoda
Mok USRR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,70,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,63,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,2,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,27,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,17,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,9,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,4,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,Rotifera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,104,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,Copepoda
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,2,Cladocera
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,3,Insecta
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,1,Insecta
Cos Beach,4/3/19,net throw,4,5,301054,302595,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,16,Copepoda
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,7,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,12,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,10,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,101,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,77,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,21,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthopoda,Branchipoda,0,Cladocera,Macrothricidae,0,streblocerus,,adult,1,Cladocera
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,34,Copepoda
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,2,Copepoda
Knaggs,4/3/19,net throw,4,5,0,744.24,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,10,Copepoda
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,5,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,5,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,13,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,253,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,16,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,22,Cladocera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,Copepoda
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,Ostracoda
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,11,Rotifera
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,72,Copepoda
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,1,Copepoda
Baby Marsh,4/4/19,net throw,4,5,302594,304013,153,30,300,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,3,Copepoda
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,6,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,162,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,6,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,2,Cladocera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,2,Rotifera
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,12,Copepoda
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,1,Copepoda
Baby Marsh,4/9/19,net throw,4,5,228,2015,153,30,300,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,1,Copepoda
Mok USRR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,Arachnida
Mok USRR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,2,Cladocera
