"Plot Title: 20568252"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568252, SEN S/N: 20568252)","Temp, °C (LGR S/N: 20568252, SEN S/N: 20568252)","Expired Sensor Cap (LGR S/N: 20568252)","End Of File (LGR S/N: 20568252)"
5481,10/16/19 03:00:00 PM,8.71,18.84,,
5482,10/16/19 03:15:00 PM,8.51,18.92,,
5483,10/16/19 03:30:00 PM,8.34,18.86,,
5484,10/16/19 03:45:00 PM,8.37,18.78,,
5485,10/16/19 04:00:00 PM,8.41,18.70,,
5486,10/16/19 04:15:00 PM,8.35,18.52,,
5487,10/16/19 04:30:00 PM,8.27,18.20,,
5488,10/16/19 04:45:00 PM,8.34,18.00,,
5489,10/16/19 05:00:00 PM,8.32,17.78,,
5490,10/16/19 05:15:00 PM,8.46,17.64,,
5491,10/16/19 05:30:00 PM,8.23,17.36,,
5492,10/16/19 05:45:00 PM,8.14,17.02,,
5493,10/16/19 06:00:00 PM,7.99,16.92,,
5494,10/16/19 06:15:00 PM,7.89,16.84,,
5495,10/16/19 06:30:00 PM,8.00,16.70,,
5496,10/16/19 06:45:00 PM,7.88,16.66,,
5497,10/16/19 07:00:00 PM,7.85,16.58,,
5498,10/16/19 07:15:00 PM,7.91,16.52,,
5499,10/16/19 07:30:00 PM,7.87,16.54,,
5500,10/16/19 07:45:00 PM,7.87,16.56,,
5501,10/16/19 08:00:00 PM,7.88,16.56,,
5502,10/16/19 08:15:00 PM,7.88,16.56,,
5503,10/16/19 08:30:00 PM,7.75,16.54,,
5504,10/16/19 08:45:00 PM,7.74,16.54,,
5505,10/16/19 09:00:00 PM,7.81,16.52,,
5506,10/16/19 09:15:00 PM,7.86,16.52,,
5507,10/16/19 09:30:00 PM,7.89,16.54,,
5508,10/16/19 09:45:00 PM,7.80,16.54,,
5509,10/16/19 10:00:00 PM,7.81,16.56,,
5510,10/16/19 10:15:00 PM,7.69,16.56,,
5511,10/16/19 10:30:00 PM,7.65,16.56,,
5512,10/16/19 10:45:00 PM,7.59,16.56,,
5513,10/16/19 11:00:00 PM,7.48,16.56,,
5514,10/16/19 11:15:00 PM,7.77,16.56,,
5515,10/16/19 11:30:00 PM,7.95,16.56,,
5516,10/16/19 11:45:00 PM,7.56,16.56,,
5517,10/17/19 12:00:00 AM,7.61,16.56,,
5518,10/17/19 12:15:00 AM,7.90,16.56,,
5519,10/17/19 12:30:00 AM,7.76,16.54,,
5520,10/17/19 12:45:00 AM,7.67,16.56,,
5521,10/17/19 01:00:00 AM,7.64,16.54,,
5522,10/17/19 01:15:00 AM,7.57,16.54,,
5523,10/17/19 01:30:00 AM,7.67,16.52,,
5524,10/17/19 01:45:00 AM,7.62,16.52,,
5525,10/17/19 02:00:00 AM,7.54,16.50,,
5526,10/17/19 02:15:00 AM,7.57,16.48,,
5527,10/17/19 02:30:00 AM,7.36,16.46,,
5528,10/17/19 02:45:00 AM,7.43,16.44,,
5529,10/17/19 03:00:00 AM,7.64,16.44,,
5530,10/17/19 03:15:00 AM,7.65,16.44,,
5531,10/17/19 03:30:00 AM,7.54,16.38,,
5532,10/17/19 03:45:00 AM,7.52,16.26,,
5533,10/17/19 04:00:00 AM,7.51,16.04,,
5534,10/17/19 04:15:00 AM,7.53,15.66,,
5535,10/17/19 04:30:00 AM,7.43,15.14,,
5536,10/17/19 04:45:00 AM,7.80,14.56,,
5537,10/17/19 05:00:00 AM,8.03,14.16,,
5538,10/17/19 05:15:00 AM,8.03,13.96,,
5539,10/17/19 05:30:00 AM,7.85,14.04,,
5540,10/17/19 05:45:00 AM,7.68,14.34,,
5541,10/17/19 06:00:00 AM,7.62,14.70,,
5542,10/17/19 06:15:00 AM,7.40,15.18,,
5543,10/17/19 06:30:00 AM,7.10,15.58,,
5544,10/17/19 06:45:00 AM,6.95,15.84,,
5545,10/17/19 07:00:00 AM,6.93,15.94,,
5546,10/17/19 07:15:00 AM,6.99,15.94,,
5547,10/17/19 07:30:00 AM,7.18,15.92,,
5548,10/17/19 07:45:00 AM,7.09,15.88,,
5549,10/17/19 08:00:00 AM,7.29,15.86,,
5550,10/17/19 08:15:00 AM,7.24,15.88,,
5551,10/17/19 08:30:00 AM,7.01,15.86,,
5552,10/17/19 08:45:00 AM,7.11,15.86,,
5553,10/17/19 09:00:00 AM,7.31,15.86,,
5554,10/17/19 09:15:00 AM,7.52,15.84,,
5555,10/17/19 09:30:00 AM,7.36,15.80,,
5556,10/17/19 09:45:00 AM,7.30,15.80,,
5557,10/17/19 10:00:00 AM,7.32,15.78,,
5558,10/17/19 10:15:00 AM,7.40,15.76,,
5559,10/17/19 10:30:00 AM,7.52,15.78,,
5560,10/17/19 10:45:00 AM,7.62,15.92,,
5561,10/17/19 11:00:00 AM,7.76,16.02,,
5562,10/17/19 11:15:00 AM,7.69,16.08,,
5563,10/17/19 11:30:00 AM,7.90,16.18,,
5564,10/17/19 11:45:00 AM,7.97,16.32,,
5565,10/17/19 12:00:00 PM,8.04,16.42,,
5566,10/17/19 12:15:00 PM,8.19,16.50,,
5567,10/17/19 12:30:00 PM,8.33,16.64,,
5568,10/17/19 12:45:00 PM,8.30,16.74,,
5569,10/17/19 01:00:00 PM,8.36,16.82,,
5570,10/17/19 01:15:00 PM,8.28,16.90,,
5571,10/17/19 01:30:00 PM,8.26,16.96,,
5572,10/17/19 01:45:00 PM,8.38,17.14,,
5573,10/17/19 02:00:00 PM,8.42,17.22,,
5574,10/17/19 02:15:00 PM,8.49,17.30,,
5575,10/17/19 02:30:00 PM,8.65,17.46,,
5576,10/17/19 02:45:00 PM,8.63,17.52,,
5577,10/17/19 03:00:00 PM,8.69,17.60,,
5578,10/17/19 03:15:00 PM,9.00,17.76,,
5579,10/17/19 03:30:00 PM,8.90,17.94,,
5580,10/17/19 03:45:00 PM,9.01,18.14,,
5581,10/17/19 04:00:00 PM,8.85,18.16,,
5582,10/17/19 04:15:00 PM,8.61,18.08,,
5583,10/17/19 04:30:00 PM,8.59,18.02,,
5584,10/17/19 04:45:00 PM,8.50,17.86,,
5585,10/17/19 05:00:00 PM,8.59,17.74,,
5586,10/17/19 05:15:00 PM,8.33,17.54,,
5587,10/17/19 05:30:00 PM,8.50,17.42,,
5588,10/17/19 05:45:00 PM,8.30,17.22,,
5589,10/17/19 06:00:00 PM,8.13,17.18,,
5590,10/17/19 06:15:00 PM,8.10,17.18,,
5591,10/17/19 06:30:00 PM,7.99,17.16,,
5592,10/17/19 06:45:00 PM,7.91,17.08,,
5593,10/17/19 07:00:00 PM,8.00,17.10,,
5594,10/17/19 07:15:00 PM,8.02,17.06,,
5595,10/17/19 07:30:00 PM,8.04,17.04,,
5596,10/17/19 07:45:00 PM,7.86,17.04,,
5597,10/17/19 08:00:00 PM,7.90,17.06,,
5598,10/17/19 08:15:00 PM,7.87,17.06,,
5599,10/17/19 08:30:00 PM,7.92,17.04,,
5600,10/17/19 08:45:00 PM,7.91,17.02,,
5601,10/17/19 09:00:00 PM,8.18,17.00,,
5602,10/17/19 09:15:00 PM,8.25,16.98,,
5603,10/17/19 09:30:00 PM,8.14,16.94,,
5604,10/17/19 09:45:00 PM,8.15,16.92,,
5605,10/17/19 10:00:00 PM,8.07,16.90,,
5606,10/17/19 10:15:00 PM,8.09,16.88,,
5607,10/17/19 10:30:00 PM,8.01,16.84,,
5608,10/17/19 10:45:00 PM,8.00,16.80,,
5609,10/17/19 11:00:00 PM,8.03,16.76,,
5610,10/17/19 11:15:00 PM,8.04,16.70,,
5611,10/17/19 11:30:00 PM,8.01,16.66,,
5612,10/17/19 11:45:00 PM,7.89,16.62,,
5613,10/18/19 12:00:00 AM,7.84,16.60,,
5614,10/18/19 12:15:00 AM,7.68,16.58,,
5615,10/18/19 12:30:00 AM,7.88,16.58,,
5616,10/18/19 12:45:00 AM,7.96,16.58,,
5617,10/18/19 01:00:00 AM,7.87,16.56,,
5618,10/18/19 01:15:00 AM,7.69,16.54,,
5619,10/18/19 01:30:00 AM,7.69,16.52,,
5620,10/18/19 01:45:00 AM,7.63,16.50,,
5621,10/18/19 02:00:00 AM,7.67,16.46,,
5622,10/18/19 02:15:00 AM,7.70,16.42,,
5623,10/18/19 02:30:00 AM,7.63,16.38,,
5624,10/18/19 02:45:00 AM,7.57,16.34,,
5625,10/18/19 03:00:00 AM,7.58,16.32,,
5626,10/18/19 03:15:00 AM,7.64,16.30,,
5627,10/18/19 03:30:00 AM,7.73,16.28,,
5628,10/18/19 03:45:00 AM,7.80,16.26,,
5629,10/18/19 04:00:00 AM,7.80,16.24,,
5630,10/18/19 04:15:00 AM,7.53,16.24,,
5631,10/18/19 04:30:00 AM,7.42,16.22,,
5632,10/18/19 04:45:00 AM,7.57,16.18,,
5633,10/18/19 05:00:00 AM,7.09,16.16,,
5634,10/18/19 05:15:00 AM,6.65,16.14,,
5635,10/18/19 05:30:00 AM,6.88,16.10,,
5636,10/18/19 05:45:00 AM,7.42,16.06,,
5637,10/18/19 06:00:00 AM,7.51,16.02,,
5638,10/18/19 06:15:00 AM,7.33,15.92,,
5639,10/18/19 06:30:00 AM,7.23,15.78,,
5640,10/18/19 06:45:00 AM,7.18,15.70,,
5641,10/18/19 07:00:00 AM,7.11,15.66,,
5642,10/18/19 07:15:00 AM,7.03,15.64,,
5643,10/18/19 07:30:00 AM,7.29,15.64,,
5644,10/18/19 07:45:00 AM,7.51,15.64,,
5645,10/18/19 08:00:00 AM,7.57,15.66,,
5646,10/18/19 08:15:00 AM,7.26,15.64,,
5647,10/18/19 08:30:00 AM,7.11,15.60,,
5648,10/18/19 08:45:00 AM,7.38,15.56,,
5649,10/18/19 09:00:00 AM,7.59,15.54,,
5650,10/18/19 09:15:00 AM,7.59,15.54,,
5651,10/18/19 09:30:00 AM,7.72,15.58,,
5652,10/18/19 09:45:00 AM,7.83,15.60,,
5653,10/18/19 10:00:00 AM,7.92,15.64,,
5654,10/18/19 10:15:00 AM,7.82,15.66,,
5655,10/18/19 10:30:00 AM,7.90,15.68,,
5656,10/18/19 10:45:00 AM,8.07,15.76,,
5657,10/18/19 11:00:00 AM,8.14,15.86,,
5658,10/18/19 11:15:00 AM,8.00,15.94,,
5659,10/18/19 11:30:00 AM,7.94,16.02,,
5660,10/18/19 11:45:00 AM,8.11,16.12,,
5661,10/18/19 12:00:00 PM,8.22,16.20,,
5662,10/18/19 12:15:00 PM,8.09,16.28,,
5663,10/18/19 12:30:00 PM,8.26,16.42,,
5664,10/18/19 12:45:00 PM,8.50,16.56,,
5665,10/18/19 01:00:00 PM,8.40,16.64,,
5666,10/18/19 01:15:00 PM,8.27,16.74,,
5667,10/18/19 01:30:00 PM,8.47,16.86,,
5668,10/18/19 01:45:00 PM,8.55,17.00,,
5669,10/18/19 02:00:00 PM,8.60,17.18,,
5670,10/18/19 02:15:00 PM,8.61,17.32,,
5671,10/18/19 02:30:00 PM,8.55,17.46,,
5672,10/18/19 02:45:00 PM,8.62,17.56,,
5673,10/18/19 03:00:00 PM,8.58,17.66,,
5674,10/18/19 03:15:00 PM,8.72,17.80,,
5675,10/18/19 03:30:00 PM,8.69,17.92,,
5676,10/18/19 03:45:00 PM,8.89,17.98,,
5677,10/18/19 04:00:00 PM,8.89,18.02,,
5678,10/18/19 04:15:00 PM,8.77,18.02,,
5679,10/18/19 04:30:00 PM,8.87,18.04,,
5680,10/18/19 04:45:00 PM,8.82,18.06,,
5681,10/18/19 05:00:00 PM,8.76,18.04,,
5682,10/18/19 05:15:00 PM,8.72,18.02,,
5683,10/18/19 05:30:00 PM,8.82,18.00,,
5684,10/18/19 05:45:00 PM,8.72,18.00,,
5685,10/18/19 06:00:00 PM,8.61,17.96,,
5686,10/18/19 06:15:00 PM,8.58,17.88,,
5687,10/18/19 06:30:00 PM,8.43,17.80,,
5688,10/18/19 06:45:00 PM,8.52,17.68,,
5689,10/18/19 07:00:00 PM,8.48,17.62,,
5690,10/18/19 07:15:00 PM,8.22,17.60,,
5691,10/18/19 07:30:00 PM,8.22,17.56,,
5692,10/18/19 07:45:00 PM,8.23,17.50,,
5693,10/18/19 08:00:00 PM,8.30,17.46,,
5694,10/18/19 08:15:00 PM,8.17,17.40,,
5695,10/18/19 08:30:00 PM,7.90,17.34,,
5696,10/18/19 08:45:00 PM,8.04,17.30,,
5697,10/18/19 09:00:00 PM,7.99,17.26,,
5698,10/18/19 09:15:00 PM,8.25,17.22,,
5699,10/18/19 09:30:00 PM,8.08,17.18,,
5700,10/18/19 09:45:00 PM,8.04,17.16,,
5701,10/18/19 10:00:00 PM,8.14,17.12,,
5702,10/18/19 10:15:00 PM,8.18,17.10,,
5703,10/18/19 10:30:00 PM,8.11,17.08,,
5704,10/18/19 10:45:00 PM,8.16,17.04,,
5705,10/18/19 11:00:00 PM,8.21,17.02,,
5706,10/18/19 11:15:00 PM,8.17,17.00,,
5707,10/18/19 11:30:00 PM,8.20,16.98,,
5708,10/18/19 11:45:00 PM,8.04,16.94,,
5709,10/19/19 12:00:00 AM,7.96,16.90,,
5710,10/19/19 12:15:00 AM,7.78,16.86,,
5711,10/19/19 12:30:00 AM,7.66,16.82,,
5712,10/19/19 12:45:00 AM,7.64,16.80,,
5713,10/19/19 01:00:00 AM,7.43,16.76,,
5714,10/19/19 01:15:00 AM,7.55,16.74,,
5715,10/19/19 01:30:00 AM,7.62,16.74,,
5716,10/19/19 01:45:00 AM,7.70,16.72,,
5717,10/19/19 02:00:00 AM,7.72,16.72,,
5718,10/19/19 02:15:00 AM,7.77,16.70,,
5719,10/19/19 02:30:00 AM,7.81,16.68,,
5720,10/19/19 02:45:00 AM,7.74,16.66,,
5721,10/19/19 03:00:00 AM,7.74,16.62,,
5722,10/19/19 03:15:00 AM,7.68,16.60,,
5723,10/19/19 03:30:00 AM,7.70,16.58,,
5724,10/19/19 03:45:00 AM,7.80,16.52,,
5725,10/19/19 04:00:00 AM,7.78,16.50,,
5726,10/19/19 04:15:00 AM,7.78,16.46,,
5727,10/19/19 04:30:00 AM,7.77,16.42,,
5728,10/19/19 04:45:00 AM,8.05,16.38,,
5729,10/19/19 05:00:00 AM,7.89,16.36,,
5730,10/19/19 05:15:00 AM,8.08,16.36,,
5731,10/19/19 05:30:00 AM,7.93,16.34,,
5732,10/19/19 05:45:00 AM,7.98,16.30,,
5733,10/19/19 06:00:00 AM,7.80,16.26,,
5734,10/19/19 06:15:00 AM,7.80,16.26,,
5735,10/19/19 06:30:00 AM,7.74,16.22,,
5736,10/19/19 06:45:00 AM,7.75,16.20,,
5737,10/19/19 07:00:00 AM,7.66,16.18,,
5738,10/19/19 07:15:00 AM,7.43,16.14,,
5739,10/19/19 07:30:00 AM,7.33,16.08,,
5740,10/19/19 07:45:00 AM,7.28,16.04,,
5741,10/19/19 08:00:00 AM,7.32,16.02,,
5742,10/19/19 08:15:00 AM,7.35,16.00,,
5743,10/19/19 08:30:00 AM,7.43,16.00,,
5744,10/19/19 08:45:00 AM,7.70,16.00,,
5745,10/19/19 09:00:00 AM,7.82,16.02,,
5746,10/19/19 09:15:00 AM,7.86,16.00,,
5747,10/19/19 09:30:00 AM,7.92,16.02,,
5748,10/19/19 09:45:00 AM,7.89,16.02,,
5749,10/19/19 10:00:00 AM,7.97,16.04,,
5750,10/19/19 10:15:00 AM,7.98,16.08,,
5751,10/19/19 10:30:00 AM,8.04,16.12,,
5752,10/19/19 10:45:00 AM,8.03,16.14,,
5753,10/19/19 11:00:00 AM,8.04,16.22,,
5754,10/19/19 11:15:00 AM,8.04,16.30,,
5755,10/19/19 11:30:00 AM,8.09,16.36,,
5756,10/19/19 11:45:00 AM,7.97,16.44,,
5757,10/19/19 12:00:00 PM,7.83,16.50,,
5758,10/19/19 12:15:00 PM,7.85,16.54,,
5759,10/19/19 12:30:00 PM,8.15,16.56,,
5760,10/19/19 12:45:00 PM,8.19,16.58,,
5761,10/19/19 01:00:00 PM,8.09,16.60,,
5762,10/19/19 01:15:00 PM,8.26,16.64,,
5763,10/19/19 01:30:00 PM,8.43,16.74,,
5764,10/19/19 01:45:00 PM,8.36,16.80,,
5765,10/19/19 02:00:00 PM,8.71,16.88,,
5766,10/19/19 02:15:00 PM,8.57,16.98,,
5767,10/19/19 02:30:00 PM,8.87,17.14,,
5768,10/19/19 02:45:00 PM,8.83,17.28,,
5769,10/19/19 03:00:00 PM,8.66,17.32,,
5770,10/19/19 03:15:00 PM,8.56,17.34,,
5771,10/19/19 03:30:00 PM,8.52,17.38,,
5772,10/19/19 03:45:00 PM,8.51,17.40,,
5773,10/19/19 04:00:00 PM,8.58,17.44,,
5774,10/19/19 04:15:00 PM,8.49,17.50,,
5775,10/19/19 04:30:00 PM,8.46,17.54,,
5776,10/19/19 04:45:00 PM,8.31,17.56,,
5777,10/19/19 05:00:00 PM,8.47,17.56,,
5778,10/19/19 05:15:00 PM,8.30,17.56,,
5779,10/19/19 05:30:00 PM,8.26,17.56,,
5780,10/19/19 05:45:00 PM,8.21,17.56,,
5781,10/19/19 06:00:00 PM,8.20,17.54,,
5782,10/19/19 06:15:00 PM,8.15,17.50,,
5783,10/19/19 06:30:00 PM,8.06,17.48,,
5784,10/19/19 06:45:00 PM,8.03,17.46,,
5785,10/19/19 07:00:00 PM,7.94,17.40,,
5786,10/19/19 07:15:00 PM,7.88,17.36,,
5787,10/19/19 07:30:00 PM,7.89,17.32,,
5788,10/19/19 07:45:00 PM,7.77,17.30,,
5789,10/19/19 08:00:00 PM,7.89,17.28,,
5790,10/19/19 08:15:00 PM,7.81,17.26,,
5791,10/19/19 08:30:00 PM,7.90,17.24,,
5792,10/19/19 08:45:00 PM,7.81,17.20,,
5793,10/19/19 09:00:00 PM,7.71,17.18,,
5794,10/19/19 09:15:00 PM,7.71,17.12,,
5795,10/19/19 09:30:00 PM,7.93,17.06,,
5796,10/19/19 09:45:00 PM,7.92,17.02,,
5797,10/19/19 10:00:00 PM,7.95,17.00,,
5798,10/19/19 10:15:00 PM,7.92,16.98,,
5799,10/19/19 10:30:00 PM,7.87,16.96,,
5800,10/19/19 10:45:00 PM,7.91,16.94,,
5801,10/19/19 11:00:00 PM,7.83,16.94,,
5802,10/19/19 11:15:00 PM,7.86,16.92,,
5803,10/19/19 11:30:00 PM,7.77,16.90,,
5804,10/19/19 11:45:00 PM,7.74,16.90,,
5805,10/20/19 12:00:00 AM,7.85,16.90,,
5806,10/20/19 12:15:00 AM,7.73,16.88,,
5807,10/20/19 12:30:00 AM,7.51,16.84,,
5808,10/20/19 12:45:00 AM,7.32,16.82,,
5809,10/20/19 01:00:00 AM,7.41,16.82,,
5810,10/20/19 01:15:00 AM,7.42,16.80,,
5811,10/20/19 01:30:00 AM,7.47,16.78,,
5812,10/20/19 01:45:00 AM,7.42,16.76,,
5813,10/20/19 02:00:00 AM,7.48,16.72,,
5814,10/20/19 02:15:00 AM,7.47,16.70,,
5815,10/20/19 02:30:00 AM,7.37,16.70,,
5816,10/20/19 02:45:00 AM,7.31,16.68,,
5817,10/20/19 03:00:00 AM,7.35,16.66,,
5818,10/20/19 03:15:00 AM,7.37,16.64,,
5819,10/20/19 03:30:00 AM,7.34,16.64,,
5820,10/20/19 03:45:00 AM,7.33,16.62,,
5821,10/20/19 04:00:00 AM,7.35,16.60,,
5822,10/20/19 04:15:00 AM,7.37,16.58,,
5823,10/20/19 04:30:00 AM,7.48,16.56,,
5824,10/20/19 04:45:00 AM,7.48,16.52,,
5825,10/20/19 05:00:00 AM,7.48,16.48,,
5826,10/20/19 05:15:00 AM,7.54,16.46,,
5827,10/20/19 05:30:00 AM,7.49,16.44,,
5828,10/20/19 05:45:00 AM,7.62,16.42,,
5829,10/20/19 06:00:00 AM,7.51,16.38,,
5830,10/20/19 06:15:00 AM,7.54,16.38,,
5831,10/20/19 06:30:00 AM,7.53,16.38,,
5832,10/20/19 06:45:00 AM,7.38,16.34,,
5833,10/20/19 07:00:00 AM,7.07,16.30,,
5834,10/20/19 07:15:00 AM,6.98,16.24,,
5835,10/20/19 07:30:00 AM,7.09,16.20,,
5836,10/20/19 07:45:00 AM,7.15,16.08,,
5837,10/20/19 08:00:00 AM,7.06,15.94,,
5838,10/20/19 08:15:00 AM,7.19,15.78,,
5839,10/20/19 08:30:00 AM,7.21,15.64,,
5840,10/20/19 08:45:00 AM,7.68,15.54,,
5841,10/20/19 09:00:00 AM,7.58,15.52,,
5842,10/20/19 09:15:00 AM,7.47,15.58,,
5843,10/20/19 09:30:00 AM,7.67,15.68,,
5844,10/20/19 09:45:00 AM,7.66,15.82,,
5845,10/20/19 10:00:00 AM,7.68,15.94,,
5846,10/20/19 10:15:00 AM,7.75,16.00,,
5847,10/20/19 10:30:00 AM,7.96,16.04,,
5848,10/20/19 10:45:00 AM,7.87,16.12,,
5849,10/20/19 11:00:00 AM,7.87,16.22,,
5850,10/20/19 11:15:00 AM,7.96,16.28,,
5851,10/20/19 11:30:00 AM,8.11,16.36,,
5852,10/20/19 11:45:00 AM,8.08,16.46,,
5853,10/20/19 12:00:00 PM,8.08,16.56,,
5854,10/20/19 12:15:00 PM,8.20,16.66,,
5855,10/20/19 12:30:00 PM,8.24,16.74,,
5856,10/20/19 12:45:00 PM,8.31,16.84,,
5857,10/20/19 01:00:00 PM,8.01,16.72,,
5858,10/20/19 01:15:00 PM,7.94,16.64,,
5859,10/20/19 01:30:00 PM,7.88,16.58,,
5860,10/20/19 01:45:00 PM,8.03,16.62,,
5861,10/20/19 02:00:00 PM,8.26,16.80,,
5862,10/20/19 02:15:00 PM,8.27,17.10,,
5863,10/20/19 02:30:00 PM,8.19,17.06,,
5864,10/20/19 02:45:00 PM,8.20,16.96,,
5865,10/20/19 03:00:00 PM,8.33,17.02,,
5866,10/20/19 03:15:00 PM,8.31,17.20,,
5867,10/20/19 03:30:00 PM,8.43,17.18,,
5868,10/20/19 03:45:00 PM,8.58,17.24,,
5869,10/20/19 04:00:00 PM,8.58,17.28,,
5870,10/20/19 04:15:00 PM,8.71,17.40,,
5871,10/20/19 04:30:00 PM,8.61,17.52,,
5872,10/20/19 04:45:00 PM,8.46,17.50,,
5873,10/20/19 05:00:00 PM,8.37,17.52,,
5874,10/20/19 05:15:00 PM,8.60,17.74,,
5875,10/20/19 05:30:00 PM,8.32,17.80,,
5876,10/20/19 05:45:00 PM,8.09,17.78,,
5877,10/20/19 06:00:00 PM,8.00,17.72,,
5878,10/20/19 06:15:00 PM,8.04,17.74,,
5879,10/20/19 06:30:00 PM,8.04,17.76,,
5880,10/20/19 06:45:00 PM,7.81,17.74,,
5881,10/20/19 07:00:00 PM,7.69,17.70,,
5882,10/20/19 07:15:00 PM,7.64,17.68,,
5883,10/20/19 07:30:00 PM,7.67,17.66,,
5884,10/20/19 07:45:00 PM,7.82,17.60,,
5885,10/20/19 08:00:00 PM,7.89,17.56,,
5886,10/20/19 08:15:00 PM,7.95,17.48,,
5887,10/20/19 08:30:00 PM,7.97,17.44,,
5888,10/20/19 08:45:00 PM,7.92,17.38,,
5889,10/20/19 09:00:00 PM,7.82,17.34,,
5890,10/20/19 09:15:00 PM,7.87,17.28,,
5891,10/20/19 09:30:00 PM,7.88,17.24,,
5892,10/20/19 09:45:00 PM,7.77,17.18,,
5893,10/20/19 10:00:00 PM,7.85,17.14,,
5894,10/20/19 10:15:00 PM,7.83,17.10,,
5895,10/20/19 10:30:00 PM,7.71,17.06,,
5896,10/20/19 10:45:00 PM,7.90,17.00,,
5897,10/20/19 11:00:00 PM,7.96,16.96,,
5898,10/20/19 11:15:00 PM,7.85,16.92,,
5899,10/20/19 11:30:00 PM,7.81,16.90,,
5900,10/20/19 11:45:00 PM,7.83,16.88,,
5901,10/21/19 12:00:00 AM,7.73,16.84,,
5902,10/21/19 12:15:00 AM,7.78,16.82,,
5903,10/21/19 12:30:00 AM,7.77,16.80,,
5904,10/21/19 12:45:00 AM,7.66,16.78,,
5905,10/21/19 01:00:00 AM,7.63,16.74,,
5906,10/21/19 01:15:00 AM,7.50,16.74,,
5907,10/21/19 01:30:00 AM,7.40,16.72,,
5908,10/21/19 01:45:00 AM,7.32,16.70,,
5909,10/21/19 02:00:00 AM,7.24,16.70,,
5910,10/21/19 02:15:00 AM,7.37,16.70,,
5911,10/21/19 02:30:00 AM,7.36,16.68,,
5912,10/21/19 02:45:00 AM,7.26,16.66,,
5913,10/21/19 03:00:00 AM,7.31,16.62,,
5914,10/21/19 03:15:00 AM,7.28,16.60,,
5915,10/21/19 03:30:00 AM,7.22,16.58,,
5916,10/21/19 03:45:00 AM,7.19,16.56,,
5917,10/21/19 04:00:00 AM,7.07,16.52,,
5918,10/21/19 04:15:00 AM,7.01,16.50,,
5919,10/21/19 04:30:00 AM,6.93,16.46,,
5920,10/21/19 04:45:00 AM,6.98,16.44,,
5921,10/21/19 05:00:00 AM,7.35,16.38,,
5922,10/21/19 05:15:00 AM,7.15,16.34,,
5923,10/21/19 05:30:00 AM,7.10,16.34,,
5924,10/21/19 05:45:00 AM,7.01,16.34,,
5925,10/21/19 06:00:00 AM,6.86,16.34,,
5926,10/21/19 06:15:00 AM,6.53,16.30,,
5927,10/21/19 06:30:00 AM,6.38,16.28,,
5928,10/21/19 06:45:00 AM,6.28,16.28,,
5929,10/21/19 07:00:00 AM,6.17,16.22,,
5930,10/21/19 07:15:00 AM,6.14,16.04,,
5931,10/21/19 07:30:00 AM,6.45,15.72,,
5932,10/21/19 07:45:00 AM,6.17,15.22,,
5933,10/21/19 08:00:00 AM,6.86,14.48,,
5934,10/21/19 08:15:00 AM,7.36,13.62,,
5935,10/21/19 08:30:00 AM,8.28,12.68,,
5936,10/21/19 08:45:00 AM,10.96,12.28,,
5937,10/21/19 09:00:00 AM,10.89,12.10,,
5938,10/21/19 09:15:00 AM,10.83,12.14,,
5939,10/21/19 09:30:00 AM,10.79,12.26,,
5940,10/21/19 09:45:00 AM,10.73,12.46,,
5941,10/21/19 10:00:00 AM,10.69,12.80,,
5942,10/21/19 10:15:00 AM,8.84,13.30,,
5943,10/21/19 10:30:00 AM,8.04,14.08,,
5944,10/21/19 10:45:00 AM,7.81,15.42,,
5945,10/21/19 11:00:00 AM,7.48,16.20,,
5946,10/21/19 11:15:00 AM,7.21,16.52,,
5947,10/21/19 11:30:00 AM,6.99,16.70,,
5948,10/21/19 11:45:00 AM,7.25,16.96,,
5949,10/21/19 12:00:00 PM,7.70,17.16,,
5950,10/21/19 12:15:00 PM,7.88,17.36,,
5951,10/21/19 12:30:00 PM,7.47,17.38,,
5952,10/21/19 12:45:00 PM,7.27,17.38,,
5953,10/21/19 01:00:00 PM,7.31,17.26,,
5954,10/21/19 01:15:00 PM,7.18,17.14,,
5955,10/21/19 01:30:00 PM,7.21,17.00,,
5956,10/21/19 01:45:00 PM,7.43,17.00,,
5957,10/21/19 02:00:00 PM,7.65,17.02,,
5958,10/21/19 02:15:00 PM,7.73,17.02,,
5959,10/21/19 02:30:00 PM,7.62,16.92,,
5960,10/21/19 02:45:00 PM,7.62,16.80,,
5961,10/21/19 03:00:00 PM,7.64,16.76,,
5962,10/21/19 03:15:00 PM,7.81,16.82,,
5963,10/21/19 03:30:00 PM,7.83,16.90,,
5964,10/21/19 03:45:00 PM,7.78,16.92,,
5965,10/21/19 04:00:00 PM,7.82,16.94,,
5966,10/21/19 04:15:00 PM,7.99,17.20,,
5967,10/21/19 04:30:00 PM,7.94,17.52,,
5968,10/21/19 04:45:00 PM,7.90,17.54,,
5969,10/21/19 05:00:00 PM,7.82,17.58,,
5970,10/21/19 05:15:00 PM,7.89,17.70,,
5971,10/21/19 05:30:00 PM,8.15,17.88,,
5972,10/21/19 05:45:00 PM,7.80,17.88,,
5973,10/21/19 06:00:00 PM,7.94,17.88,,
5974,10/21/19 06:15:00 PM,7.75,17.98,,
5975,10/21/19 06:30:00 PM,7.72,18.04,,
