"Plot Title: 20568254"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568254, SEN S/N: 20568254)","Temp, °C (LGR S/N: 20568254, SEN S/N: 20568254)","Sensor Data Error (LGR S/N: 20568254)","Coupler Detached (LGR S/N: 20568254)","Coupler Attached (LGR S/N: 20568254)","Host Connected (LGR S/N: 20568254)","Stopped (LGR S/N: 20568254)","End Of File (LGR S/N: 20568254)"
1651,04/11/19 04:30:00 PM,10.27,13.42,,,,,,
1652,04/11/19 04:45:00 PM,10.25,13.42,,,,,,
1653,04/11/19 05:00:00 PM,10.26,13.44,,,,,,
1654,04/11/19 05:15:00 PM,10.25,13.44,,,,,,
1655,04/11/19 05:30:00 PM,10.24,13.44,,,,,,
1656,04/11/19 05:45:00 PM,10.23,13.46,,,,,,
1657,04/11/19 06:00:00 PM,10.22,13.46,,,,,,
1658,04/11/19 06:15:00 PM,10.19,13.46,,,,,,
1659,04/11/19 06:30:00 PM,10.20,13.46,,,,,,
1660,04/11/19 06:45:00 PM,10.21,13.48,,,,,,
1661,04/11/19 07:00:00 PM,10.19,13.50,,,,,,
1662,04/11/19 07:15:00 PM,10.19,13.52,,,,,,
1663,04/11/19 07:30:00 PM,10.17,13.52,,,,,,
1664,04/11/19 07:45:00 PM,10.12,13.54,,,,,,
1665,04/11/19 08:00:00 PM,10.15,13.54,,,,,,
1666,04/11/19 08:15:00 PM,10.16,13.56,,,,,,
1667,04/11/19 08:30:00 PM,10.15,13.56,,,,,,
1668,04/11/19 08:45:00 PM,10.12,13.56,,,,,,
1669,04/11/19 09:00:00 PM,10.17,13.58,,,,,,
1670,04/11/19 09:15:00 PM,10.17,13.58,,,,,,
1671,04/11/19 09:30:00 PM,10.15,13.58,,,,,,
1672,04/11/19 09:45:00 PM,10.16,13.58,,,,,,
1673,04/11/19 10:00:00 PM,10.09,13.58,,,,,,
1674,04/11/19 10:15:00 PM,10.14,13.58,,,,,,
1675,04/11/19 10:30:00 PM,10.11,13.58,,,,,,
1676,04/11/19 10:45:00 PM,10.12,13.58,,,,,,
1677,04/11/19 11:00:00 PM,10.13,13.56,,,,,,
1678,04/11/19 11:15:00 PM,10.12,13.56,,,,,,
1679,04/11/19 11:30:00 PM,10.12,13.54,,,,,,
1680,04/11/19 11:45:00 PM,10.11,13.54,,,,,,
1681,04/12/19 12:00:00 AM,10.10,13.52,,,,,,
1682,04/12/19 12:15:00 AM,10.09,13.50,,,,,,
1683,04/12/19 12:30:00 AM,10.07,13.50,,,,,,
1684,04/12/19 12:45:00 AM,10.07,13.48,,,,,,
1685,04/12/19 01:00:00 AM,10.07,13.46,,,,,,
1686,04/12/19 01:15:00 AM,10.04,13.44,,,,,,
1687,04/12/19 01:30:00 AM,10.05,13.42,,,,,,
1688,04/12/19 01:45:00 AM,10.03,13.40,,,,,,
1689,04/12/19 02:00:00 AM,10.02,13.38,,,,,,
1690,04/12/19 02:15:00 AM,10.03,13.36,,,,,,
1691,04/12/19 02:30:00 AM,10.01,13.34,,,,,,
1692,04/12/19 02:45:00 AM,9.99,13.34,,,,,,
1693,04/12/19 03:00:00 AM,9.99,13.32,,,,,,
1694,04/12/19 03:15:00 AM,10.00,13.32,,,,,,
1695,04/12/19 03:30:00 AM,10.00,13.30,,,,,,
1696,04/12/19 03:45:00 AM,9.99,13.28,,,,,,
1697,04/12/19 04:00:00 AM,9.99,13.28,,,,,,
1698,04/12/19 04:15:00 AM,9.98,13.26,,,,,,
1699,04/12/19 04:30:00 AM,9.98,13.26,,,,,,
1700,04/12/19 04:45:00 AM,9.99,13.24,,,,,,
1701,04/12/19 05:00:00 AM,9.98,13.24,,,,,,
1702,04/12/19 05:15:00 AM,9.95,13.22,,,,,,
1703,04/12/19 05:30:00 AM,9.96,13.22,,,,,,
1704,04/12/19 05:45:00 AM,9.97,13.20,,,,,,
1705,04/12/19 06:00:00 AM,9.98,13.16,,,,,,
1706,04/12/19 06:15:00 AM,9.98,13.16,,,,,,
1707,04/12/19 06:30:00 AM,9.98,13.14,,,,,,
1708,04/12/19 06:45:00 AM,9.98,13.12,,,,,,
1709,04/12/19 07:00:00 AM,9.99,13.10,,,,,,
1710,04/12/19 07:15:00 AM,9.98,13.08,,,,,,
1711,04/12/19 07:30:00 AM,9.99,13.06,,,,,,
1712,04/12/19 07:45:00 AM,9.99,13.06,,,,,,
1713,04/12/19 08:00:00 AM,9.99,13.04,,,,,,
1714,04/12/19 08:15:00 AM,10.00,13.04,,,,,,
1715,04/12/19 08:30:00 AM,10.01,13.02,,,,,,
1716,04/12/19 08:45:00 AM,10.01,13.02,,,,,,
1717,04/12/19 09:00:00 AM,10.01,13.02,,,,,,
1718,04/12/19 09:15:00 AM,10.03,13.02,,,,,,
1719,04/12/19 09:30:00 AM,10.02,13.02,,,,,,
1720,04/12/19 09:45:00 AM,10.02,13.00,,,,,,
1721,04/12/19 10:00:00 AM,10.05,13.00,,,,,,
1722,04/12/19 10:15:00 AM,10.03,13.00,,,,,,
1723,04/12/19 10:30:00 AM,10.04,13.00,,,,,,
1724,04/12/19 10:45:00 AM,10.07,13.00,,,,,,
1725,04/12/19 11:00:00 AM,10.05,13.00,,,,,,
1726,04/12/19 11:15:00 AM,10.05,13.02,,,,,,
1727,04/12/19 11:30:00 AM,10.05,13.02,,,,,,
1728,04/12/19 11:45:00 AM,10.05,13.04,,,,,,
1729,04/12/19 12:00:00 PM,10.08,13.04,,,,,,
1730,04/12/19 12:15:00 PM,10.08,13.06,,,,,,
1731,04/12/19 12:30:00 PM,10.07,13.06,,,,,,
1732,04/12/19 12:45:00 PM,10.05,13.08,,,,,,
1733,04/12/19 01:00:00 PM,10.08,13.10,,,,,,
1734,04/12/19 01:15:00 PM,10.09,13.14,,,,,,
1735,04/12/19 01:30:00 PM,10.08,13.14,,,,,,
1736,04/12/19 01:45:00 PM,10.10,13.18,,,,,,
1737,04/12/19 02:00:00 PM,10.09,13.20,,,,,,
1738,04/12/19 02:15:00 PM,10.11,13.24,,,,,,
1739,04/12/19 02:30:00 PM,10.11,13.26,,,,,,
1740,04/12/19 02:45:00 PM,10.10,13.30,,,,,,
1741,04/12/19 03:00:00 PM,10.10,13.34,,,,,,
1742,04/12/19 03:15:00 PM,10.08,13.36,,,,,,
1743,04/12/19 03:30:00 PM,10.09,13.40,,,,,,
1744,04/12/19 03:45:00 PM,10.08,13.44,,,,,,
1745,04/12/19 04:00:00 PM,10.09,13.46,,,,,,
1746,04/12/19 04:15:00 PM,10.08,13.48,,,,,,
1747,04/12/19 04:30:00 PM,10.10,13.50,,,,,,
1748,04/12/19 04:45:00 PM,10.07,13.54,,,,,,
1749,04/12/19 05:00:00 PM,10.09,13.56,,,,,,
1750,04/12/19 05:15:00 PM,10.10,13.58,,,,,,
1751,04/12/19 05:30:00 PM,10.09,13.60,,,,,,
1752,04/12/19 05:45:00 PM,10.09,13.62,,,,,,
1753,04/12/19 06:00:00 PM,10.09,13.64,,,,,,
1754,04/12/19 06:15:00 PM,10.07,13.66,,,,,,
1755,04/12/19 06:30:00 PM,10.05,13.68,,,,,,
1756,04/12/19 06:45:00 PM,10.08,13.70,,,,,,
1757,04/12/19 07:00:00 PM,10.08,13.72,,,,,,
1758,04/12/19 07:15:00 PM,10.09,13.72,,,,,,
1759,04/12/19 07:30:00 PM,10.09,13.72,,,,,,
1760,04/12/19 07:45:00 PM,10.09,13.74,,,,,,
1761,04/12/19 08:00:00 PM,10.09,13.74,,,,,,
1762,04/12/19 08:15:00 PM,10.09,13.74,,,,,,
1763,04/12/19 08:30:00 PM,10.08,13.76,,,,,,
1764,04/12/19 08:45:00 PM,10.10,13.76,,,,,,
1765,04/12/19 09:00:00 PM,10.10,13.76,,,,,,
1766,04/12/19 09:15:00 PM,10.08,13.76,,,,,,
1767,04/12/19 09:30:00 PM,10.09,13.76,,,,,,
1768,04/12/19 09:45:00 PM,10.10,13.74,,,,,,
1769,04/12/19 10:00:00 PM,10.10,13.74,,,,,,
1770,04/12/19 10:15:00 PM,10.11,13.74,,,,,,
1771,04/12/19 10:30:00 PM,10.11,13.72,,,,,,
1772,04/12/19 10:45:00 PM,10.09,13.72,,,,,,
1773,04/12/19 11:00:00 PM,10.08,13.70,,,,,,
1774,04/12/19 11:15:00 PM,10.10,13.70,,,,,,
1775,04/12/19 11:30:00 PM,10.09,13.68,,,,,,
1776,04/12/19 11:45:00 PM,10.09,13.66,,,,,,
1777,04/13/19 12:00:00 AM,10.07,13.66,,,,,,
1778,04/13/19 12:15:00 AM,10.08,13.64,,,,,,
1779,04/13/19 12:30:00 AM,10.09,13.62,,,,,,
1780,04/13/19 12:45:00 AM,10.08,13.60,,,,,,
1781,04/13/19 01:00:00 AM,10.08,13.58,,,,,,
1782,04/13/19 01:15:00 AM,10.07,13.58,,,,,,
1783,04/13/19 01:30:00 AM,10.05,13.56,,,,,,
1784,04/13/19 01:45:00 AM,10.07,13.54,,,,,,
1785,04/13/19 02:00:00 AM,10.05,13.52,,,,,,
1786,04/13/19 02:15:00 AM,10.07,13.50,,,,,,
1787,04/13/19 02:30:00 AM,10.05,13.50,,,,,,
1788,04/13/19 02:45:00 AM,10.08,13.48,,,,,,
1789,04/13/19 03:00:00 AM,10.05,13.46,,,,,,
1790,04/13/19 03:15:00 AM,10.07,13.46,,,,,,
1791,04/13/19 03:30:00 AM,10.07,13.44,,,,,,
1792,04/13/19 03:45:00 AM,10.02,13.44,,,,,,
1793,04/13/19 04:00:00 AM,10.02,13.44,,,,,,
1794,04/13/19 04:15:00 AM,10.02,13.42,,,,,,
1795,04/13/19 04:30:00 AM,10.02,13.42,,,,,,
1796,04/13/19 04:45:00 AM,10.01,13.40,,,,,,
1797,04/13/19 05:00:00 AM,10.02,13.40,,,,,,
1798,04/13/19 05:15:00 AM,10.00,13.38,,,,,,
1799,04/13/19 05:30:00 AM,10.00,13.38,,,,,,
1800,04/13/19 05:45:00 AM,10.00,13.36,,,,,,
1801,04/13/19 06:00:00 AM,10.00,13.36,,,,,,
1802,04/13/19 06:15:00 AM,9.99,13.36,,,,,,
1803,04/13/19 06:30:00 AM,9.99,13.34,,,,,,
1804,04/13/19 06:45:00 AM,9.99,13.34,,,,,,
1805,04/13/19 07:00:00 AM,9.99,13.34,,,,,,
1806,04/13/19 07:15:00 AM,9.98,13.34,,,,,,
1807,04/13/19 07:30:00 AM,9.98,13.34,,,,,,
1808,04/13/19 07:45:00 AM,9.97,13.36,,,,,,
1809,04/13/19 08:00:00 AM,9.98,13.36,,,,,,
1810,04/13/19 08:15:00 AM,9.97,13.36,,,,,,
1811,04/13/19 08:30:00 AM,9.97,13.36,,,,,,
1812,04/13/19 08:45:00 AM,9.98,13.36,,,,,,
1813,04/13/19 09:00:00 AM,9.98,13.38,,,,,,
1814,04/13/19 09:15:00 AM,9.98,13.38,,,,,,
1815,04/13/19 09:30:00 AM,9.97,13.40,,,,,,
1816,04/13/19 09:45:00 AM,9.97,13.40,,,,,,
1817,04/13/19 10:00:00 AM,9.96,13.42,,,,,,
1818,04/13/19 10:15:00 AM,9.95,13.44,,,,,,
1819,04/13/19 10:30:00 AM,9.96,13.44,,,,,,
1820,04/13/19 10:45:00 AM,9.97,13.46,,,,,,
1821,04/13/19 11:00:00 AM,9.95,13.48,,,,,,
1822,04/13/19 11:15:00 AM,9.95,13.48,,,,,,
1823,04/13/19 11:30:00 AM,9.96,13.50,,,,,,
1824,04/13/19 11:45:00 AM,9.94,13.52,,,,,,
1825,04/13/19 12:00:00 PM,9.96,13.54,,,,,,
1826,04/13/19 12:15:00 PM,9.94,13.56,,,,,,
1827,04/13/19 12:30:00 PM,9.95,13.56,,,,,,
1828,04/13/19 12:45:00 PM,9.94,13.60,,,,,,
1829,04/13/19 01:00:00 PM,9.94,13.62,,,,,,
1830,04/13/19 01:15:00 PM,9.94,13.64,,,,,,
1831,04/13/19 01:30:00 PM,9.94,13.66,,,,,,
1832,04/13/19 01:45:00 PM,9.95,13.70,,,,,,
1833,04/13/19 02:00:00 PM,9.93,13.74,,,,,,
1834,04/13/19 02:15:00 PM,9.95,13.76,,,,,,
1835,04/13/19 02:30:00 PM,9.92,13.78,,,,,,
1836,04/13/19 02:45:00 PM,9.93,13.82,,,,,,
1837,04/13/19 03:00:00 PM,9.92,13.84,,,,,,
1838,04/13/19 03:15:00 PM,9.94,13.86,,,,,,
1839,04/13/19 03:30:00 PM,9.92,13.88,,,,,,
1840,04/13/19 03:45:00 PM,9.90,13.90,,,,,,
1841,04/13/19 04:00:00 PM,9.91,13.92,,,,,,
1842,04/13/19 04:15:00 PM,9.92,13.94,,,,,,
1843,04/13/19 04:30:00 PM,9.89,13.98,,,,,,
1844,04/13/19 04:45:00 PM,9.91,14.02,,,,,,
1845,04/13/19 05:00:00 PM,9.90,14.02,,,,,,
1846,04/13/19 05:15:00 PM,9.89,14.06,,,,,,
1847,04/13/19 05:30:00 PM,9.89,14.08,,,,,,
1848,04/13/19 05:45:00 PM,9.87,14.10,,,,,,
1849,04/13/19 06:00:00 PM,9.89,14.12,,,,,,
1850,04/13/19 06:15:00 PM,9.87,14.12,,,,,,
1851,04/13/19 06:30:00 PM,9.88,14.14,,,,,,
1852,04/13/19 06:45:00 PM,9.88,14.16,,,,,,
1853,04/13/19 07:00:00 PM,9.88,14.18,,,,,,
1854,04/13/19 07:15:00 PM,9.85,14.18,,,,,,
1855,04/13/19 07:30:00 PM,9.87,14.20,,,,,,
1856,04/13/19 07:45:00 PM,9.86,14.20,,,,,,
1857,04/13/19 08:00:00 PM,9.85,14.22,,,,,,
1858,04/13/19 08:15:00 PM,9.85,14.22,,,,,,
1859,04/13/19 08:30:00 PM,9.87,14.22,,,,,,
1860,04/13/19 08:45:00 PM,9.89,14.22,,,,,,
1861,04/13/19 09:00:00 PM,9.87,14.22,,,,,,
1862,04/13/19 09:15:00 PM,9.89,14.22,,,,,,
1863,04/13/19 09:30:00 PM,9.87,14.20,,,,,,
1864,04/13/19 09:45:00 PM,9.87,14.20,,,,,,
1865,04/13/19 10:00:00 PM,9.86,14.18,,,,,,
1866,04/13/19 10:15:00 PM,9.85,14.18,,,,,,
1867,04/13/19 10:30:00 PM,9.86,14.16,,,,,,
1868,04/13/19 10:45:00 PM,9.84,14.14,,,,,,
1869,04/13/19 11:00:00 PM,9.85,14.12,,,,,,
1870,04/13/19 11:15:00 PM,9.84,14.12,,,,,,
1871,04/13/19 11:30:00 PM,9.85,14.08,,,,,,
1872,04/13/19 11:45:00 PM,9.84,14.08,,,,,,
1873,04/14/19 12:00:00 AM,9.84,14.04,,,,,,
1874,04/14/19 12:15:00 AM,9.83,14.02,,,,,,
1875,04/14/19 12:30:00 AM,9.83,14.02,,,,,,
1876,04/14/19 12:45:00 AM,9.83,14.00,,,,,,
1877,04/14/19 01:00:00 AM,9.84,13.98,,,,,,
1878,04/14/19 01:15:00 AM,9.83,13.96,,,,,,
1879,04/14/19 01:30:00 AM,9.84,13.94,,,,,,
1880,04/14/19 01:45:00 AM,9.83,13.92,,,,,,
1881,04/14/19 02:00:00 AM,9.82,13.90,,,,,,
1882,04/14/19 02:15:00 AM,9.83,13.88,,,,,,
1883,04/14/19 02:30:00 AM,9.83,13.86,,,,,,
1884,04/14/19 02:45:00 AM,9.83,13.84,,,,,,
1885,04/14/19 03:00:00 AM,9.82,13.84,,,,,,
1886,04/14/19 03:15:00 AM,9.82,13.82,,,,,,
1887,04/14/19 03:30:00 AM,9.82,13.80,,,,,,
1888,04/14/19 03:45:00 AM,9.83,13.78,,,,,,
1889,04/14/19 04:00:00 AM,9.83,13.76,,,,,,
1890,04/14/19 04:15:00 AM,9.83,13.74,,,,,,
1891,04/14/19 04:30:00 AM,9.83,13.74,,,,,,
1892,04/14/19 04:45:00 AM,9.85,13.72,,,,,,
1893,04/14/19 05:00:00 AM,9.85,13.70,,,,,,
1894,04/14/19 05:15:00 AM,9.85,13.70,,,,,,
1895,04/14/19 05:30:00 AM,9.84,13.68,,,,,,
1896,04/14/19 05:45:00 AM,9.85,13.68,,,,,,
1897,04/14/19 06:00:00 AM,9.84,13.66,,,,,,
1898,04/14/19 06:15:00 AM,9.85,13.64,,,,,,
1899,04/14/19 06:30:00 AM,9.86,13.62,,,,,,
1900,04/14/19 06:45:00 AM,9.86,13.62,,,,,,
1901,04/14/19 07:00:00 AM,9.86,13.62,,,,,,
1902,04/14/19 07:15:00 AM,9.86,13.60,,,,,,
1903,04/14/19 07:30:00 AM,9.87,13.60,,,,,,
1904,04/14/19 07:45:00 AM,9.87,13.60,,,,,,
1905,04/14/19 08:00:00 AM,9.87,13.62,,,,,,
1906,04/14/19 08:15:00 AM,9.89,13.62,,,,,,
1907,04/14/19 08:30:00 AM,9.89,13.62,,,,,,
1908,04/14/19 08:45:00 AM,9.88,13.62,,,,,,
1909,04/14/19 09:00:00 AM,9.92,13.62,,,,,,
1910,04/14/19 09:15:00 AM,9.89,13.64,,,,,,
1911,04/14/19 09:30:00 AM,9.89,13.64,,,,,,
1912,04/14/19 09:45:00 AM,9.92,13.66,,,,,,
1913,04/14/19 10:00:00 AM,9.90,13.66,,,,,,
1914,04/14/19 10:15:00 AM,9.90,13.68,,,,,,
1915,04/14/19 10:30:00 AM,9.91,13.70,,,,,,
1916,04/14/19 10:45:00 AM,9.93,13.72,,,,,,
1917,04/14/19 11:00:00 AM,9.90,13.74,,,,,,
1918,04/14/19 11:15:00 AM,9.94,13.76,,,,,,
1919,04/14/19 11:30:00 AM,9.97,13.76,,,,,,
1920,04/14/19 11:45:00 AM,9.93,13.78,,,,,,
1921,04/14/19 12:00:00 PM,9.94,13.82,,,,,,
1922,04/14/19 12:15:00 PM,9.93,13.84,,,,,,
1923,04/14/19 12:30:00 PM,9.94,13.84,,,,,,
1924,04/14/19 12:45:00 PM,9.94,13.86,,,,,,
1925,04/14/19 01:00:00 PM,9.95,13.90,,,,,,
1926,04/14/19 01:15:00 PM,9.96,13.90,,,,,,
1927,04/14/19 01:30:00 PM,9.97,13.92,,,,,,
1928,04/14/19 01:45:00 PM,9.97,13.92,,,,,,
1929,04/14/19 02:00:00 PM,9.96,13.92,,,,,,
1930,04/14/19 02:15:00 PM,9.98,13.94,,,,,,
1931,04/14/19 02:30:00 PM,9.97,13.96,,,,,,
1932,04/14/19 02:45:00 PM,9.99,13.98,,,,,,
1933,04/14/19 03:00:00 PM,9.99,13.98,,,,,,
1934,04/14/19 03:15:00 PM,9.99,14.00,,,,,,
1935,04/14/19 03:30:00 PM,10.00,14.00,,,,,,
1936,04/14/19 03:45:00 PM,9.99,14.04,,,,,,
1937,04/14/19 04:00:00 PM,9.99,14.08,,,,,,
1938,04/14/19 04:15:00 PM,9.97,14.10,,,,,,
1939,04/14/19 04:30:00 PM,9.97,14.12,,,,,,
1940,04/14/19 04:45:00 PM,9.97,14.14,,,,,,
1941,04/14/19 05:00:00 PM,9.95,14.16,,,,,,
1942,04/14/19 05:15:00 PM,9.95,14.18,,,,,,
1943,04/14/19 05:30:00 PM,9.96,14.20,,,,,,
1944,04/14/19 05:45:00 PM,9.96,14.22,,,,,,
1945,04/14/19 06:00:00 PM,9.97,14.24,,,,,,
1946,04/14/19 06:15:00 PM,9.96,14.26,,,,,,
1947,04/14/19 06:30:00 PM,9.97,14.28,,,,,,
1948,04/14/19 06:45:00 PM,9.96,14.28,,,,,,
1949,04/14/19 07:00:00 PM,9.96,14.30,,,,,,
1950,04/14/19 07:15:00 PM,9.94,14.30,,,,,,
1951,04/14/19 07:30:00 PM,9.96,14.30,,,,,,
1952,04/14/19 07:45:00 PM,9.94,14.32,,,,,,
1953,04/14/19 08:00:00 PM,9.93,14.32,,,,,,
1954,04/14/19 08:15:00 PM,9.95,14.32,,,,,,
1955,04/14/19 08:30:00 PM,9.93,14.32,,,,,,
1956,04/14/19 08:45:00 PM,9.94,14.32,,,,,,
1957,04/14/19 09:00:00 PM,9.94,14.32,,,,,,
1958,04/14/19 09:15:00 PM,9.91,14.32,,,,,,
1959,04/14/19 09:30:00 PM,9.91,14.30,,,,,,
1960,04/14/19 09:45:00 PM,9.92,14.28,,,,,,
1961,04/14/19 10:00:00 PM,9.91,14.26,,,,,,
1962,04/14/19 10:15:00 PM,9.93,14.24,,,,,,
1963,04/14/19 10:30:00 PM,9.93,14.22,,,,,,
1964,04/14/19 10:45:00 PM,9.92,14.18,,,,,,
1965,04/14/19 11:00:00 PM,9.92,14.16,,,,,,
1966,04/14/19 11:15:00 PM,9.91,14.14,,,,,,
1967,04/14/19 11:30:00 PM,9.94,14.12,,,,,,
1968,04/14/19 11:45:00 PM,9.92,14.08,,,,,,
1969,04/15/19 12:00:00 AM,9.94,14.06,,,,,,
1970,04/15/19 12:15:00 AM,9.93,14.06,,,,,,
1971,04/15/19 12:30:00 AM,9.92,14.04,,,,,,
1972,04/15/19 12:45:00 AM,9.90,14.02,,,,,,
1973,04/15/19 01:00:00 AM,9.91,14.00,,,,,,
1974,04/15/19 01:15:00 AM,9.92,14.00,,,,,,
1975,04/15/19 01:30:00 AM,9.91,13.98,,,,,,
1976,04/15/19 01:45:00 AM,9.91,13.96,,,,,,
1977,04/15/19 02:00:00 AM,9.90,13.94,,,,,,
1978,04/15/19 02:15:00 AM,9.92,13.92,,,,,,
1979,04/15/19 02:30:00 AM,9.92,13.90,,,,,,
1980,04/15/19 02:45:00 AM,9.91,13.88,,,,,,
1981,04/15/19 03:00:00 AM,9.92,13.86,,,,,,
1982,04/15/19 03:15:00 AM,9.92,13.84,,,,,,
1983,04/15/19 03:30:00 AM,9.92,13.84,,,,,,
1984,04/15/19 03:45:00 AM,9.92,13.82,,,,,,
1985,04/15/19 04:00:00 AM,9.93,13.80,,,,,,
1986,04/15/19 04:15:00 AM,9.93,13.78,,,,,,
1987,04/15/19 04:30:00 AM,9.92,13.76,,,,,,
1988,04/15/19 04:45:00 AM,9.93,13.72,,,,,,
1989,04/15/19 05:00:00 AM,9.93,13.72,,,,,,
1990,04/15/19 05:15:00 AM,9.93,13.70,,,,,,
1991,04/15/19 05:30:00 AM,9.93,13.66,,,,,,
1992,04/15/19 05:45:00 AM,9.93,13.64,,,,,,
1993,04/15/19 06:00:00 AM,9.94,13.62,,,,,,
1994,04/15/19 06:15:00 AM,9.93,13.60,,,,,,
1995,04/15/19 06:30:00 AM,9.93,13.58,,,,,,
1996,04/15/19 06:45:00 AM,9.95,13.56,,,,,,
1997,04/15/19 07:00:00 AM,9.93,13.54,,,,,,
1998,04/15/19 07:15:00 AM,9.95,13.52,,,,,,
1999,04/15/19 07:30:00 AM,9.95,13.50,,,,,,
2000,04/15/19 07:45:00 AM,9.94,13.50,,,,,,
2001,04/15/19 08:00:00 AM,9.93,13.48,,,,,,
2002,04/15/19 08:15:00 AM,9.95,13.46,,,,,,
2003,04/15/19 08:30:00 AM,9.93,13.46,,,,,,
2004,04/15/19 08:45:00 AM,9.94,13.46,,,,,,
2005,04/15/19 09:00:00 AM,9.95,13.46,,,,,,
2006,04/15/19 09:15:00 AM,9.95,13.46,,,,,,
2007,04/15/19 09:30:00 AM,9.94,13.46,,,,,,
2008,04/15/19 09:45:00 AM,9.94,13.46,,,,,,
2009,04/15/19 10:00:00 AM,9.94,13.46,,,,,,
2010,04/15/19 10:15:00 AM,9.93,13.46,,,,,,
2011,04/15/19 10:30:00 AM,9.91,13.46,,,,,,
2012,04/15/19 10:45:00 AM,9.93,13.46,,,,,,
2013,04/15/19 11:00:00 AM,9.94,13.46,,,,,,
2014,04/15/19 11:15:00 AM,9.94,13.46,,,,,,
2015,04/15/19 11:30:00 AM,9.93,13.46,,,,,,
2016,04/15/19 11:45:00 AM,9.94,13.46,,,,,,
2017,04/15/19 12:00:00 PM,9.94,13.46,,,,,,
2018,04/15/19 12:15:00 PM,9.92,13.46,,,,,,
2019,04/15/19 12:30:00 PM,9.94,13.46,,,,,,
2020,04/15/19 12:45:00 PM,9.95,13.46,,,,,,
2021,04/15/19 01:00:00 PM,9.93,13.48,,,,,,
2022,04/15/19 01:15:00 PM,9.93,13.48,,,,,,
2023,04/15/19 01:30:00 PM,9.92,13.50,,,,,,
2024,04/15/19 01:45:00 PM,9.93,13.50,,,,,,
2025,04/15/19 02:00:00 PM,9.91,13.50,,,,,,
2026,04/15/19 02:15:00 PM,9.94,13.50,,,,,,
2027,04/15/19 02:30:00 PM,9.88,13.50,,,,,,
2028,04/15/19 02:45:00 PM,9.93,13.50,,,,,,
2029,04/15/19 03:00:00 PM,9.92,13.50,,,,,,
2030,04/15/19 03:15:00 PM,9.94,13.50,,,,,,
2031,04/15/19 03:30:00 PM,9.95,13.48,,,,,,
2032,04/15/19 03:45:00 PM,9.94,13.48,,,,,,
2033,04/15/19 04:00:00 PM,9.95,13.48,,,,,,
2034,04/15/19 04:15:00 PM,9.96,13.46,,,,,,
2035,04/15/19 04:30:00 PM,9.94,13.46,,,,,,
2036,04/15/19 04:45:00 PM,9.95,13.46,,,,,,
2037,04/15/19 05:00:00 PM,9.95,13.44,,,,,,
2038,04/15/19 05:15:00 PM,9.94,13.44,,,,,,
2039,04/15/19 05:30:00 PM,9.95,13.44,,,,,,
2040,04/15/19 05:45:00 PM,9.88,13.44,,,,,,
2041,04/15/19 06:00:00 PM,9.94,13.42,,,,,,
2042,04/15/19 06:15:00 PM,9.92,13.42,,,,,,
2043,04/15/19 06:30:00 PM,9.92,13.42,,,,,,
2044,04/15/19 06:45:00 PM,9.95,13.40,,,,,,
2045,04/15/19 07:00:00 PM,9.95,13.38,,,,,,
2046,04/15/19 07:15:00 PM,9.91,13.38,,,,,,
2047,04/15/19 07:30:00 PM,9.95,13.36,,,,,,
2048,04/15/19 07:45:00 PM,9.89,13.36,,,,,,
2049,04/15/19 08:00:00 PM,9.93,13.34,,,,,,
2050,04/15/19 08:15:00 PM,9.99,13.34,,,,,,
2051,04/15/19 08:30:00 PM,10.01,13.32,,,,,,
2052,04/15/19 08:45:00 PM,10.00,13.30,,,,,,
2053,04/15/19 09:00:00 PM,9.99,13.28,,,,,,
2054,04/15/19 09:15:00 PM,9.98,13.26,,,,,,
2055,04/15/19 09:30:00 PM,10.01,13.26,,,,,,
2056,04/15/19 09:45:00 PM,9.98,13.24,,,,,,
2057,04/15/19 10:00:00 PM,9.99,13.24,,,,,,
2058,04/15/19 10:15:00 PM,9.97,13.22,,,,,,
2059,04/15/19 10:30:00 PM,9.99,13.20,,,,,,
2060,04/15/19 10:45:00 PM,10.01,13.18,,,,,,
2061,04/15/19 11:00:00 PM,10.01,13.16,,,,,,
2062,04/15/19 11:15:00 PM,10.01,13.14,,,,,,
2063,04/15/19 11:30:00 PM,10.01,13.14,,,,,,
2064,04/15/19 11:45:00 PM,10.01,13.12,,,,,,
2065,04/16/19 12:00:00 AM,10.02,13.10,,,,,,
2066,04/16/19 12:15:00 AM,10.02,13.08,,,,,,
2067,04/16/19 12:30:00 AM,10.02,13.08,,,,,,
2068,04/16/19 12:45:00 AM,10.02,13.06,,,,,,
2069,04/16/19 01:00:00 AM,10.01,13.04,,,,,,
2070,04/16/19 01:15:00 AM,10.01,13.04,,,,,,
2071,04/16/19 01:30:00 AM,10.02,13.02,,,,,,
2072,04/16/19 01:45:00 AM,10.02,13.00,,,,,,
2073,04/16/19 02:00:00 AM,9.99,13.00,,,,,,
2074,04/16/19 02:15:00 AM,10.01,12.98,,,,,,
2075,04/16/19 02:30:00 AM,10.01,12.98,,,,,,
2076,04/16/19 02:45:00 AM,10.02,12.96,,,,,,
2077,04/16/19 03:00:00 AM,10.02,12.96,,,,,,
2078,04/16/19 03:15:00 AM,10.00,12.94,,,,,,
2079,04/16/19 03:30:00 AM,10.01,12.92,,,,,,
2080,04/16/19 03:45:00 AM,10.01,12.92,,,,,,
