"Plot Title: 20568278"
"#","Date Time, GMT-07:00","DO conc, mg/L","Temp, °C","Coupler Attached","Coupler Detached","Host Connected","Stopped","End Of File"
3611,05/04/19 02:30:00 AM,6.35,19.38,,,,,
3612,05/04/19 02:45:00 AM,6.49,19.48,,,,,
3613,05/04/19 03:00:00 AM,6.52,19.80,,,,,
3614,05/04/19 03:15:00 AM,6.49,20.12,,,,,
3615,05/04/19 03:30:00 AM,6.38,20.18,,,,,
3616,05/04/19 03:45:00 AM,6.27,20.10,,,,,
3617,05/04/19 04:00:00 AM,6.20,20.04,,,,,
3618,05/04/19 04:15:00 AM,6.17,19.98,,,,,
3619,05/04/19 04:30:00 AM,6.15,19.96,,,,,
3620,05/04/19 04:45:00 AM,6.14,19.94,,,,,
3621,05/04/19 05:00:00 AM,6.11,19.88,,,,,
3622,05/04/19 05:15:00 AM,6.09,19.84,,,,,
3623,05/04/19 05:30:00 AM,5.99,19.76,,,,,
3624,05/04/19 05:45:00 AM,5.68,19.60,,,,,
3625,05/04/19 06:00:00 AM,5.48,19.42,,,,,
3626,05/04/19 06:15:00 AM,5.54,19.30,,,,,
3627,05/04/19 06:30:00 AM,5.56,19.16,,,,,
3628,05/04/19 06:45:00 AM,5.45,18.84,,,,,
3629,05/04/19 07:00:00 AM,5.24,18.56,,,,,
3630,05/04/19 07:15:00 AM,5.11,18.10,,,,,
3631,05/04/19 07:30:00 AM,5.09,17.44,,,,,
3632,05/04/19 07:45:00 AM,4.85,17.22,,,,,
3633,05/04/19 08:00:00 AM,5.00,17.18,,,,,
3634,05/04/19 08:15:00 AM,5.22,17.06,,,,,
3635,05/04/19 08:30:00 AM,5.33,17.02,,,,,
3636,05/04/19 08:45:00 AM,5.36,17.04,,,,,
3637,05/04/19 09:00:00 AM,5.49,17.12,,,,,
3638,05/04/19 09:15:00 AM,5.69,17.22,,,,,
3639,05/04/19 09:30:00 AM,5.92,17.34,,,,,
3640,05/04/19 09:45:00 AM,6.03,17.52,,,,,
3641,05/04/19 10:00:00 AM,6.36,17.74,,,,,
3642,05/04/19 10:15:00 AM,6.71,17.98,,,,,
3643,05/04/19 10:30:00 AM,6.96,18.26,,,,,
3644,05/04/19 10:45:00 AM,7.31,18.64,,,,,
3645,05/04/19 11:00:00 AM,7.92,18.94,,,,,
3646,05/04/19 11:15:00 AM,9.01,19.18,,,,,
3647,05/04/19 11:30:00 AM,8.72,19.90,,,,,
3648,05/04/19 11:45:00 AM,8.62,20.62,,,,,
3649,05/04/19 12:00:00 PM,8.61,21.00,,,,,
3650,05/04/19 12:15:00 PM,8.68,21.54,,,,,
3651,05/04/19 12:30:00 PM,8.72,22.04,,,,,
3652,05/04/19 12:45:00 PM,8.60,22.82,,,,,
3653,05/04/19 01:00:00 PM,8.49,23.68,,,,,
3654,05/04/19 01:15:00 PM,8.35,24.68,,,,,
3655,05/04/19 01:30:00 PM,8.19,25.70,,,,,
3656,05/04/19 01:45:00 PM,8.24,26.50,,,,,
3657,05/04/19 02:00:00 PM,8.10,27.34,,,,,
3658,05/04/19 02:15:00 PM,8.09,27.94,,,,,
3659,05/04/19 02:30:00 PM,7.43,28.14,,,,,
3660,05/04/19 02:45:00 PM,7.20,26.26,,,,,
3661,05/04/19 03:00:00 PM,7.53,23.80,,,,,
3662,05/04/19 03:15:00 PM,7.82,22.60,,,,,
3663,05/04/19 03:30:00 PM,7.98,22.02,,,,,
3664,05/04/19 03:45:00 PM,8.03,21.82,,,,,
3665,05/04/19 04:00:00 PM,8.07,21.76,,,,,
3666,05/04/19 04:15:00 PM,8.28,21.76,,,,,
3667,05/04/19 04:30:00 PM,8.33,21.74,,,,,
3668,05/04/19 04:45:00 PM,8.47,21.78,,,,,
3669,05/04/19 05:00:00 PM,8.26,21.66,,,,,
3670,05/04/19 05:15:00 PM,7.55,21.36,,,,,
3671,05/04/19 05:30:00 PM,7.18,21.08,,,,,
3672,05/04/19 05:45:00 PM,6.89,20.82,,,,,
3673,05/04/19 06:00:00 PM,6.76,20.62,,,,,
3674,05/04/19 06:15:00 PM,6.66,20.50,,,,,
3675,05/04/19 06:30:00 PM,6.62,20.42,,,,,
3676,05/04/19 06:45:00 PM,6.59,20.36,,,,,
3677,05/04/19 07:00:00 PM,6.61,20.34,,,,,
3678,05/04/19 07:15:00 PM,6.58,20.28,,,,,
3679,05/04/19 07:30:00 PM,6.44,20.18,,,,,
3680,05/04/19 07:45:00 PM,6.08,20.08,,,,,
3681,05/04/19 08:00:00 PM,5.86,20.00,,,,,
3682,05/04/19 08:15:00 PM,5.71,19.90,,,,,
3683,05/04/19 08:30:00 PM,5.69,19.86,,,,,
3684,05/04/19 08:45:00 PM,5.63,19.90,,,,,
3685,05/04/19 09:00:00 PM,5.73,19.92,,,,,
3686,05/04/19 09:15:00 PM,5.77,19.86,,,,,
3687,05/04/19 09:30:00 PM,5.72,19.76,,,,,
3688,05/04/19 09:45:00 PM,5.66,19.68,,,,,
3689,05/04/19 10:00:00 PM,5.56,19.60,,,,,
3690,05/04/19 10:15:00 PM,5.32,19.52,,,,,
3691,05/04/19 10:30:00 PM,5.09,19.40,,,,,
3692,05/04/19 10:45:00 PM,4.93,19.28,,,,,
3693,05/04/19 11:00:00 PM,4.75,19.10,,,,,
3694,05/04/19 11:15:00 PM,4.56,18.84,,,,,
3695,05/04/19 11:30:00 PM,4.36,18.46,,,,,
3696,05/04/19 11:45:00 PM,4.24,17.92,,,,,
3697,05/05/19 12:00:00 AM,4.17,17.32,,,,,
3698,05/05/19 12:15:00 AM,4.14,16.72,,,,,
3699,05/05/19 12:30:00 AM,4.10,16.36,,,,,
3700,05/05/19 12:45:00 AM,4.16,16.48,,,,,
3701,05/05/19 01:00:00 AM,3.96,16.74,,,,,
3702,05/05/19 01:15:00 AM,5.36,17.34,,,,,
3703,05/05/19 01:30:00 AM,5.75,17.88,,,,,
3704,05/05/19 01:45:00 AM,6.06,18.10,,,,,
3705,05/05/19 02:00:00 AM,6.24,18.24,,,,,
3706,05/05/19 02:15:00 AM,6.31,18.32,,,,,
3707,05/05/19 02:30:00 AM,6.48,18.40,,,,,
3708,05/05/19 02:45:00 AM,6.60,18.56,,,,,
3709,05/05/19 03:00:00 AM,6.70,18.70,,,,,
3710,05/05/19 03:15:00 AM,6.87,19.10,,,,,
3711,05/05/19 03:30:00 AM,6.80,19.42,,,,,
3712,05/05/19 03:45:00 AM,6.69,19.48,,,,,
3713,05/05/19 04:00:00 AM,6.67,19.44,,,,,
3714,05/05/19 04:15:00 AM,6.66,19.40,,,,,
3715,05/05/19 04:30:00 AM,6.67,19.36,,,,,
3716,05/05/19 04:45:00 AM,6.67,19.30,,,,,
3717,05/05/19 05:00:00 AM,6.65,19.22,,,,,
3718,05/05/19 05:15:00 AM,6.69,19.20,,,,,
3719,05/05/19 05:30:00 AM,6.40,19.06,,,,,
3720,05/05/19 05:45:00 AM,5.92,18.70,,,,,
3721,05/05/19 06:00:00 AM,5.75,18.10,,,,,
3722,05/05/19 06:15:00 AM,5.77,17.20,,,,,
3723,05/05/19 06:30:00 AM,5.64,16.88,,,,,
3724,05/05/19 06:45:00 AM,5.17,16.70,,,,,
3725,05/05/19 07:00:00 AM,5.02,16.42,,,,,
3726,05/05/19 07:15:00 AM,4.95,16.18,,,,,
3727,05/05/19 07:30:00 AM,5.01,16.10,,,,,
3728,05/05/19 07:45:00 AM,5.07,16.08,,,,,
3729,05/05/19 08:00:00 AM,5.11,16.24,,,,,
3730,05/05/19 08:15:00 AM,5.28,16.46,,,,,
3731,05/05/19 08:30:00 AM,5.60,16.64,,,,,
3732,05/05/19 08:45:00 AM,5.29,16.72,,,,,
3733,05/05/19 09:00:00 AM,5.13,16.82,,,,,
3734,05/05/19 09:15:00 AM,5.19,16.88,,,,,
3735,05/05/19 09:30:00 AM,5.35,16.84,,,,,
3736,05/05/19 09:45:00 AM,5.62,16.90,,,,,
3737,05/05/19 10:00:00 AM,5.81,17.02,,,,,
3738,05/05/19 10:15:00 AM,6.09,17.18,,,,,
3739,05/05/19 10:30:00 AM,6.16,17.38,,,,,
3740,05/05/19 10:45:00 AM,6.51,17.58,,,,,
3741,05/05/19 11:00:00 AM,6.90,17.82,,,,,
3742,05/05/19 11:15:00 AM,7.33,18.08,,,,,
3743,05/05/19 11:30:00 AM,7.77,18.36,,,,,
3744,05/05/19 11:45:00 AM,8.21,18.64,,,,,
3745,05/05/19 12:00:00 PM,8.64,18.84,,,,,
3746,05/05/19 12:15:00 PM,9.52,18.42,,,,,
3747,05/05/19 12:30:00 PM,9.39,17.90,,,,,
3748,05/05/19 12:45:00 PM,9.07,18.32,,,,,
3749,05/05/19 01:00:00 PM,8.83,19.16,,,,,
3750,05/05/19 01:15:00 PM,8.79,19.76,,,,,
3751,05/05/19 01:30:00 PM,8.87,20.32,,,,,
3752,05/05/19 01:45:00 PM,8.84,20.98,,,,,
3753,05/05/19 02:00:00 PM,8.78,21.46,,,,,
3754,05/05/19 02:15:00 PM,8.73,22.14,,,,,
3755,05/05/19 02:30:00 PM,8.69,22.48,,,,,
3756,05/05/19 02:45:00 PM,8.63,22.78,,,,,
3757,05/05/19 03:00:00 PM,8.88,22.84,,,,,
3758,05/05/19 03:15:00 PM,8.24,21.36,,,,,
3759,05/05/19 03:30:00 PM,8.31,20.34,,,,,
3760,05/05/19 03:45:00 PM,8.40,19.88,,,,,
3761,05/05/19 04:00:00 PM,8.40,19.64,,,,,
3762,05/05/19 04:15:00 PM,8.42,19.56,,,,,
3763,05/05/19 04:30:00 PM,8.20,19.48,,,,,
3764,05/05/19 04:45:00 PM,8.16,19.38,,,,,
3765,05/05/19 05:00:00 PM,8.19,19.26,,,,,
3766,05/05/19 05:15:00 PM,8.54,19.40,,,,,
3767,05/05/19 05:30:00 PM,8.58,19.56,,,,,
3768,05/05/19 05:45:00 PM,8.32,19.58,,,,,
3769,05/05/19 06:00:00 PM,8.01,19.52,,,,,
3770,05/05/19 06:15:00 PM,7.79,19.44,,,,,
3771,05/05/19 06:30:00 PM,7.77,19.38,,,,,
3772,05/05/19 06:45:00 PM,7.78,19.36,,,,,
3773,05/05/19 07:00:00 PM,7.86,19.32,,,,,
3774,05/05/19 07:15:00 PM,7.90,19.30,,,,,
3775,05/05/19 07:30:00 PM,7.93,19.26,,,,,
3776,05/05/19 07:45:00 PM,7.95,19.20,,,,,
3777,05/05/19 08:00:00 PM,7.87,19.12,,,,,
3778,05/05/19 08:15:00 PM,7.68,19.02,,,,,
3779,05/05/19 08:30:00 PM,7.04,18.86,,,,,
3780,05/05/19 08:45:00 PM,6.79,18.68,,,,,
3781,05/05/19 09:00:00 PM,6.60,18.56,,,,,
3782,05/05/19 09:15:00 PM,6.28,18.40,,,,,
3783,05/05/19 09:30:00 PM,6.63,18.30,,,,,
3784,05/05/19 09:45:00 PM,6.56,18.28,,,,,
3785,05/05/19 10:00:00 PM,6.53,18.16,,,,,
3786,05/05/19 10:15:00 PM,6.45,18.00,,,,,
3787,05/05/19 10:30:00 PM,6.43,17.86,,,,,
3788,05/05/19 10:45:00 PM,6.39,17.76,,,,,
3789,05/05/19 11:00:00 PM,6.42,17.66,,,,,
3790,05/05/19 11:15:00 PM,6.32,17.56,,,,,
3791,05/05/19 11:30:00 PM,6.23,17.50,,,,,
3792,05/05/19 11:45:00 PM,6.02,17.42,,,,,
3793,05/06/19 12:00:00 AM,5.76,17.32,,,,,
3794,05/06/19 12:15:00 AM,5.45,17.26,,,,,
3795,05/06/19 12:30:00 AM,5.09,17.18,,,,,
3796,05/06/19 12:45:00 AM,5.05,17.12,,,,,
3797,05/06/19 01:00:00 AM,4.54,17.02,,,,,
3798,05/06/19 01:15:00 AM,5.03,16.92,,,,,
3799,05/06/19 01:30:00 AM,5.04,16.78,,,,,
3800,05/06/19 01:45:00 AM,5.17,16.66,,,,,
3801,05/06/19 02:00:00 AM,5.80,16.64,,,,,
3802,05/06/19 02:15:00 AM,6.22,16.74,,,,,
3803,05/06/19 02:30:00 AM,6.64,16.82,,,,,
3804,05/06/19 02:45:00 AM,6.93,16.94,,,,,
3805,05/06/19 03:00:00 AM,7.02,17.10,,,,,
3806,05/06/19 03:15:00 AM,7.02,17.24,,,,,
3807,05/06/19 03:30:00 AM,7.39,17.50,,,,,
3808,05/06/19 03:45:00 AM,7.45,17.94,,,,,
3809,05/06/19 04:00:00 AM,7.33,18.06,,,,,
3810,05/06/19 04:15:00 AM,7.30,18.06,,,,,
3811,05/06/19 04:30:00 AM,7.29,18.06,,,,,
3812,05/06/19 04:45:00 AM,7.32,18.02,,,,,
3813,05/06/19 05:00:00 AM,7.33,18.00,,,,,
3814,05/06/19 05:15:00 AM,7.36,17.98,,,,,
3815,05/06/19 05:30:00 AM,7.16,17.92,,,,,
3816,05/06/19 05:45:00 AM,6.69,17.78,,,,,
3817,05/06/19 06:00:00 AM,6.46,17.52,,,,,
3818,05/06/19 06:15:00 AM,6.15,16.96,,,,,
3819,05/06/19 06:30:00 AM,6.07,16.34,,,,,
3820,05/06/19 06:45:00 AM,5.88,16.12,,,,,
3821,05/06/19 07:00:00 AM,5.35,15.98,,,,,
3822,05/06/19 07:15:00 AM,5.21,15.74,,,,,
3823,05/06/19 07:30:00 AM,5.18,15.58,,,,,
3824,05/06/19 07:45:00 AM,5.24,15.44,,,,,
3825,05/06/19 08:00:00 AM,5.28,15.42,,,,,
3826,05/06/19 08:15:00 AM,5.29,15.48,,,,,
3827,05/06/19 08:30:00 AM,5.29,15.62,,,,,
3828,05/06/19 08:45:00 AM,5.43,15.86,,,,,
3829,05/06/19 09:00:00 AM,5.81,16.20,,,,,
3830,05/06/19 09:15:00 AM,5.79,16.32,,,,,
3831,05/06/19 09:30:00 AM,5.71,16.36,,,,,
3832,05/06/19 09:45:00 AM,5.72,16.42,,,,,
3833,05/06/19 10:00:00 AM,6.09,16.52,,,,,
3834,05/06/19 10:15:00 AM,6.12,16.60,,,,,
3835,05/06/19 10:30:00 AM,6.30,16.74,,,,,
3836,05/06/19 10:45:00 AM,6.56,16.92,,,,,
3837,05/06/19 11:00:00 AM,6.70,17.14,,,,,
3838,05/06/19 11:15:00 AM,6.90,17.40,,,,,
3839,05/06/19 11:30:00 AM,7.35,17.66,,,,,
3840,05/06/19 11:45:00 AM,7.75,17.96,,,,,
3841,05/06/19 12:00:00 PM,7.96,18.30,,,,,
3842,05/06/19 12:15:00 PM,8.14,18.62,,,,,
3843,05/06/19 12:30:00 PM,8.76,18.80,,,,,
3844,05/06/19 12:45:00 PM,9.57,18.12,,,,,
3845,05/06/19 01:00:00 PM,9.21,18.20,,,,,
3846,05/06/19 01:15:00 PM,8.88,19.12,,,,,
3847,05/06/19 01:30:00 PM,8.70,19.78,,,,,
3848,05/06/19 01:45:00 PM,8.65,20.32,,,,,
3849,05/06/19 02:00:00 PM,8.65,20.98,,,,,
3850,05/06/19 02:15:00 PM,8.68,21.60,,,,,
3851,05/06/19 02:30:00 PM,8.71,21.82,,,,,
3852,05/06/19 02:45:00 PM,8.68,22.04,,,,,
3853,05/06/19 03:00:00 PM,8.70,22.34,,,,,
3854,05/06/19 03:15:00 PM,8.61,22.72,,,,,
3855,05/06/19 03:30:00 PM,8.57,22.80,,,,,
3856,05/06/19 03:45:00 PM,8.49,22.98,,,,,
3857,05/06/19 04:00:00 PM,8.37,22.42,,,,,
3858,05/06/19 04:15:00 PM,8.28,20.80,,,,,
3859,05/06/19 04:30:00 PM,8.35,20.02,,,,,
3860,05/06/19 04:45:00 PM,8.51,19.60,,,,,
3861,05/06/19 05:00:00 PM,8.51,19.34,,,,,
3862,05/06/19 05:15:00 PM,8.38,19.18,,,,,
3863,05/06/19 05:30:00 PM,8.31,19.06,,,,,
3864,05/06/19 05:45:00 PM,8.18,18.96,,,,,
3865,05/06/19 06:00:00 PM,8.31,18.94,,,,,
3866,05/06/19 06:15:00 PM,8.67,19.02,,,,,
3867,05/06/19 06:30:00 PM,8.66,19.04,,,,,
3868,05/06/19 06:45:00 PM,8.45,19.00,,,,,
3869,05/06/19 07:00:00 PM,8.07,18.92,,,,,
3870,05/06/19 07:15:00 PM,7.76,18.80,,,,,
3871,05/06/19 07:30:00 PM,7.59,18.66,,,,,
3872,05/06/19 07:45:00 PM,7.53,18.58,,,,,
3873,05/06/19 08:00:00 PM,7.51,18.54,,,,,
3874,05/06/19 08:15:00 PM,7.49,18.50,,,,,
3875,05/06/19 08:30:00 PM,7.45,18.46,,,,,
3876,05/06/19 08:45:00 PM,7.13,18.40,,,,,
3877,05/06/19 09:00:00 PM,7.19,18.32,,,,,
3878,05/06/19 09:15:00 PM,6.92,18.16,,,,,
3879,05/06/19 09:30:00 PM,6.66,18.04,,,,,
3880,05/06/19 09:45:00 PM,6.44,17.90,,,,,
3881,05/06/19 10:00:00 PM,6.32,17.80,,,,,
3882,05/06/19 10:15:00 PM,6.46,17.68,,,,,
3883,05/06/19 10:30:00 PM,6.39,17.62,,,,,
3884,05/06/19 10:45:00 PM,6.16,17.54,,,,,
3885,05/06/19 11:00:00 PM,6.10,17.46,,,,,
3886,05/06/19 11:15:00 PM,6.19,17.38,,,,,
3887,05/06/19 11:30:00 PM,6.15,17.30,,,,,
3888,05/06/19 11:45:00 PM,6.03,17.24,,,,,
3889,05/07/19 12:00:00 AM,5.88,17.18,,,,,
3890,05/07/19 12:15:00 AM,5.71,17.14,,,,,
3891,05/07/19 12:30:00 AM,5.42,17.06,,,,,
3892,05/07/19 12:45:00 AM,5.18,17.00,,,,,
3893,05/07/19 01:00:00 AM,5.01,16.94,,,,,
3894,05/07/19 01:15:00 AM,4.76,16.86,,,,,
3895,05/07/19 01:30:00 AM,4.35,16.80,,,,,
3896,05/07/19 01:45:00 AM,4.38,16.70,,,,,
3897,05/07/19 02:00:00 AM,4.63,16.62,,,,,
3898,05/07/19 02:15:00 AM,4.53,16.56,,,,,
3899,05/07/19 02:30:00 AM,5.25,16.62,,,,,
3900,05/07/19 02:45:00 AM,5.91,16.80,,,,,
3901,05/07/19 03:00:00 AM,6.38,16.88,,,,,
3902,05/07/19 03:15:00 AM,6.62,16.94,,,,,
3903,05/07/19 03:30:00 AM,6.75,17.02,,,,,
3904,05/07/19 03:45:00 AM,6.84,17.14,,,,,
3905,05/07/19 04:00:00 AM,6.94,17.22,,,,,
3906,05/07/19 04:15:00 AM,7.24,17.48,,,,,
3907,05/07/19 04:30:00 AM,7.25,17.74,,,,,
3908,05/07/19 04:45:00 AM,7.23,17.80,,,,,
3909,05/07/19 05:00:00 AM,7.22,17.82,,,,,
3910,05/07/19 05:15:00 AM,7.22,17.82,,,,,
3911,05/07/19 05:30:00 AM,7.19,17.80,,,,,
3912,05/07/19 05:45:00 AM,7.18,17.78,,,,,
3913,05/07/19 06:00:00 AM,7.17,17.74,,,,,
3914,05/07/19 06:15:00 AM,7.03,17.68,,,,,
3915,05/07/19 06:30:00 AM,6.70,17.62,,,,,
3916,05/07/19 06:45:00 AM,6.48,17.54,,,,,
3917,05/07/19 07:00:00 AM,6.29,17.34,,,,,
3918,05/07/19 07:15:00 AM,6.29,17.10,,,,,
3919,05/07/19 07:30:00 AM,5.99,16.80,,,,,
3920,05/07/19 07:45:00 AM,5.70,16.62,,,,,
3921,05/07/19 08:00:00 AM,5.47,16.42,,,,,
3922,05/07/19 08:15:00 AM,5.29,16.22,,,,,
3923,05/07/19 08:30:00 AM,5.29,16.06,,,,,
3924,05/07/19 08:45:00 AM,5.40,16.14,,,,,
3925,05/07/19 09:00:00 AM,5.41,16.30,,,,,
3926,05/07/19 09:15:00 AM,5.42,16.36,,,,,
3927,05/07/19 09:30:00 AM,5.45,16.30,,,,,
3928,05/07/19 09:45:00 AM,5.43,16.24,,,,,
3929,05/07/19 10:00:00 AM,5.72,16.44,,,,,
3930,05/07/19 10:15:00 AM,6.10,16.64,,,,,
3931,05/07/19 10:30:00 AM,6.11,16.80,,,,,
3932,05/07/19 10:45:00 AM,6.39,17.04,,,,,
3933,05/07/19 11:00:00 AM,6.65,17.30,,,,,
3934,05/07/19 11:15:00 AM,7.02,17.62,,,,,
3935,05/07/19 11:30:00 AM,7.29,17.96,,,,,
3936,05/07/19 11:45:00 AM,7.40,18.28,,,,,
3937,05/07/19 12:00:00 PM,7.89,18.62,,,,,
3938,05/07/19 12:15:00 PM,8.06,19.02,,,,,
3939,05/07/19 12:30:00 PM,8.41,19.46,,,,,
3940,05/07/19 12:45:00 PM,8.96,19.62,,,,,
3941,05/07/19 01:00:00 PM,9.04,19.82,,,,,
3942,05/07/19 01:15:00 PM,8.70,20.64,,,,,
3943,05/07/19 01:30:00 PM,8.39,22.00,,,,,
3944,05/07/19 01:45:00 PM,8.15,23.02,,,,,
3945,05/07/19 02:00:00 PM,7.95,23.88,,,,,
3946,05/07/19 02:15:00 PM,7.88,24.66,,,,,
3947,05/07/19 02:30:00 PM,7.94,25.64,,,,,
3948,05/07/19 02:45:00 PM,7.87,26.32,,,,,
3949,05/07/19 03:00:00 PM,7.86,26.86,,,,,
3950,05/07/19 03:15:00 PM,7.75,27.42,,,,,
3951,05/07/19 03:30:00 PM,7.80,27.76,,,,,
3952,05/07/19 03:45:00 PM,7.86,28.04,,,,,
3953,05/07/19 04:00:00 PM,7.87,28.02,,,,,
3954,05/07/19 04:15:00 PM,7.94,27.82,,,,,
3955,05/07/19 04:30:00 PM,7.92,27.96,,,,,
3956,05/07/19 04:45:00 PM,7.91,27.90,,,,,
3957,05/07/19 05:00:00 PM,7.11,27.24,,,,,
3958,05/07/19 05:15:00 PM,7.42,24.52,,,,,
3959,05/07/19 05:30:00 PM,7.78,22.26,,,,,
3960,05/07/19 05:45:00 PM,7.93,21.06,,,,,
3961,05/07/19 06:00:00 PM,7.99,20.42,,,,,
3962,05/07/19 06:15:00 PM,7.89,20.12,,,,,
3963,05/07/19 06:30:00 PM,8.07,19.98,,,,,
3964,05/07/19 06:45:00 PM,8.11,19.90,,,,,
3965,05/07/19 07:00:00 PM,8.23,19.86,,,,,
3966,05/07/19 07:15:00 PM,8.33,19.82,,,,,
3967,05/07/19 07:30:00 PM,8.54,19.82,,,,,
3968,05/07/19 07:45:00 PM,8.54,19.76,,,,,
3969,05/07/19 08:00:00 PM,8.25,19.50,,,,,
3970,05/07/19 08:15:00 PM,7.95,19.26,,,,,
3971,05/07/19 08:30:00 PM,7.67,19.04,,,,,
3972,05/07/19 08:45:00 PM,7.47,18.86,,,,,
3973,05/07/19 09:00:00 PM,7.40,18.74,,,,,
3974,05/07/19 09:15:00 PM,7.37,18.68,,,,,
3975,05/07/19 09:30:00 PM,7.31,18.62,,,,,
3976,05/07/19 09:45:00 PM,7.29,18.54,,,,,
3977,05/07/19 10:00:00 PM,7.17,18.46,,,,,
3978,05/07/19 10:15:00 PM,6.78,18.28,,,,,
3979,05/07/19 10:30:00 PM,6.49,18.16,,,,,
3980,05/07/19 10:45:00 PM,6.30,18.04,,,,,
3981,05/07/19 11:00:00 PM,6.28,17.96,,,,,
3982,05/07/19 11:15:00 PM,5.94,17.90,,,,,
3983,05/07/19 11:30:00 PM,5.91,17.84,,,,,
3984,05/07/19 11:45:00 PM,5.95,17.76,,,,,
3985,05/08/19 12:00:00 AM,5.93,17.66,,,,,
3986,05/08/19 12:15:00 AM,5.90,17.60,,,,,
3987,05/08/19 12:30:00 AM,5.84,17.52,,,,,
3988,05/08/19 12:45:00 AM,5.71,17.46,,,,,
3989,05/08/19 01:00:00 AM,5.50,17.38,,,,,
3990,05/08/19 01:15:00 AM,5.29,17.30,,,,,
3991,05/08/19 01:30:00 AM,5.08,17.24,,,,,
3992,05/08/19 01:45:00 AM,4.85,17.14,,,,,
3993,05/08/19 02:00:00 AM,4.78,17.04,,,,,
3994,05/08/19 02:15:00 AM,4.96,16.96,,,,,
3995,05/08/19 02:30:00 AM,5.04,16.90,,,,,
3996,05/08/19 02:45:00 AM,4.98,16.84,,,,,
3997,05/08/19 03:00:00 AM,5.88,16.84,,,,,
3998,05/08/19 03:15:00 AM,6.26,17.04,,,,,
3999,05/08/19 03:30:00 AM,6.48,17.24,,,,,
4000,05/08/19 03:45:00 AM,6.70,17.30,,,,,
4001,05/08/19 04:00:00 AM,6.94,17.40,,,,,
4002,05/08/19 04:15:00 AM,7.05,17.48,,,,,
4003,05/08/19 04:30:00 AM,7.05,17.54,,,,,
4004,05/08/19 04:45:00 AM,7.23,17.68,,,,,
4005,05/08/19 05:00:00 AM,7.35,18.02,,,,,
4006,05/08/19 05:15:00 AM,7.34,18.12,,,,,
4007,05/08/19 05:30:00 AM,7.33,18.12,,,,,
4008,05/08/19 05:45:00 AM,7.34,18.08,,,,,
4009,05/08/19 06:00:00 AM,7.33,18.06,,,,,
4010,05/08/19 06:15:00 AM,7.31,18.04,,,,,
4011,05/08/19 06:30:00 AM,7.27,18.04,,,,,
4012,05/08/19 06:45:00 AM,7.23,17.98,,,,,
4013,05/08/19 07:00:00 AM,7.10,17.96,,,,,
4014,05/08/19 07:15:00 AM,6.63,17.84,,,,,
4015,05/08/19 07:30:00 AM,6.49,17.68,,,,,
4016,05/08/19 07:45:00 AM,6.24,17.42,,,,,
4017,05/08/19 08:00:00 AM,6.09,17.04,,,,,
4018,05/08/19 08:15:00 AM,5.89,16.72,,,,,
4019,05/08/19 08:30:00 AM,5.76,16.58,,,,,
4020,05/08/19 08:45:00 AM,5.32,16.42,,,,,
4021,05/08/19 09:00:00 AM,5.28,16.20,,,,,
4022,05/08/19 09:15:00 AM,5.36,16.16,,,,,
4023,05/08/19 09:30:00 AM,5.53,16.40,,,,,
4024,05/08/19 09:45:00 AM,5.68,16.64,,,,,
4025,05/08/19 10:00:00 AM,5.75,16.82,,,,,
4026,05/08/19 10:15:00 AM,5.75,16.86,,,,,
4027,05/08/19 10:30:00 AM,5.77,16.92,,,,,
4028,05/08/19 10:45:00 AM,6.22,17.16,,,,,
4029,05/08/19 11:00:00 AM,6.23,17.36,,,,,
4030,05/08/19 11:15:00 AM,6.47,17.58,,,,,
4031,05/08/19 11:30:00 AM,6.60,17.86,,,,,
4032,05/08/19 11:45:00 AM,6.97,18.22,,,,,
4033,05/08/19 12:00:00 PM,7.25,18.62,,,,,
4034,05/08/19 12:15:00 PM,7.53,18.98,,,,,
4035,05/08/19 12:30:00 PM,7.82,19.32,,,,,
4036,05/08/19 12:45:00 PM,8.16,19.70,,,,,
4037,05/08/19 01:00:00 PM,8.49,20.12,,,,,
4038,05/08/19 01:15:00 PM,8.71,20.68,,,,,
4039,05/08/19 01:30:00 PM,9.07,21.28,,,,,
4040,05/08/19 01:45:00 PM,8.41,22.36,,,,,
4041,05/08/19 02:00:00 PM,7.99,23.90,,,,,
4042,05/08/19 02:15:00 PM,7.65,25.50,,,,,
4043,05/08/19 02:30:00 PM,7.43,26.52,,,,,
4044,05/08/19 02:45:00 PM,7.37,27.62,,,,,
4045,05/08/19 03:00:00 PM,7.42,28.52,,,,,
4046,05/08/19 03:15:00 PM,7.46,29.18,,,,,
4047,05/08/19 03:30:00 PM,7.43,29.68,,,,,
4048,05/08/19 03:45:00 PM,7.55,29.82,,,,,
4049,05/08/19 04:00:00 PM,7.61,29.78,,,,,
4050,05/08/19 04:15:00 PM,7.61,29.78,,,,,
4051,05/08/19 04:30:00 PM,7.63,29.18,,,,,
4052,05/08/19 04:45:00 PM,7.76,28.42,,,,,
4053,05/08/19 05:00:00 PM,7.81,28.12,,,,,
4054,05/08/19 05:15:00 PM,7.84,27.74,,,,,
4055,05/08/19 05:30:00 PM,7.90,27.08,,,,,
4056,05/08/19 05:45:00 PM,7.08,26.06,,,,,
4057,05/08/19 06:00:00 PM,7.40,23.46,,,,,
4058,05/08/19 06:15:00 PM,7.67,21.80,,,,,
4059,05/08/19 06:30:00 PM,7.76,21.04,,,,,
