"Plot Title: 20568253"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568253, SEN S/N: 20568253)","Temp, °C (LGR S/N: 20568253, SEN S/N: 20568253)","New Sensor Cap (LGR S/N: 20568253)","Expired Sensor Cap (LGR S/N: 20568253)","End Of File (LGR S/N: 20568253)"
3025,09/21/19 12:00:00 AM,8.96,17.18,,,
3026,09/21/19 12:15:00 AM,8.98,17.16,,,
3027,09/21/19 12:30:00 AM,8.96,17.14,,,
3028,09/21/19 12:45:00 AM,8.97,17.10,,,
3029,09/21/19 01:00:00 AM,8.96,17.08,,,
3030,09/21/19 01:15:00 AM,8.97,17.06,,,
3031,09/21/19 01:30:00 AM,8.95,17.04,,,
3032,09/21/19 01:45:00 AM,8.95,17.02,,,
3033,09/21/19 02:00:00 AM,8.95,16.98,,,
3034,09/21/19 02:15:00 AM,8.96,16.96,,,
3035,09/21/19 02:30:00 AM,8.95,16.94,,,
3036,09/21/19 02:45:00 AM,8.95,16.92,,,
3037,09/21/19 03:00:00 AM,8.94,16.92,,,
3038,09/21/19 03:15:00 AM,8.95,16.90,,,
3039,09/21/19 03:30:00 AM,8.95,16.88,,,
3040,09/21/19 03:45:00 AM,8.92,16.86,,,
3041,09/21/19 04:00:00 AM,8.93,16.84,,,
3042,09/21/19 04:15:00 AM,8.92,16.82,,,
3043,09/21/19 04:30:00 AM,8.89,16.82,,,
3044,09/21/19 04:45:00 AM,8.88,16.80,,,
3045,09/21/19 05:00:00 AM,8.91,16.78,,,
3046,09/21/19 05:15:00 AM,8.91,16.76,,,
3047,09/21/19 05:30:00 AM,8.93,16.74,,,
3048,09/21/19 05:45:00 AM,8.93,16.72,,,
3049,09/21/19 06:00:00 AM,8.93,16.70,,,
3050,09/21/19 06:15:00 AM,8.91,16.68,,,
3051,09/21/19 06:30:00 AM,8.90,16.66,,,
3052,09/21/19 06:45:00 AM,8.92,16.64,,,
3053,09/21/19 07:00:00 AM,8.91,16.62,,,
3054,09/21/19 07:15:00 AM,8.92,16.60,,,
3055,09/21/19 07:30:00 AM,8.92,16.58,,,
3056,09/21/19 07:45:00 AM,8.93,16.56,,,
3057,09/21/19 08:00:00 AM,8.92,16.54,,,
3058,09/21/19 08:15:00 AM,8.93,16.54,,,
3059,09/21/19 08:30:00 AM,8.93,16.52,,,
3060,09/21/19 08:45:00 AM,8.95,16.52,,,
3061,09/21/19 09:00:00 AM,8.93,16.52,,,
3062,09/21/19 09:15:00 AM,8.94,16.52,,,
3063,09/21/19 09:30:00 AM,8.95,16.54,,,
3064,09/21/19 09:45:00 AM,8.95,16.54,,,
3065,09/21/19 10:00:00 AM,8.96,16.56,,,
3066,09/21/19 10:15:00 AM,8.96,16.56,,,
3067,09/21/19 10:30:00 AM,8.95,16.58,,,
3068,09/21/19 10:45:00 AM,8.96,16.60,,,
3069,09/21/19 11:00:00 AM,8.96,16.62,,,
3070,09/21/19 11:15:00 AM,8.96,16.66,,,
3071,09/21/19 11:30:00 AM,8.96,16.68,,,
3072,09/21/19 11:45:00 AM,8.98,16.70,,,
3073,09/21/19 12:00:00 PM,8.97,16.74,,,
3074,09/21/19 12:15:00 PM,8.96,16.78,,,
3075,09/21/19 12:30:00 PM,8.98,16.84,,,
3076,09/21/19 12:45:00 PM,8.97,16.88,,,
3077,09/21/19 01:00:00 PM,8.99,16.92,,,
3078,09/21/19 01:15:00 PM,8.95,16.98,,,
3079,09/21/19 01:30:00 PM,8.99,17.04,,,
3080,09/21/19 01:45:00 PM,8.99,17.08,,,
3081,09/21/19 02:00:00 PM,8.99,17.14,,,
3082,09/21/19 02:15:00 PM,8.97,17.20,,,
3083,09/21/19 02:30:00 PM,8.99,17.24,,,
3084,09/21/19 02:45:00 PM,8.98,17.30,,,
3085,09/21/19 03:00:00 PM,8.99,17.34,,,
3086,09/21/19 03:15:00 PM,8.98,17.40,,,
3087,09/21/19 03:30:00 PM,8.98,17.44,,,
3088,09/21/19 03:45:00 PM,8.97,17.48,,,
3089,09/21/19 04:00:00 PM,8.97,17.54,,,
3090,09/21/19 04:15:00 PM,8.98,17.56,,,
3091,09/21/19 04:30:00 PM,8.96,17.60,,,
3092,09/21/19 04:45:00 PM,8.96,17.62,,,
3093,09/21/19 05:00:00 PM,8.95,17.66,,,
3094,09/21/19 05:15:00 PM,8.95,17.68,,,
3095,09/21/19 05:30:00 PM,8.92,17.70,,,
3096,09/21/19 05:45:00 PM,8.96,17.72,,,
3097,09/21/19 06:00:00 PM,8.94,17.72,,,
3098,09/21/19 06:15:00 PM,8.95,17.74,,,
3099,09/21/19 06:30:00 PM,8.95,17.74,,,
3100,09/21/19 06:45:00 PM,8.95,17.74,,,
3101,09/21/19 07:00:00 PM,8.95,17.74,,,
3102,09/21/19 07:15:00 PM,8.93,17.74,,,
3103,09/21/19 07:30:00 PM,8.95,17.72,,,
3104,09/21/19 07:45:00 PM,8.95,17.72,,,
3105,09/21/19 08:00:00 PM,8.95,17.70,,,
3106,09/21/19 08:15:00 PM,8.97,17.68,,,
3107,09/21/19 08:30:00 PM,8.97,17.68,,,
3108,09/21/19 08:45:00 PM,8.97,17.66,,,
3109,09/21/19 09:00:00 PM,8.96,17.66,,,
3110,09/21/19 09:15:00 PM,8.97,17.64,,,
3111,09/21/19 09:30:00 PM,8.96,17.62,,,
3112,09/21/19 09:45:00 PM,8.97,17.62,,,
3113,09/21/19 10:00:00 PM,8.97,17.60,,,
3114,09/21/19 10:15:00 PM,8.96,17.60,,,
3115,09/21/19 10:30:00 PM,8.96,17.60,,,
3116,09/21/19 10:45:00 PM,8.95,17.58,,,
3117,09/21/19 11:00:00 PM,8.96,17.58,,,
3118,09/21/19 11:15:00 PM,8.93,17.58,,,
3119,09/21/19 11:30:00 PM,8.93,17.58,,,
3120,09/21/19 11:45:00 PM,8.94,17.58,,,
3121,09/22/19 12:00:00 AM,8.92,17.60,,,
3122,09/22/19 12:15:00 AM,8.90,17.60,,,
3123,09/22/19 12:30:00 AM,8.91,17.60,,,
3124,09/22/19 12:45:00 AM,8.88,17.60,,,
3125,09/22/19 01:00:00 AM,8.89,17.60,,,
3126,09/22/19 01:15:00 AM,8.85,17.60,,,
3127,09/22/19 01:30:00 AM,8.88,17.60,,,
3128,09/22/19 01:45:00 AM,8.85,17.60,,,
3129,09/22/19 02:00:00 AM,8.87,17.58,,,
3130,09/22/19 02:15:00 AM,8.86,17.58,,,
3131,09/22/19 02:30:00 AM,8.85,17.58,,,
3132,09/22/19 02:45:00 AM,8.86,17.58,,,
3133,09/22/19 03:00:00 AM,8.86,17.56,,,
3134,09/22/19 03:15:00 AM,8.83,17.56,,,
3135,09/22/19 03:30:00 AM,8.84,17.56,,,
3136,09/22/19 03:45:00 AM,8.84,17.54,,,
3137,09/22/19 04:00:00 AM,8.83,17.54,,,
3138,09/22/19 04:15:00 AM,8.83,17.54,,,
3139,09/22/19 04:30:00 AM,8.83,17.52,,,
3140,09/22/19 04:45:00 AM,8.82,17.52,,,
3141,09/22/19 05:00:00 AM,8.83,17.52,,,
3142,09/22/19 05:15:00 AM,8.83,17.50,,,
3143,09/22/19 05:30:00 AM,8.81,17.50,,,
3144,09/22/19 05:45:00 AM,8.80,17.48,,,
3145,09/22/19 06:00:00 AM,8.81,17.46,,,
3146,09/22/19 06:15:00 AM,8.80,17.46,,,
3147,09/22/19 06:30:00 AM,8.80,17.44,,,
3148,09/22/19 06:45:00 AM,8.82,17.42,,,
3149,09/22/19 07:00:00 AM,8.81,17.42,,,
3150,09/22/19 07:15:00 AM,8.80,17.40,,,
3151,09/22/19 07:30:00 AM,8.82,17.38,,,
3152,09/22/19 07:45:00 AM,8.81,17.36,,,
3153,09/22/19 08:00:00 AM,8.79,17.36,,,
3154,09/22/19 08:15:00 AM,8.80,17.34,,,
3155,09/22/19 08:30:00 AM,8.82,17.34,,,
3156,09/22/19 08:45:00 AM,8.82,17.34,,,
3157,09/22/19 09:00:00 AM,8.83,17.34,,,
3158,09/22/19 09:15:00 AM,8.82,17.34,,,
3159,09/22/19 09:30:00 AM,8.83,17.36,,,
3160,09/22/19 09:45:00 AM,8.82,17.38,,,
3161,09/22/19 10:00:00 AM,8.84,17.38,,,
3162,09/22/19 10:15:00 AM,8.78,17.40,,,
3163,09/22/19 10:30:00 AM,8.77,17.42,,,
3164,09/22/19 10:45:00 AM,8.78,17.44,,,
3165,09/22/19 11:00:00 AM,8.85,17.46,,,
3166,09/22/19 11:15:00 AM,8.85,17.48,,,
3167,09/22/19 11:30:00 AM,8.85,17.52,,,
3168,09/22/19 11:45:00 AM,8.83,17.54,,,
3169,09/22/19 12:00:00 PM,8.85,17.58,,,
3170,09/22/19 12:15:00 PM,8.85,17.62,,,
3171,09/22/19 12:30:00 PM,8.85,17.66,,,
3172,09/22/19 12:45:00 PM,8.86,17.70,,,
3173,09/22/19 01:00:00 PM,8.85,17.74,,,
3174,09/22/19 01:15:00 PM,8.86,17.78,,,
3175,09/22/19 01:30:00 PM,8.86,17.82,,,
3176,09/22/19 01:45:00 PM,8.85,17.86,,,
3177,09/22/19 02:00:00 PM,8.85,17.88,,,
3178,09/22/19 02:15:00 PM,8.86,17.92,,,
3179,09/22/19 02:30:00 PM,8.86,17.96,,,
3180,09/22/19 02:45:00 PM,8.85,17.98,,,
3181,09/22/19 03:00:00 PM,8.85,18.02,,,
3182,09/22/19 03:15:00 PM,8.86,18.06,,,
3183,09/22/19 03:30:00 PM,8.86,18.10,,,
3184,09/22/19 03:45:00 PM,8.86,18.14,,,
3185,09/22/19 04:00:00 PM,8.87,18.20,,,
3186,09/22/19 04:15:00 PM,8.85,18.24,,,
3187,09/22/19 04:30:00 PM,8.85,18.28,,,
3188,09/22/19 04:45:00 PM,8.84,18.30,,,
3189,09/22/19 05:00:00 PM,8.85,18.34,,,
3190,09/22/19 05:15:00 PM,8.84,18.38,,,
3191,09/22/19 05:30:00 PM,8.85,18.40,,,
3192,09/22/19 05:45:00 PM,8.85,18.44,,,
3193,09/22/19 06:00:00 PM,8.85,18.46,,,
3194,09/22/19 06:15:00 PM,8.82,18.48,,,
3195,09/22/19 06:30:00 PM,8.85,18.50,,,
3196,09/22/19 06:45:00 PM,8.86,18.52,,,
3197,09/22/19 07:00:00 PM,8.84,18.52,,,
3198,09/22/19 07:15:00 PM,8.83,18.52,,,
3199,09/22/19 07:30:00 PM,8.84,18.54,,,
3200,09/22/19 07:45:00 PM,8.83,18.54,,,
3201,09/22/19 08:00:00 PM,8.81,18.54,,,
3202,09/22/19 08:15:00 PM,8.82,18.54,,,
3203,09/22/19 08:30:00 PM,8.82,18.52,,,
3204,09/22/19 08:45:00 PM,8.82,18.52,,,
3205,09/22/19 09:00:00 PM,8.81,18.50,,,
3206,09/22/19 09:15:00 PM,8.80,18.48,,,
3207,09/22/19 09:30:00 PM,8.81,18.46,,,
3208,09/22/19 09:45:00 PM,8.80,18.44,,,
3209,09/22/19 10:00:00 PM,8.81,18.42,,,
3210,09/22/19 10:15:00 PM,8.80,18.40,,,
3211,09/22/19 10:30:00 PM,8.80,18.38,,,
3212,09/22/19 10:45:00 PM,8.80,18.36,,,
3213,09/22/19 11:00:00 PM,8.79,18.32,,,
3214,09/22/19 11:15:00 PM,8.79,18.30,,,
3215,09/22/19 11:30:00 PM,8.79,18.28,,,
3216,09/22/19 11:45:00 PM,8.75,18.24,,,
3217,09/23/19 12:00:00 AM,8.78,18.22,,,
3218,09/23/19 12:15:00 AM,8.77,18.20,,,
3219,09/23/19 12:30:00 AM,8.74,18.16,,,
3220,09/23/19 12:45:00 AM,8.78,18.14,,,
3221,09/23/19 01:00:00 AM,8.75,18.10,,,
3222,09/23/19 01:15:00 AM,8.70,18.08,,,
3223,09/23/19 01:30:00 AM,8.75,18.06,,,
3224,09/23/19 01:45:00 AM,8.75,18.04,,,
3225,09/23/19 02:00:00 AM,8.76,18.00,,,
3226,09/23/19 02:15:00 AM,8.75,17.98,,,
3227,09/23/19 02:30:00 AM,8.75,17.96,,,
3228,09/23/19 02:45:00 AM,8.74,17.94,,,
3229,09/23/19 03:00:00 AM,8.76,17.92,,,
3230,09/23/19 03:15:00 AM,8.76,17.90,,,
3231,09/23/19 03:30:00 AM,8.77,17.88,,,
3232,09/23/19 03:45:00 AM,8.75,17.86,,,
3233,09/23/19 04:00:00 AM,8.75,17.84,,,
3234,09/23/19 04:15:00 AM,8.73,17.82,,,
3235,09/23/19 04:30:00 AM,8.75,17.80,,,
3236,09/23/19 04:45:00 AM,8.76,17.78,,,
3237,09/23/19 05:00:00 AM,8.73,17.76,,,
3238,09/23/19 05:15:00 AM,8.76,17.74,,,
3239,09/23/19 05:30:00 AM,8.75,17.74,,,
3240,09/23/19 05:45:00 AM,8.74,17.72,,,
3241,09/23/19 06:00:00 AM,8.75,17.70,,,
3242,09/23/19 06:15:00 AM,8.76,17.68,,,
3243,09/23/19 06:30:00 AM,8.77,17.66,,,
3244,09/23/19 06:45:00 AM,8.74,17.64,,,
3245,09/23/19 07:00:00 AM,8.76,17.64,,,
3246,09/23/19 07:15:00 AM,8.76,17.62,,,
3247,09/23/19 07:30:00 AM,8.73,17.60,,,
3248,09/23/19 07:45:00 AM,8.76,17.58,,,
3249,09/23/19 08:00:00 AM,8.73,17.56,,,
3250,09/23/19 08:15:00 AM,8.76,17.54,,,
3251,09/23/19 08:30:00 AM,8.74,17.54,,,
3252,09/23/19 08:45:00 AM,8.72,17.52,,,
3253,09/23/19 09:00:00 AM,8.70,17.52,,,
3254,09/23/19 09:15:00 AM,8.76,17.52,,,
3255,09/23/19 09:30:00 AM,8.75,17.52,,,
3256,09/23/19 09:45:00 AM,8.73,17.52,,,
3257,09/23/19 10:00:00 AM,8.77,17.52,,,
3258,09/23/19 10:15:00 AM,8.78,17.54,,,
3259,09/23/19 10:30:00 AM,8.76,17.54,,,
3260,09/23/19 10:45:00 AM,8.76,17.56,,,
3261,09/23/19 11:00:00 AM,8.80,17.58,,,
3262,09/23/19 11:15:00 AM,8.81,17.60,,,
3263,09/23/19 11:30:00 AM,8.81,17.62,,,
3264,09/23/19 11:45:00 AM,8.80,17.66,,,
3265,09/23/19 12:00:00 PM,8.80,17.70,,,
3266,09/23/19 12:15:00 PM,8.81,17.72,,,
3267,09/23/19 12:30:00 PM,8.82,17.76,,,
3268,09/23/19 12:45:00 PM,8.82,17.82,,,
3269,09/23/19 01:00:00 PM,8.80,17.84,,,
3270,09/23/19 01:15:00 PM,8.84,17.90,,,
3271,09/23/19 01:30:00 PM,8.82,17.94,,,
3272,09/23/19 01:45:00 PM,8.80,17.98,,,
3273,09/23/19 02:00:00 PM,8.82,18.04,,,
3274,09/23/19 02:15:00 PM,8.83,18.08,,,
3275,09/23/19 02:30:00 PM,8.83,18.14,,,
3276,09/23/19 02:45:00 PM,8.80,18.18,,,
3277,09/23/19 03:00:00 PM,8.82,18.22,,,
3278,09/23/19 03:15:00 PM,8.85,18.28,,,
3279,09/23/19 03:30:00 PM,8.83,18.32,,,
3280,09/23/19 03:45:00 PM,8.82,18.36,,,
3281,09/23/19 04:00:00 PM,8.83,18.40,,,
3282,09/23/19 04:15:00 PM,8.82,18.44,,,
3283,09/23/19 04:30:00 PM,8.81,18.48,,,
3284,09/23/19 04:45:00 PM,8.80,18.50,,,
3285,09/23/19 05:00:00 PM,8.82,18.54,,,
3286,09/23/19 05:15:00 PM,8.82,18.58,,,
3287,09/23/19 05:30:00 PM,8.79,18.60,,,
3288,09/23/19 05:45:00 PM,8.80,18.64,,,
3289,09/23/19 06:00:00 PM,8.79,18.66,,,
3290,09/23/19 06:15:00 PM,8.80,18.70,,,
3291,09/23/19 06:30:00 PM,8.79,18.72,,,
3292,09/23/19 06:45:00 PM,8.80,18.74,,,
3293,09/23/19 07:00:00 PM,8.78,18.74,,,
3294,09/23/19 07:15:00 PM,8.78,18.76,,,
3295,09/23/19 07:30:00 PM,8.78,18.78,,,
3296,09/23/19 07:45:00 PM,8.78,18.80,,,
3297,09/23/19 08:00:00 PM,8.78,18.80,,,
3298,09/23/19 08:15:00 PM,8.77,18.82,,,
3299,09/23/19 08:30:00 PM,8.77,18.82,,,
3300,09/23/19 08:45:00 PM,8.78,18.82,,,
3301,09/23/19 09:00:00 PM,8.78,18.82,,,
3302,09/23/19 09:15:00 PM,8.79,18.80,,,
3303,09/23/19 09:30:00 PM,8.77,18.80,,,
3304,09/23/19 09:45:00 PM,8.78,18.78,,,
3305,09/23/19 10:00:00 PM,8.77,18.76,,,
3306,09/23/19 10:15:00 PM,8.76,18.74,,,
3307,09/23/19 10:30:00 PM,8.76,18.72,,,
3308,09/23/19 10:45:00 PM,8.75,18.70,,,
3309,09/23/19 11:00:00 PM,8.72,18.66,,,
3310,09/23/19 11:15:00 PM,8.73,18.64,,,
3311,09/23/19 11:30:00 PM,8.73,18.62,,,
3312,09/23/19 11:45:00 PM,8.71,18.58,,,
3313,09/24/19 12:00:00 AM,8.74,18.56,,,
3314,09/24/19 12:15:00 AM,8.72,18.52,,,
3315,09/24/19 12:30:00 AM,8.71,18.50,,,
3316,09/24/19 12:45:00 AM,8.71,18.46,,,
3317,09/24/19 01:00:00 AM,8.70,18.44,,,
3318,09/24/19 01:15:00 AM,8.68,18.42,,,
3319,09/24/19 01:30:00 AM,8.68,18.38,,,
3320,09/24/19 01:45:00 AM,8.64,18.34,,,
3321,09/24/19 02:00:00 AM,8.67,18.32,,,
3322,09/24/19 02:15:00 AM,8.62,18.30,,,
3323,09/24/19 02:30:00 AM,8.62,18.26,,,
3324,09/24/19 02:45:00 AM,8.60,18.24,,,
3325,09/24/19 03:00:00 AM,8.64,18.22,,,
3326,09/24/19 03:15:00 AM,8.64,18.18,,,
3327,09/24/19 03:30:00 AM,8.63,18.16,,,
3328,09/24/19 03:45:00 AM,8.64,18.12,,,
3329,09/24/19 04:00:00 AM,8.65,18.10,,,
3330,09/24/19 04:15:00 AM,8.65,18.08,,,
3331,09/24/19 04:30:00 AM,8.65,18.06,,,
3332,09/24/19 04:45:00 AM,8.67,18.04,,,
3333,09/24/19 05:00:00 AM,8.66,18.02,,,
3334,09/24/19 05:15:00 AM,8.67,18.00,,,
3335,09/24/19 05:30:00 AM,8.64,17.98,,,
3336,09/24/19 05:45:00 AM,8.65,17.96,,,
3337,09/24/19 06:00:00 AM,8.64,17.94,,,
3338,09/24/19 06:15:00 AM,8.66,17.92,,,
3339,09/24/19 06:30:00 AM,8.66,17.88,,,
3340,09/24/19 06:45:00 AM,8.68,17.86,,,
3341,09/24/19 07:00:00 AM,8.69,17.84,,,
3342,09/24/19 07:15:00 AM,8.67,17.82,,,
3343,09/24/19 07:30:00 AM,8.66,17.80,,,
3344,09/24/19 07:45:00 AM,8.68,17.78,,,
3345,09/24/19 08:00:00 AM,8.70,17.76,,,
3346,09/24/19 08:15:00 AM,8.50,17.74,,,
3347,09/24/19 08:30:00 AM,8.51,17.72,,,
3348,09/24/19 08:45:00 AM,8.54,17.72,,,
3349,09/24/19 09:00:00 AM,8.60,17.70,,,
3350,09/24/19 09:15:00 AM,8.62,17.70,,,
3351,09/24/19 09:30:00 AM,8.70,17.70,,,
3352,09/24/19 09:45:00 AM,8.70,17.70,,,
3353,09/24/19 10:00:00 AM,8.72,17.72,,,
3354,09/24/19 10:15:00 AM,8.70,17.72,,,
3355,09/24/19 10:30:00 AM,8.66,17.72,,,
3356,09/24/19 10:45:00 AM,8.71,17.74,,,
3357,09/24/19 11:00:00 AM,8.73,17.76,,,
3358,09/24/19 11:15:00 AM,8.72,17.78,,,
3359,09/24/19 11:30:00 AM,8.71,17.80,,,
3360,09/24/19 11:45:00 AM,8.75,17.82,,,
3361,09/24/19 12:00:00 PM,8.75,17.86,,,
3362,09/24/19 12:15:00 PM,8.76,17.90,,,
3363,09/24/19 12:30:00 PM,8.75,17.94,,,
3364,09/24/19 12:45:00 PM,8.77,17.98,,,
3365,09/24/19 01:00:00 PM,8.75,18.02,,,
3366,09/24/19 01:15:00 PM,8.75,18.08,,,
3367,09/24/19 01:30:00 PM,8.78,18.12,,,
3368,09/24/19 01:45:00 PM,8.78,18.16,,,
3369,09/24/19 02:00:00 PM,8.78,18.22,,,
3370,09/24/19 02:15:00 PM,8.78,18.26,,,
3371,09/24/19 02:30:00 PM,8.78,18.30,,,
3372,09/24/19 02:45:00 PM,8.79,18.34,,,
3373,09/24/19 03:00:00 PM,8.78,18.40,,,
3374,09/24/19 03:15:00 PM,8.77,18.44,,,
3375,09/24/19 03:30:00 PM,8.77,18.46,,,
3376,09/24/19 03:45:00 PM,8.76,18.50,,,
3377,09/24/19 04:00:00 PM,8.77,18.54,,,
3378,09/24/19 04:15:00 PM,8.75,18.58,,,
3379,09/24/19 04:30:00 PM,8.75,18.60,,,
3380,09/24/19 04:45:00 PM,8.76,18.64,,,
3381,09/24/19 05:00:00 PM,8.76,18.68,,,
3382,09/24/19 05:15:00 PM,8.77,18.70,,,
3383,09/24/19 05:30:00 PM,8.75,18.74,,,
3384,09/24/19 05:45:00 PM,8.72,18.76,,,
3385,09/24/19 06:00:00 PM,8.74,18.80,,,
3386,09/24/19 06:15:00 PM,8.77,18.82,,,
3387,09/24/19 06:30:00 PM,8.75,18.84,,,
3388,09/24/19 06:45:00 PM,8.74,18.86,,,
3389,09/24/19 07:00:00 PM,8.74,18.90,,,
3390,09/24/19 07:15:00 PM,8.74,18.92,,,
3391,09/24/19 07:30:00 PM,8.74,18.94,,,
3392,09/24/19 07:45:00 PM,8.74,18.98,,,
3393,09/24/19 08:00:00 PM,8.71,19.00,,,
3394,09/24/19 08:15:00 PM,8.73,19.02,,,
3395,09/24/19 08:30:00 PM,8.72,19.04,,,
3396,09/24/19 08:45:00 PM,8.72,19.06,,,
3397,09/24/19 09:00:00 PM,8.71,19.08,,,
3398,09/24/19 09:15:00 PM,8.70,19.08,,,
3399,09/24/19 09:30:00 PM,8.70,19.08,,,
3400,09/24/19 09:45:00 PM,8.68,19.08,,,
3401,09/24/19 10:00:00 PM,8.68,19.08,,,
3402,09/24/19 10:15:00 PM,8.67,19.08,,,
3403,09/24/19 10:30:00 PM,8.68,19.06,,,
3404,09/24/19 10:45:00 PM,8.67,19.04,,,
3405,09/24/19 11:00:00 PM,8.68,19.02,,,
3406,09/24/19 11:15:00 PM,8.67,19.00,,,
3407,09/24/19 11:30:00 PM,8.67,18.98,,,
3408,09/24/19 11:45:00 PM,8.67,18.94,,,
3409,09/25/19 12:00:00 AM,8.63,18.92,,,
3410,09/25/19 12:15:00 AM,8.64,18.88,,,
3411,09/25/19 12:30:00 AM,8.63,18.86,,,
3412,09/25/19 12:45:00 AM,8.62,18.82,,,
3413,09/25/19 01:00:00 AM,8.63,18.80,,,
3414,09/25/19 01:15:00 AM,8.60,18.76,,,
3415,09/25/19 01:30:00 AM,8.58,18.72,,,
3416,09/25/19 01:45:00 AM,8.60,18.70,,,
3417,09/25/19 02:00:00 AM,8.61,18.66,,,
3418,09/25/19 02:15:00 AM,8.52,18.62,,,
3419,09/25/19 02:30:00 AM,8.50,18.60,,,
3420,09/25/19 02:45:00 AM,8.53,18.56,,,
3421,09/25/19 03:00:00 AM,8.52,18.52,,,
3422,09/25/19 03:15:00 AM,8.54,18.48,,,
3423,09/25/19 03:30:00 AM,8.52,18.44,,,
3424,09/25/19 03:45:00 AM,8.57,18.42,,,
3425,09/25/19 04:00:00 AM,8.51,18.38,,,
3426,09/25/19 04:15:00 AM,8.54,18.34,,,
3427,09/25/19 04:30:00 AM,8.48,18.32,,,
3428,09/25/19 04:45:00 AM,8.51,18.28,,,
3429,09/25/19 05:00:00 AM,8.53,18.26,,,
3430,09/25/19 05:15:00 AM,8.48,18.22,,,
3431,09/25/19 05:30:00 AM,8.52,18.20,,,
3432,09/25/19 05:45:00 AM,8.50,18.18,,,
3433,09/25/19 06:00:00 AM,8.52,18.16,,,
3434,09/25/19 06:15:00 AM,8.46,18.12,,,
3435,09/25/19 06:30:00 AM,8.48,18.10,,,
3436,09/25/19 06:45:00 AM,8.27,18.08,,,
3437,09/25/19 07:00:00 AM,8.42,18.06,,,
3438,09/25/19 07:15:00 AM,8.31,18.04,,,
3439,09/25/19 07:30:00 AM,8.22,18.02,,,
3440,09/25/19 07:45:00 AM,8.32,18.00,,,
3441,09/25/19 08:00:00 AM,8.38,17.96,,,
3442,09/25/19 08:15:00 AM,8.33,17.94,,,
3443,09/25/19 08:30:00 AM,8.21,17.94,,,
3444,09/25/19 08:45:00 AM,8.28,17.92,,,
3445,09/25/19 09:00:00 AM,8.59,17.92,,,
3446,09/25/19 09:15:00 AM,8.61,17.90,,,
3447,09/25/19 09:30:00 AM,8.64,17.90,,,
3448,09/25/19 09:45:00 AM,8.62,17.90,,,
3449,09/25/19 10:00:00 AM,8.65,17.90,,,
3450,09/25/19 10:15:00 AM,8.64,17.90,,,
3451,09/25/19 10:30:00 AM,8.65,17.92,,,
3452,09/25/19 10:45:00 AM,8.64,17.94,,,
3453,09/25/19 11:00:00 AM,8.68,17.94,,,
3454,09/25/19 11:15:00 AM,8.66,17.96,,,
3455,09/25/19 11:30:00 AM,8.68,18.00,,,
3456,09/25/19 11:45:00 AM,8.69,18.02,,,
3457,09/25/19 12:00:00 PM,8.68,18.06,,,
3458,09/25/19 12:15:00 PM,8.65,18.10,,,
3459,09/25/19 12:30:00 PM,8.69,18.14,,,
3460,09/25/19 12:45:00 PM,8.57,18.18,,,
3461,09/25/19 01:00:00 PM,8.69,18.22,,,
3462,09/25/19 01:15:00 PM,8.64,18.26,,,
3463,09/25/19 01:30:00 PM,8.66,18.32,,,
3464,09/25/19 01:45:00 PM,8.66,18.36,,,
3465,09/25/19 02:00:00 PM,8.69,18.42,,,
3466,09/25/19 02:15:00 PM,8.68,18.46,,,
3467,09/25/19 02:30:00 PM,8.70,18.50,,,
3468,09/25/19 02:45:00 PM,8.64,18.56,,,
3469,09/25/19 03:00:00 PM,8.69,18.60,,,
3470,09/25/19 03:15:00 PM,8.66,18.64,,,
3471,09/25/19 03:30:00 PM,8.63,18.68,,,
3472,09/25/19 03:45:00 PM,8.68,18.70,,,
3473,09/25/19 04:00:00 PM,8.68,18.74,,,
3474,09/25/19 04:15:00 PM,8.66,18.78,,,
3475,09/25/19 04:30:00 PM,8.68,18.80,,,
3476,09/25/19 04:45:00 PM,8.68,18.82,,,
3477,09/25/19 05:00:00 PM,8.67,18.86,,,
3478,09/25/19 05:15:00 PM,8.66,18.88,,,
3479,09/25/19 05:30:00 PM,8.67,18.90,,,
3480,09/25/19 05:45:00 PM,8.68,18.92,,,
3481,09/25/19 06:00:00 PM,8.66,18.96,,,
3482,09/25/19 06:15:00 PM,8.64,18.98,,,
3483,09/25/19 06:30:00 PM,8.67,19.00,,,
3484,09/25/19 06:45:00 PM,8.64,19.02,,,
3485,09/25/19 07:00:00 PM,8.66,19.06,,,
3486,09/25/19 07:15:00 PM,8.66,19.08,,,
3487,09/25/19 07:30:00 PM,8.66,19.10,,,
3488,09/25/19 07:45:00 PM,8.63,19.14,,,
3489,09/25/19 08:00:00 PM,8.64,19.16,,,
3490,09/25/19 08:15:00 PM,8.63,19.18,,,
3491,09/25/19 08:30:00 PM,8.63,19.22,,,
3492,09/25/19 08:45:00 PM,8.62,19.24,,,
3493,09/25/19 09:00:00 PM,8.62,19.28,,,
3494,09/25/19 09:15:00 PM,8.60,19.30,,,
3495,09/25/19 09:30:00 PM,8.62,19.34,,,
3496,09/25/19 09:45:00 PM,8.61,19.36,,,
3497,09/25/19 10:00:00 PM,8.55,19.36,,,
3498,09/25/19 10:15:00 PM,8.59,19.38,,,
3499,09/25/19 10:30:00 PM,8.58,19.38,,,
3500,09/25/19 10:45:00 PM,8.58,19.40,,,
3501,09/25/19 11:00:00 PM,8.55,19.40,,,
