Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,Magnification,Ocular Units,Phylum,Class,Subclass,Order,Family,Genus,Species,Life Stage,Abundance,Size,Size with Tail,Notes,Qced
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,24,30,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,33,33.9,41,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,15,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,25,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,18,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,2,16.5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,17,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16.5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,11,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,13,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,13,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,12,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,12,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,10,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,12,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,5,10.6,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,6,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,13,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,9,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,6,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,5,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,9,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,18,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,6,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,95,7.7,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,adult,1,12,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,adult,1,10,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,adult,1,12,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,adult,1,9,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,adult,3,10.75,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,Illyocypris,adult,1,8,,,
KNAGGS,3/10/19,net throw,4,5,198898,199274,153,30,3,30,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,Illyocypris,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,13,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,14,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,36,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,42,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,13,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,13,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,14,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,11,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,17,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,13,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,11,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,52,13.8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,25,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,23,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,28,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,30,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,28,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,24,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,20,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,21,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,7,24.875,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,4,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,5,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,6,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,6,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,6,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,5,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,9,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,1,9,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,nauplii,3,7.125,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,20,28,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,40,43,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,34,36,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,28,34,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,Pulex,adult,1,38,48,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,17,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,33,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,25,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,20,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,22,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,30,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,20,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,18,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,20,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,14,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,1,16,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,Simocephalus,adult,24,18.9,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,15,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,7,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,Bosmina,adult,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,6,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,12,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,6,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,8,,,
XSSAC,3/11/19,net throw,4,5,-,-,153,30,3,30,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
