"Plot Title: 20568252"
"#","Date Time, GMT-07:00","DO conc, mg/L","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
4033,04/24/19 02:31:50 PM,3.50,17.92,,,,,
4034,04/24/19 02:46:50 PM,3.14,17.94,,,,,
4035,04/24/19 03:01:50 PM,3.53,18.00,,,,,
4036,04/24/19 03:16:50 PM,3.66,18.04,,,,,
4037,04/24/19 03:31:50 PM,3.87,18.10,,,,,
4038,04/24/19 03:46:50 PM,4.07,18.14,,,,,
4039,04/24/19 04:01:50 PM,3.75,18.20,,,,,
4040,04/24/19 04:16:50 PM,4.23,18.26,,,,,
4041,04/24/19 04:31:50 PM,4.55,18.28,,,,,
4042,04/24/19 04:46:50 PM,4.26,18.36,,,,,
4043,04/24/19 05:01:50 PM,4.41,18.42,,,,,
4044,04/24/19 05:16:50 PM,4.45,18.46,,,,,
4045,04/24/19 05:31:50 PM,3.84,18.52,,,,,
4046,04/24/19 05:46:50 PM,4.47,18.52,,,,,
4047,04/24/19 06:01:50 PM,4.40,18.58,,,,,
4048,04/24/19 06:16:50 PM,3.96,18.64,,,,,
4049,04/24/19 06:31:50 PM,3.98,18.64,,,,,
4050,04/24/19 06:46:50 PM,4.09,18.68,,,,,
4051,04/24/19 07:01:50 PM,3.97,18.74,,,,,
4052,04/24/19 07:16:50 PM,3.72,18.70,,,,,
4053,04/24/19 07:31:50 PM,3.63,18.72,,,,,
4054,04/24/19 07:46:50 PM,3.40,18.76,,,,,
4055,04/24/19 08:01:50 PM,3.59,18.80,,,,,
4056,04/24/19 08:16:50 PM,3.05,18.84,,,,,
4057,04/24/19 08:31:50 PM,3.05,18.86,,,,,
4058,04/24/19 08:46:50 PM,3.32,18.90,,,,,
4059,04/24/19 09:01:50 PM,3.28,18.90,,,,,
4060,04/24/19 09:16:50 PM,3.27,18.90,,,,,
4061,04/24/19 09:31:50 PM,3.19,18.88,,,,,
4062,04/24/19 09:46:50 PM,3.02,18.88,,,,,
4063,04/24/19 10:01:50 PM,2.90,18.90,,,,,
4064,04/24/19 10:16:50 PM,2.44,18.88,,,,,
4065,04/24/19 10:31:50 PM,2.55,18.88,,,,,
4066,04/24/19 10:46:50 PM,2.31,18.86,,,,,
4067,04/24/19 11:01:50 PM,2.21,18.84,,,,,
4068,04/24/19 11:16:50 PM,2.39,18.82,,,,,
4069,04/24/19 11:31:50 PM,2.38,18.82,,,,,
4070,04/24/19 11:46:50 PM,1.83,18.84,,,,,
4071,04/25/19 12:01:50 AM,1.68,18.82,,,,,
4072,04/25/19 12:16:50 AM,2.15,18.80,,,,,
4073,04/25/19 12:31:50 AM,2.12,18.76,,,,,
4074,04/25/19 12:46:50 AM,1.77,18.70,,,,,
4075,04/25/19 01:01:50 AM,1.59,18.66,,,,,
4076,04/25/19 01:16:50 AM,1.64,18.62,,,,,
4077,04/25/19 01:31:50 AM,1.44,18.62,,,,,
4078,04/25/19 01:46:50 AM,1.85,18.58,,,,,
4079,04/25/19 02:01:50 AM,1.52,18.56,,,,,
4080,04/25/19 02:16:50 AM,1.58,18.54,,,,,
4081,04/25/19 02:31:50 AM,1.31,18.48,,,,,
4082,04/25/19 02:46:50 AM,1.13,18.46,,,,,
4083,04/25/19 03:01:50 AM,1.60,18.44,,,,,
4084,04/25/19 03:16:50 AM,1.41,18.40,,,,,
4085,04/25/19 03:31:50 AM,1.57,18.38,,,,,
4086,04/25/19 03:46:50 AM,1.75,18.36,,,,,
4087,04/25/19 04:01:50 AM,1.84,18.32,,,,,
4088,04/25/19 04:16:50 AM,1.92,18.30,,,,,
4089,04/25/19 04:31:50 AM,1.90,18.26,,,,,
4090,04/25/19 04:46:50 AM,1.92,18.26,,,,,
4091,04/25/19 05:01:50 AM,1.85,18.22,,,,,
4092,04/25/19 05:16:50 AM,1.85,18.20,,,,,
4093,04/25/19 05:31:50 AM,1.58,18.20,,,,,
4094,04/25/19 05:46:50 AM,1.55,18.20,,,,,
4095,04/25/19 06:01:50 AM,1.74,18.18,,,,,
4096,04/25/19 06:16:50 AM,1.65,18.16,,,,,
4097,04/25/19 06:31:50 AM,1.69,18.16,,,,,
4098,04/25/19 06:46:50 AM,1.64,18.16,,,,,
4099,04/25/19 07:01:50 AM,1.56,18.16,,,,,
4100,04/25/19 07:16:50 AM,1.52,18.18,,,,,
4101,04/25/19 07:31:50 AM,1.57,18.20,,,,,
4102,04/25/19 07:46:50 AM,1.64,18.20,,,,,
4103,04/25/19 08:01:50 AM,1.53,18.24,,,,,
4104,04/25/19 08:16:50 AM,1.45,18.28,,,,,
4105,04/25/19 08:31:50 AM,1.52,18.34,,,,,
4106,04/25/19 08:46:50 AM,1.60,18.34,,,,,
4107,04/25/19 09:01:50 AM,1.13,18.36,,,,,
4108,04/25/19 09:16:50 AM,1.53,18.38,,,,,
4109,04/25/19 09:31:50 AM,1.09,18.30,,,,,
4110,04/25/19 09:46:50 AM,0.57,18.22,,,,,
4111,04/25/19 10:01:50 AM,0.84,18.20,,,,,
4112,04/25/19 10:16:50 AM,1.09,18.20,,,,,
4113,04/25/19 10:31:50 AM,0.70,18.24,,,,,
4114,04/25/19 10:46:50 AM,0.86,18.26,,,,,
4115,04/25/19 11:01:50 AM,1.03,18.28,,,,,
4116,04/25/19 11:16:50 AM,1.27,18.28,,,,,
4117,04/25/19 11:31:50 AM,1.10,18.16,,,,,
4118,04/25/19 11:46:50 AM,0.81,18.12,,,,,
4119,04/25/19 12:01:50 PM,1.21,18.06,,,,,
4120,04/25/19 12:16:50 PM,0.77,18.08,,,,,
4121,04/25/19 12:31:50 PM,1.22,18.08,,,,,
4122,04/25/19 12:46:50 PM,1.01,18.08,,,,,
4123,04/25/19 01:01:50 PM,1.33,18.08,,,,,
4124,04/25/19 01:16:50 PM,2.00,18.12,,,,,
4125,04/25/19 01:31:50 PM,1.65,18.14,,,,,
4126,04/25/19 01:46:50 PM,1.50,18.18,,,,,
4127,04/25/19 02:01:50 PM,2.33,18.24,,,,,
4128,04/25/19 02:16:50 PM,1.94,18.30,,,,,
4129,04/25/19 02:31:50 PM,2.44,18.42,,,,,
4130,04/25/19 02:46:50 PM,2.11,18.52,,,,,
4131,04/25/19 03:01:50 PM,2.76,18.56,,,,,
4132,04/25/19 03:16:50 PM,2.68,18.66,,,,,
4133,04/25/19 03:31:50 PM,2.79,18.80,,,,,
4134,04/25/19 03:46:50 PM,2.85,18.92,,,,,
4135,04/25/19 04:01:50 PM,2.55,19.00,,,,,
4136,04/25/19 04:16:50 PM,2.99,19.06,,,,,
4137,04/25/19 04:31:50 PM,3.01,19.12,,,,,
4138,04/25/19 04:46:50 PM,3.36,19.18,,,,,
4139,04/25/19 05:01:50 PM,3.46,19.28,,,,,
4140,04/25/19 05:16:50 PM,3.72,19.40,,,,,
4141,04/25/19 05:31:50 PM,3.53,19.50,,,,,
4142,04/25/19 05:46:50 PM,2.54,19.54,,,,,
4143,04/25/19 06:01:50 PM,3.09,19.56,,,,,
4144,04/25/19 06:16:50 PM,3.05,19.58,,,,,
4145,04/25/19 06:31:50 PM,2.77,19.58,,,,,
4146,04/25/19 06:46:50 PM,2.34,19.62,,,,,
4147,04/25/19 07:01:50 PM,2.96,19.66,,,,,
4148,04/25/19 07:16:50 PM,2.90,19.72,,,,,
4149,04/25/19 07:31:50 PM,3.39,19.78,,,,,
4150,04/25/19 07:46:50 PM,3.18,19.78,,,,,
4151,04/25/19 08:01:50 PM,2.48,19.74,,,,,
4152,04/25/19 08:16:50 PM,2.86,19.78,,,,,
4153,04/25/19 08:31:50 PM,2.01,19.80,,,,,
4154,04/25/19 08:46:50 PM,2.40,19.74,,,,,
4155,04/25/19 09:01:50 PM,2.60,19.70,,,,,
4156,04/25/19 09:16:50 PM,2.89,19.68,,,,,
4157,04/25/19 09:31:50 PM,2.88,19.70,,,,,
4158,04/25/19 09:46:50 PM,2.73,19.70,,,,,
4159,04/25/19 10:01:50 PM,2.72,19.68,,,,,
4160,04/25/19 10:16:50 PM,2.34,19.64,,,,,
4161,04/25/19 10:31:50 PM,2.50,19.60,,,,,
4162,04/25/19 10:46:50 PM,2.39,19.56,,,,,
4163,04/25/19 11:01:50 PM,2.32,19.54,,,,,
4164,04/25/19 11:16:50 PM,2.20,19.52,,,,,
4165,04/25/19 11:31:50 PM,2.33,19.54,,,,,
4166,04/25/19 11:46:50 PM,2.03,19.54,,,,,
4167,04/26/19 12:01:50 AM,1.98,19.52,,,,,
4168,04/26/19 12:16:50 AM,1.98,19.46,,,,,
4169,04/26/19 12:31:50 AM,1.53,19.42,,,,,
4170,04/26/19 12:46:50 AM,1.33,19.40,,,,,
4171,04/26/19 01:01:50 AM,1.50,19.36,,,,,
4172,04/26/19 01:16:50 AM,0.99,19.32,,,,,
4173,04/26/19 01:31:50 AM,1.59,19.30,,,,,
4174,04/26/19 01:46:50 AM,1.32,19.28,,,,,
4175,04/26/19 02:01:50 AM,1.02,19.28,,,,,
4176,04/26/19 02:16:50 AM,1.44,19.22,,,,,
4177,04/26/19 02:31:50 AM,1.70,19.20,,,,,
4178,04/26/19 02:46:50 AM,1.57,19.18,,,,,
4179,04/26/19 03:01:50 AM,1.37,19.10,,,,,
4180,04/26/19 03:16:50 AM,1.62,19.06,,,,,
4181,04/26/19 03:31:50 AM,1.25,19.00,,,,,
4182,04/26/19 03:46:50 AM,1.02,18.94,,,,,
4183,04/26/19 04:01:50 AM,0.78,18.88,,,,,
4184,04/26/19 04:16:50 AM,1.00,18.82,,,,,
4185,04/26/19 04:31:50 AM,1.51,18.80,,,,,
4186,04/26/19 04:46:50 AM,1.29,18.74,,,,,
4187,04/26/19 05:01:50 AM,1.48,18.70,,,,,
4188,04/26/19 05:16:50 AM,1.17,18.66,,,,,
4189,04/26/19 05:31:50 AM,1.07,18.62,,,,,
4190,04/26/19 05:46:50 AM,1.45,18.58,,,,,
4191,04/26/19 06:01:50 AM,1.33,18.54,,,,,
4192,04/26/19 06:16:50 AM,1.31,18.48,,,,,
4193,04/26/19 06:31:50 AM,1.32,18.44,,,,,
4194,04/26/19 06:46:50 AM,1.29,18.42,,,,,
4195,04/26/19 07:01:50 AM,1.33,18.36,,,,,
4196,04/26/19 07:16:50 AM,1.42,18.36,,,,,
4197,04/26/19 07:31:50 AM,1.48,18.32,,,,,
4198,04/26/19 07:46:50 AM,1.36,18.30,,,,,
4199,04/26/19 08:01:50 AM,1.39,18.30,,,,,
4200,04/26/19 08:16:50 AM,1.45,18.30,,,,,
4201,04/26/19 08:31:50 AM,1.35,18.32,,,,,
4202,04/26/19 08:46:50 AM,1.45,18.36,,,,,
4203,04/26/19 09:01:50 AM,1.29,18.38,,,,,
4204,04/26/19 09:16:50 AM,1.28,18.44,,,,,
4205,04/26/19 09:31:50 AM,1.04,18.48,,,,,
4206,04/26/19 09:46:50 AM,0.99,18.40,,,,,
4207,04/26/19 10:01:50 AM,1.03,18.34,,,,,
4208,04/26/19 10:16:50 AM,0.37,18.36,,,,,
4209,04/26/19 10:31:50 AM,0.88,18.36,,,,,
4210,04/26/19 10:46:50 AM,0.79,18.40,,,,,
4211,04/26/19 11:01:50 AM,0.97,18.44,,,,,
4212,04/26/19 11:16:50 AM,1.07,18.48,,,,,
4213,04/26/19 11:31:50 AM,0.85,18.50,,,,,
4214,04/26/19 11:46:50 AM,1.28,18.50,,,,,
4215,04/26/19 12:01:50 PM,1.00,18.48,,,,,
4216,04/26/19 12:16:50 PM,1.02,18.42,,,,,
4217,04/26/19 12:31:50 PM,0.90,18.36,,,,,
4218,04/26/19 12:46:50 PM,0.52,18.36,,,,,
4219,04/26/19 01:01:50 PM,0.48,18.34,,,,,
4220,04/26/19 01:16:50 PM,0.65,18.34,,,,,
4221,04/26/19 01:31:50 PM,0.91,18.32,,,,,
4222,04/26/19 01:46:50 PM,1.12,18.30,,,,,
4223,04/26/19 02:01:50 PM,1.13,18.32,,,,,
4224,04/26/19 02:16:50 PM,1.48,18.34,,,,,
4225,04/26/19 02:31:50 PM,2.42,18.36,,,,,
4226,04/26/19 02:46:50 PM,1.73,18.42,,,,,
4227,04/26/19 03:01:50 PM,2.50,18.46,,,,,
4228,04/26/19 03:16:50 PM,2.40,18.52,,,,,
4229,04/26/19 03:31:50 PM,2.93,18.56,,,,,
4230,04/26/19 03:46:50 PM,2.45,18.64,,,,,
4231,04/26/19 04:01:50 PM,3.35,18.74,,,,,
4232,04/26/19 04:16:50 PM,3.50,18.82,,,,,
4233,04/26/19 04:31:50 PM,3.09,18.86,,,,,
4234,04/26/19 04:46:50 PM,3.03,18.92,,,,,
4235,04/26/19 05:01:50 PM,2.93,19.02,,,,,
4236,04/26/19 05:16:50 PM,3.13,19.06,,,,,
4237,04/26/19 05:31:50 PM,3.21,19.12,,,,,
4238,04/26/19 05:46:50 PM,2.13,19.18,,,,,
4239,04/26/19 06:01:50 PM,2.89,19.22,,,,,
4240,04/26/19 06:16:50 PM,1.45,19.24,,,,,
4241,04/26/19 06:31:50 PM,2.83,19.26,,,,,
4242,04/26/19 06:46:50 PM,2.26,19.30,,,,,
4243,04/26/19 07:01:50 PM,1.83,19.32,,,,,
4244,04/26/19 07:16:50 PM,2.71,19.36,,,,,
4245,04/26/19 07:31:50 PM,2.54,19.38,,,,,
4246,04/26/19 07:46:50 PM,1.46,19.38,,,,,
4247,04/26/19 08:01:50 PM,1.88,19.38,,,,,
4248,04/26/19 08:16:50 PM,3.00,19.42,,,,,
4249,04/26/19 08:31:50 PM,3.05,19.46,,,,,
4250,04/26/19 08:46:50 PM,3.07,19.48,,,,,
4251,04/26/19 09:01:50 PM,2.93,19.48,,,,,
4252,04/26/19 09:16:50 PM,2.72,19.46,,,,,
4253,04/26/19 09:31:50 PM,2.59,19.44,,,,,
4254,04/26/19 09:46:50 PM,2.76,19.44,,,,,
4255,04/26/19 10:01:50 PM,2.07,19.38,,,,,
4256,04/26/19 10:16:50 PM,2.64,19.32,,,,,
4257,04/26/19 10:31:50 PM,2.66,19.28,,,,,
4258,04/26/19 10:46:50 PM,2.55,19.26,,,,,
4259,04/26/19 11:01:50 PM,2.52,19.28,,,,,
4260,04/26/19 11:16:50 PM,2.31,19.24,,,,,
4261,04/26/19 11:31:50 PM,2.28,19.22,,,,,
4262,04/26/19 11:46:50 PM,2.26,19.20,,,,,
4263,04/27/19 12:01:50 AM,2.06,19.18,,,,,
4264,04/27/19 12:16:50 AM,2.08,19.18,,,,,
4265,04/27/19 12:31:50 AM,2.00,19.16,,,,,
4266,04/27/19 12:46:50 AM,1.99,19.18,,,,,
4267,04/27/19 01:01:50 AM,2.00,19.16,,,,,
4268,04/27/19 01:16:50 AM,1.93,19.16,,,,,
4269,04/27/19 01:31:50 AM,1.96,19.14,,,,,
4270,04/27/19 01:46:50 AM,1.27,19.12,,,,,
4271,04/27/19 02:01:50 AM,1.62,19.08,,,,,
4272,04/27/19 02:16:50 AM,1.44,19.06,,,,,
4273,04/27/19 02:31:50 AM,1.31,19.04,,,,,
4274,04/27/19 02:46:50 AM,1.32,19.00,,,,,
4275,04/27/19 03:01:50 AM,1.20,18.98,,,,,
4276,04/27/19 03:16:50 AM,1.14,18.94,,,,,
4277,04/27/19 03:31:50 AM,1.40,18.88,,,,,
4278,04/27/19 03:46:50 AM,1.11,18.82,,,,,
4279,04/27/19 04:01:50 AM,1.09,18.76,,,,,
4280,04/27/19 04:16:50 AM,0.76,18.72,,,,,
4281,04/27/19 04:31:50 AM,0.56,18.68,,,,,
4282,04/27/19 04:46:50 AM,0.64,18.64,,,,,
4283,04/27/19 05:01:50 AM,0.89,18.56,,,,,
4284,04/27/19 05:16:50 AM,1.06,18.54,,,,,
4285,04/27/19 05:31:50 AM,0.81,18.50,,,,,
4286,04/27/19 05:46:50 AM,1.01,18.48,,,,,
4287,04/27/19 06:01:50 AM,1.03,18.44,,,,,
4288,04/27/19 06:16:50 AM,1.18,18.40,,,,,
4289,04/27/19 06:31:50 AM,1.03,18.36,,,,,
4290,04/27/19 06:46:50 AM,1.07,18.32,,,,,
4291,04/27/19 07:01:50 AM,0.92,18.30,,,,,
4292,04/27/19 07:16:50 AM,0.88,18.26,,,,,
4293,04/27/19 07:31:50 AM,1.01,18.24,,,,,
4294,04/27/19 07:46:50 AM,1.02,18.22,,,,,
4295,04/27/19 08:01:50 AM,1.21,18.26,,,,,
4296,04/27/19 08:16:50 AM,1.27,18.24,,,,,
4297,04/27/19 08:31:50 AM,1.26,18.24,,,,,
4298,04/27/19 08:46:50 AM,1.33,18.24,,,,,
4299,04/27/19 09:01:50 AM,1.22,18.26,,,,,
4300,04/27/19 09:16:50 AM,1.12,18.32,,,,,
4301,04/27/19 09:31:50 AM,1.17,18.36,,,,,
4302,04/27/19 09:46:50 AM,1.13,18.38,,,,,
4303,04/27/19 10:01:50 AM,1.18,18.44,,,,,
4304,04/27/19 10:16:50 AM,1.06,18.42,,,,,
4305,04/27/19 10:31:50 AM,1.20,18.38,,,,,
4306,04/27/19 10:46:50 AM,1.26,18.48,,,,,
4307,04/27/19 11:01:50 AM,1.34,18.56,,,,,
4308,04/27/19 11:16:50 AM,1.11,18.48,,,,,
4309,04/27/19 11:31:50 AM,0.51,18.54,,,,,
4310,04/27/19 11:46:50 AM,0.85,18.54,,,,,
4311,04/27/19 12:01:50 PM,1.03,18.56,,,,,
4312,04/27/19 12:16:50 PM,1.31,18.56,,,,,
4313,04/27/19 12:31:50 PM,1.01,18.54,,,,,
4314,04/27/19 12:46:50 PM,1.67,18.66,,,,,
4315,04/27/19 01:01:50 PM,0.66,18.58,,,,,
4316,04/27/19 01:16:50 PM,0.88,18.54,,,,,
4317,04/27/19 01:31:50 PM,0.63,18.52,,,,,
4318,04/27/19 01:46:50 PM,0.55,18.54,,,,,
4319,04/27/19 02:01:50 PM,1.00,18.54,,,,,
4320,04/27/19 02:16:50 PM,1.07,18.54,,,,,
4321,04/27/19 02:31:50 PM,0.85,18.60,,,,,
4322,04/27/19 02:46:50 PM,2.01,18.66,,,,,
4323,04/27/19 03:01:50 PM,1.52,18.78,,,,,
4324,04/27/19 03:16:50 PM,1.26,18.82,,,,,
4325,04/27/19 03:31:50 PM,2.05,18.92,,,,,
4326,04/27/19 03:46:50 PM,1.39,18.96,,,,,
4327,04/27/19 04:01:50 PM,2.44,18.98,,,,,
4328,04/27/19 04:16:50 PM,2.13,19.06,,,,,
4329,04/27/19 04:31:50 PM,2.04,19.06,,,,,
4330,04/27/19 04:46:50 PM,2.24,19.10,,,,,
4331,04/27/19 05:01:50 PM,1.94,19.14,,,,,
4332,04/27/19 05:16:50 PM,2.75,19.22,,,,,
4333,04/27/19 05:31:50 PM,2.28,19.26,,,,,
4334,04/27/19 05:46:50 PM,2.09,19.34,,,,,
4335,04/27/19 06:01:50 PM,2.12,19.44,,,,,
4336,04/27/19 06:16:50 PM,1.79,19.46,,,,,
4337,04/27/19 06:31:50 PM,1.39,19.50,,,,,
4338,04/27/19 06:46:50 PM,2.32,19.58,,,,,
4339,04/27/19 07:01:50 PM,2.21,19.58,,,,,
4340,04/27/19 07:16:50 PM,2.69,19.66,,,,,
4341,04/27/19 07:31:50 PM,2.80,19.70,,,,,
4342,04/27/19 07:46:50 PM,2.80,19.66,,,,,
4343,04/27/19 08:01:50 PM,2.19,19.64,,,,,
4344,04/27/19 08:16:50 PM,1.97,19.62,,,,,
4345,04/27/19 08:31:50 PM,1.97,19.60,,,,,
4346,04/27/19 08:46:50 PM,2.36,19.54,,,,,
4347,04/27/19 09:01:50 PM,2.45,19.52,,,,,
4348,04/27/19 09:16:50 PM,2.55,19.46,,,,,
4349,04/27/19 09:31:50 PM,2.33,19.36,,,,,
4350,04/27/19 09:46:50 PM,2.48,19.30,,,,,
4351,04/27/19 10:01:50 PM,2.36,19.26,,,,,
4352,04/27/19 10:16:50 PM,2.09,19.24,,,,,
4353,04/27/19 10:31:50 PM,1.90,19.20,,,,,
4354,04/27/19 10:46:50 PM,1.77,19.22,,,,,
4355,04/27/19 11:01:50 PM,1.67,19.24,,,,,
4356,04/27/19 11:16:50 PM,1.60,19.24,,,,,
4357,04/27/19 11:31:50 PM,1.47,19.16,,,,,
4358,04/27/19 11:46:50 PM,1.43,19.08,,,,,
4359,04/28/19 12:01:50 AM,1.31,19.08,,,,,
4360,04/28/19 12:16:50 AM,1.20,19.08,,,,,
4361,04/28/19 12:31:50 AM,1.15,19.02,,,,,
4362,04/28/19 12:46:50 AM,1.07,18.96,,,,,
4363,04/28/19 01:01:50 AM,1.15,18.92,,,,,
4364,04/28/19 01:16:50 AM,1.04,18.90,,,,,
4365,04/28/19 01:31:50 AM,1.12,18.84,,,,,
4366,04/28/19 01:46:50 AM,1.20,18.82,,,,,
4367,04/28/19 02:01:50 AM,1.07,18.84,,,,,
4368,04/28/19 02:16:50 AM,0.98,18.86,,,,,
4369,04/28/19 02:31:50 AM,0.67,18.88,,,,,
4370,04/28/19 02:46:50 AM,0.57,18.84,,,,,
4371,04/28/19 03:01:50 AM,0.71,18.78,,,,,
4372,04/28/19 03:16:50 AM,0.80,18.74,,,,,
4373,04/28/19 03:31:50 AM,0.63,18.68,,,,,
4374,04/28/19 03:46:50 AM,0.60,18.60,,,,,
4375,04/28/19 04:01:50 AM,0.69,18.52,,,,,
4376,04/28/19 04:16:50 AM,0.88,18.44,,,,,
4377,04/28/19 04:31:50 AM,0.99,18.38,,,,,
4378,04/28/19 04:46:50 AM,0.94,18.32,,,,,
4379,04/28/19 05:01:50 AM,0.53,18.24,,,,,
4380,04/28/19 05:16:50 AM,0.53,18.18,,,,,
4381,04/28/19 05:31:50 AM,0.55,18.10,,,,,
4382,04/28/19 05:46:50 AM,0.46,18.04,,,,,
4383,04/28/19 06:01:50 AM,0.64,17.98,,,,,
4384,04/28/19 06:16:50 AM,0.73,17.94,,,,,
4385,04/28/19 06:31:50 AM,0.40,17.88,,,,,
4386,04/28/19 06:46:50 AM,0.48,17.84,,,,,
4387,04/28/19 07:01:50 AM,0.75,17.80,,,,,
4388,04/28/19 07:16:50 AM,0.76,17.78,,,,,
4389,04/28/19 07:31:50 AM,0.73,17.74,,,,,
4390,04/28/19 07:46:50 AM,0.65,17.70,,,,,
4391,04/28/19 08:01:50 AM,0.59,17.70,,,,,
4392,04/28/19 08:16:50 AM,0.78,17.70,,,,,
4393,04/28/19 08:31:50 AM,0.85,17.70,,,,,
4394,04/28/19 08:46:50 AM,0.93,17.70,,,,,
4395,04/28/19 09:01:50 AM,0.82,17.68,,,,,
4396,04/28/19 09:16:50 AM,1.01,17.70,,,,,
4397,04/28/19 09:31:50 AM,0.98,17.70,,,,,
4398,04/28/19 09:46:50 AM,1.11,17.78,,,,,
4399,04/28/19 10:01:50 AM,0.99,17.72,,,,,
4400,04/28/19 10:16:50 AM,0.97,17.68,,,,,
4401,04/28/19 10:31:50 AM,1.17,17.72,,,,,
4402,04/28/19 10:46:50 AM,1.32,17.80,,,,,
4403,04/28/19 11:01:50 AM,1.33,17.80,,,,,
4404,04/28/19 11:16:50 AM,1.52,17.76,,,,,
4405,04/28/19 11:31:50 AM,1.58,17.82,,,,,
4406,04/28/19 11:46:50 AM,1.63,17.84,,,,,
4407,04/28/19 12:01:50 PM,1.56,17.86,,,,,
4408,04/28/19 12:16:50 PM,1.63,17.92,,,,,
4409,04/28/19 12:31:50 PM,1.74,17.98,,,,,
4410,04/28/19 12:46:50 PM,1.08,18.02,,,,,
4411,04/28/19 01:01:50 PM,1.65,18.04,,,,,
4412,04/28/19 01:16:50 PM,1.65,18.04,,,,,
4413,04/28/19 01:31:50 PM,0.99,18.06,,,,,
4414,04/28/19 01:46:50 PM,1.66,18.08,,,,,
4415,04/28/19 02:01:50 PM,1.84,18.10,,,,,
4416,04/28/19 02:16:50 PM,1.66,18.10,,,,,
4417,04/28/19 02:31:50 PM,1.90,18.10,,,,,
4418,04/28/19 02:46:50 PM,1.69,18.12,,,,,
4419,04/28/19 03:01:50 PM,1.87,18.14,,,,,
4420,04/28/19 03:16:50 PM,1.73,18.16,,,,,
4421,04/28/19 03:31:50 PM,2.23,18.16,,,,,
4422,04/28/19 03:46:50 PM,1.87,18.22,,,,,
4423,04/28/19 04:01:50 PM,1.40,18.24,,,,,
4424,04/28/19 04:16:50 PM,2.04,18.26,,,,,
4425,04/28/19 04:31:50 PM,2.34,18.32,,,,,
4426,04/28/19 04:46:50 PM,2.11,18.38,,,,,
4427,04/28/19 05:01:50 PM,2.46,18.42,,,,,
4428,04/28/19 05:16:50 PM,1.71,18.44,,,,,
4429,04/28/19 05:31:50 PM,2.73,18.46,,,,,
4430,04/28/19 05:46:50 PM,2.36,18.50,,,,,
4431,04/28/19 06:01:50 PM,2.54,18.52,,,,,
4432,04/28/19 06:16:50 PM,2.12,18.58,,,,,
4433,04/28/19 06:31:50 PM,2.36,18.60,,,,,
4434,04/28/19 06:46:50 PM,2.67,18.62,,,,,
4435,04/28/19 07:01:50 PM,1.77,18.66,,,,,
4436,04/28/19 07:16:50 PM,1.10,18.66,,,,,
4437,04/28/19 07:31:50 PM,1.63,18.70,,,,,
4438,04/28/19 07:46:50 PM,1.00,18.72,,,,,
4439,04/28/19 08:01:50 PM,0.51,18.74,,,,,
4440,04/28/19 08:16:50 PM,0.80,18.74,,,,,
4441,04/28/19 08:31:50 PM,1.98,18.78,,,,,
4442,04/28/19 08:46:50 PM,1.78,18.80,,,,,
4443,04/28/19 09:01:50 PM,2.24,18.74,,,,,
4444,04/28/19 09:16:50 PM,2.12,18.72,,,,,
4445,04/28/19 09:31:50 PM,2.10,18.68,,,,,
4446,04/28/19 09:46:50 PM,2.19,18.62,,,,,
4447,04/28/19 10:01:50 PM,2.31,18.60,,,,,
4448,04/28/19 10:16:50 PM,2.23,18.54,,,,,
4449,04/28/19 10:31:50 PM,2.17,18.48,,,,,
4450,04/28/19 10:46:50 PM,2.01,18.42,,,,,
4451,04/28/19 11:01:50 PM,1.85,18.38,,,,,
4452,04/28/19 11:16:50 PM,1.63,18.40,,,,,
4453,04/28/19 11:31:50 PM,1.56,18.44,,,,,
4454,04/28/19 11:46:50 PM,1.42,18.52,,,,,
4455,04/29/19 12:01:50 AM,1.32,18.50,,,,,
4456,04/29/19 12:16:50 AM,1.29,18.42,,,,,
4457,04/29/19 12:31:50 AM,1.24,18.42,,,,,
4458,04/29/19 12:46:50 AM,1.17,18.40,,,,,
4459,04/29/19 01:01:50 AM,1.14,18.32,,,,,
4460,04/29/19 01:16:50 AM,1.17,18.30,,,,,
4461,04/29/19 01:31:50 AM,1.07,18.26,,,,,
4462,04/29/19 01:46:50 AM,1.06,18.24,,,,,
4463,04/29/19 02:01:50 AM,0.99,18.22,,,,,
4464,04/29/19 02:16:50 AM,0.97,18.22,,,,,
4465,04/29/19 02:31:50 AM,0.98,18.24,,,,,
4466,04/29/19 02:46:50 AM,0.96,18.24,,,,,
4467,04/29/19 03:01:50 AM,0.36,18.22,,,,,
4468,04/29/19 03:16:50 AM,0.39,18.20,,,,,
4469,04/29/19 03:31:50 AM,0.82,18.20,,,,,
4470,04/29/19 03:46:50 AM,0.53,18.20,,,,,
4471,04/29/19 04:01:50 AM,0.41,18.18,,,,,
4472,04/29/19 04:16:50 AM,0.52,18.12,,,,,
4473,04/29/19 04:31:50 AM,0.61,18.02,,,,,
4474,04/29/19 04:46:50 AM,0.28,17.90,,,,,
4475,04/29/19 05:01:50 AM,0.52,17.78,,,,,
4476,04/29/19 05:16:50 AM,0.71,17.70,,,,,
4477,04/29/19 05:31:50 AM,0.84,17.64,,,,,
4478,04/29/19 05:46:50 AM,0.67,17.58,,,,,
4479,04/29/19 06:01:50 AM,0.21,17.56,,,,,
4480,04/29/19 06:16:50 AM,0.19,17.54,,,,,
4481,04/29/19 06:31:50 AM,0.06,17.50,,,,,
