Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Gravid_Y_N,Total_eggs,QC,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,10,,,,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,54,,,,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,7,,,,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,2,,,,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,,,,
COS-BEACH,3/26/19,net throw,4,5,277362,279240,153,30,100,1,2,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,1,,,,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,11,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,108,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,43,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,15,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,3,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,1,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,13,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,5,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,9,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,3,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,2,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,4,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,6,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Chordata,Actinopterigyii,0,0,0,0,larvalfish,,adult,1,,,y,
MOK-US-RR,4/3/19,net throw,4,5,299869,301055,153,30,100,1,10,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,10,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,106,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,22,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,35,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,5,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,4,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,4,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,6,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,2,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,1,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,,,y,
MOK-US-RR,4/11/19,net throw,4,5,13730,15088,153,30,150,1,8,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,larvae,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,13,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,109,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,42,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,29,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,4,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,9,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,25,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,2,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,85,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,5,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,17,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Scapholeberis,mucronata,,adult,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Branchipoda,0,Cladocera,Holopediidae,Holopediidae,Holopediidae,,adult,2,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,23,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,5,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,2,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,2,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,larvae,1,,,y,
MOK-US-RR,4/25/19,net throw,4,5,342347,344074,153,30,150,1,16,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,Ephemeroptera,,larvae,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,9,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,72,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,7,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,7,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,9,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,mendotae,,adult,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,7,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,3,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,21,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,102,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,5,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,2,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,33,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,8,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,3,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,8,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,10,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,14,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,2,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Cnidaria,Hydrozoa,Leptolinae,Anthomedusae,Hydridae,Hydra,hydra,,adult,2,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,larvae,1,,,y,
MOK-US-RR,5/8/19,net throw,4,5,95839,97565,153,30,150,1,25,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,1,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,13,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,109,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,6,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,2,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,16,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,15,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,5,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,17,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,95,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,11,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,14,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,46,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,2,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,illyocypris,,adult,2,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,11,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,13,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,23,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,2,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,40,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,28,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,4,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Arachnida,acari,0,0,0,mite,,adult,5,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,3,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Insecta,0,Hemiptera,Miridae,0,miridae,,larvae,4,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,larvae,1,,,y,
MOK-US-RR,5/22/19,net throw,4,5,402175,403989,153,30,150,1,80,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,10,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,96,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,10,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,24,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,25,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,10,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,20,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,29,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,3,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,37,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,3,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Branchipoda,0,Cladocera,Moinidae,Moina,moina,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,1,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,13,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,12,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,3,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,17,,,y,
MOK-US-RR,6/3/19,net throw,4,5,458176,459933,153,30,100,1,21,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,15,,,y,
