"Plot Title: 20568251"
"#","Date Time, GMT-08:00","DO conc, mg/L (LGR S/N: 20568251, SEN S/N: 20568251)","Temp, °C (LGR S/N: 20568251, SEN S/N: 20568251)","Coupler Attached (LGR S/N: 20568251)","Host Connected (LGR S/N: 20568251)","Coupler Detached (LGR S/N: 20568251)","Stopped (LGR S/N: 20568251)","End Of File (LGR S/N: 20568251)"
1846,12/28/19 04:30:00 PM,9.90,8.34,,,,,
1847,12/28/19 04:45:00 PM,9.71,8.32,,,,,
1848,12/28/19 05:00:00 PM,9.68,8.32,,,,,
1849,12/28/19 05:15:00 PM,9.66,8.32,,,,,
1850,12/28/19 05:30:00 PM,9.65,8.32,,,,,
1851,12/28/19 05:45:00 PM,9.64,8.32,,,,,
1852,12/28/19 06:00:00 PM,9.65,8.32,,,,,
1853,12/28/19 06:15:00 PM,9.65,8.32,,,,,
1854,12/28/19 06:30:00 PM,9.62,8.30,,,,,
1855,12/28/19 06:45:00 PM,9.62,8.26,,,,,
1856,12/28/19 07:00:00 PM,9.58,8.22,,,,,
1857,12/28/19 07:15:00 PM,9.53,8.14,,,,,
1858,12/28/19 07:30:00 PM,9.56,8.06,,,,,
1859,12/28/19 07:45:00 PM,9.64,7.94,,,,,
1860,12/28/19 08:00:00 PM,9.76,7.78,,,,,
1861,12/28/19 08:15:00 PM,9.93,7.64,,,,,
1862,12/28/19 08:30:00 PM,10.06,7.52,,,,,
1863,12/28/19 08:45:00 PM,10.13,7.42,,,,,
1864,12/28/19 09:00:00 PM,10.16,7.36,,,,,
1865,12/28/19 09:15:00 PM,10.15,7.32,,,,,
1866,12/28/19 09:30:00 PM,10.13,7.28,,,,,
1867,12/28/19 09:45:00 PM,10.02,7.26,,,,,
1868,12/28/19 10:00:00 PM,9.85,7.22,,,,,
1869,12/28/19 10:15:00 PM,9.69,7.18,,,,,
1870,12/28/19 10:30:00 PM,9.54,7.10,,,,,
1871,12/28/19 10:45:00 PM,9.44,7.02,,,,,
1872,12/28/19 11:00:00 PM,9.29,6.92,,,,,
1873,12/28/19 11:15:00 PM,9.01,6.82,,,,,
1874,12/28/19 11:30:00 PM,8.64,6.66,,,,,
1875,12/28/19 11:45:00 PM,8.29,6.28,,,,,
1876,12/29/19 12:00:00 AM,8.25,5.36,,,,,
1877,12/29/19 12:15:00 AM,13.01,4.86,,,,,
1878,12/29/19 12:30:00 AM,12.95,4.78,,,,,
1879,12/29/19 12:45:00 AM,12.93,4.82,,,,,
1880,12/29/19 01:00:00 AM,12.91,4.82,,,,,
1881,12/29/19 01:15:00 AM,12.92,4.82,,,,,
1882,12/29/19 01:30:00 AM,12.90,4.84,,,,,
1883,12/29/19 01:45:00 AM,12.92,4.80,,,,,
1884,12/29/19 02:00:00 AM,12.92,4.76,,,,,
1885,12/29/19 02:15:00 AM,12.92,4.76,,,,,
1886,12/29/19 02:30:00 AM,12.92,4.76,,,,,
1887,12/29/19 02:45:00 AM,12.92,4.76,,,,,
1888,12/29/19 03:00:00 AM,12.92,4.76,,,,,
1889,12/29/19 03:15:00 AM,12.92,4.78,,,,,
1890,12/29/19 03:30:00 AM,12.88,4.86,,,,,
1891,12/29/19 03:45:00 AM,12.85,4.94,,,,,
1892,12/29/19 04:00:00 AM,10.48,5.08,,,,,
1893,12/29/19 04:15:00 AM,9.41,5.76,,,,,
1894,12/29/19 04:30:00 AM,9.55,6.28,,,,,
1895,12/29/19 04:45:00 AM,9.61,6.62,,,,,
1896,12/29/19 05:00:00 AM,9.61,6.80,,,,,
1897,12/29/19 05:15:00 AM,9.63,6.88,,,,,
1898,12/29/19 05:30:00 AM,9.64,6.92,,,,,
1899,12/29/19 05:45:00 AM,9.66,6.94,,,,,
1900,12/29/19 06:00:00 AM,9.66,6.96,,,,,
1901,12/29/19 06:15:00 AM,9.66,6.98,,,,,
1902,12/29/19 06:30:00 AM,9.66,7.00,,,,,
1903,12/29/19 06:45:00 AM,9.65,7.02,,,,,
1904,12/29/19 07:00:00 AM,9.68,7.08,,,,,
1905,12/29/19 07:15:00 AM,9.65,7.10,,,,,
1906,12/29/19 07:30:00 AM,9.55,7.12,,,,,
1907,12/29/19 07:45:00 AM,9.48,7.18,,,,,
1908,12/29/19 08:00:00 AM,9.75,7.30,,,,,
1909,12/29/19 08:15:00 AM,9.57,7.40,,,,,
1910,12/29/19 08:30:00 AM,9.61,7.48,,,,,
1911,12/29/19 08:45:00 AM,9.90,7.56,,,,,
1912,12/29/19 09:00:00 AM,10.12,7.64,,,,,
1913,12/29/19 09:15:00 AM,10.27,7.60,,,,,
1914,12/29/19 09:30:00 AM,10.42,7.62,,,,,
1915,12/29/19 09:45:00 AM,10.36,7.58,,,,,
1916,12/29/19 10:00:00 AM,10.29,7.48,,,,,
1917,12/29/19 10:15:00 AM,10.25,7.42,,,,,
1918,12/29/19 10:30:00 AM,10.25,7.40,,,,,
1919,12/29/19 10:45:00 AM,10.22,7.38,,,,,
1920,12/29/19 11:00:00 AM,10.26,7.38,,,,,
1921,12/29/19 11:15:00 AM,10.20,7.40,,,,,
1922,12/29/19 11:30:00 AM,10.34,7.42,,,,,
1923,12/29/19 11:45:00 AM,10.53,7.50,,,,,
1924,12/29/19 12:00:00 PM,10.68,7.58,,,,,
1925,12/29/19 12:15:00 PM,10.70,7.66,,,,,
1926,12/29/19 12:30:00 PM,10.83,7.74,,,,,
1927,12/29/19 12:45:00 PM,11.06,7.82,,,,,
1928,12/29/19 01:00:00 PM,11.32,7.90,,,,,
1929,12/29/19 01:15:00 PM,11.40,7.98,,,,,
1930,12/29/19 01:30:00 PM,11.63,8.06,,,,,
1931,12/29/19 01:45:00 PM,11.63,8.12,,,,,
1932,12/29/19 02:00:00 PM,11.51,8.16,,,,,
1933,12/29/19 02:15:00 PM,11.45,8.16,,,,,
1934,12/29/19 02:30:00 PM,11.16,8.14,,,,,
1935,12/29/19 02:45:00 PM,10.95,8.08,,,,,
1936,12/29/19 03:00:00 PM,10.78,8.04,,,,,
1937,12/29/19 03:15:00 PM,10.69,8.02,,,,,
1938,12/29/19 03:30:00 PM,10.63,8.02,,,,,
1939,12/29/19 03:45:00 PM,10.62,8.04,,,,,
1940,12/29/19 04:00:00 PM,10.62,8.06,,,,,
1941,12/29/19 04:15:00 PM,10.59,8.06,,,,,
1942,12/29/19 04:30:00 PM,10.60,8.12,,,,,
1943,12/29/19 04:45:00 PM,10.58,8.16,,,,,
1944,12/29/19 05:00:00 PM,10.37,8.20,,,,,
1945,12/29/19 05:15:00 PM,10.12,8.18,,,,,
1946,12/29/19 05:30:00 PM,9.88,8.16,,,,,
1947,12/29/19 05:45:00 PM,9.81,8.16,,,,,
1948,12/29/19 06:00:00 PM,9.75,8.16,,,,,
1949,12/29/19 06:15:00 PM,9.80,8.18,,,,,
1950,12/29/19 06:30:00 PM,9.79,8.18,,,,,
1951,12/29/19 06:45:00 PM,9.77,8.18,,,,,
1952,12/29/19 07:00:00 PM,9.71,8.18,,,,,
1953,12/29/19 07:15:00 PM,9.77,8.18,,,,,
1954,12/29/19 07:30:00 PM,9.74,8.16,,,,,
1955,12/29/19 07:45:00 PM,9.65,8.16,,,,,
1956,12/29/19 08:00:00 PM,9.63,8.14,,,,,
1957,12/29/19 08:15:00 PM,9.65,8.14,,,,,
1958,12/29/19 08:30:00 PM,9.62,8.14,,,,,
1959,12/29/19 08:45:00 PM,9.71,8.12,,,,,
1960,12/29/19 09:00:00 PM,9.73,8.10,,,,,
1961,12/29/19 09:15:00 PM,9.72,8.08,,,,,
1962,12/29/19 09:30:00 PM,9.69,8.08,,,,,
1963,12/29/19 09:45:00 PM,9.63,8.08,,,,,
1964,12/29/19 10:00:00 PM,9.45,8.08,,,,,
1965,12/29/19 10:15:00 PM,9.28,8.08,,,,,
1966,12/29/19 10:30:00 PM,9.12,8.08,,,,,
1967,12/29/19 10:45:00 PM,9.02,8.08,,,,,
1968,12/29/19 11:00:00 PM,8.87,8.08,,,,,
1969,12/29/19 11:15:00 PM,8.76,8.08,,,,,
1970,12/29/19 11:30:00 PM,8.56,8.10,,,,,
1971,12/29/19 11:45:00 PM,8.15,8.10,,,,,
1972,12/30/19 12:00:00 AM,7.75,8.08,,,,,
1973,12/30/19 12:15:00 AM,7.57,7.92,,,,,
1974,12/30/19 12:30:00 AM,12.02,7.52,,,,,
1975,12/30/19 12:45:00 AM,12.11,7.08,,,,,
1976,12/30/19 01:00:00 AM,12.19,6.92,,,,,
1977,12/30/19 01:15:00 AM,12.18,7.00,,,,,
1978,12/30/19 01:30:00 AM,12.14,7.04,,,,,
1979,12/30/19 01:45:00 AM,12.16,6.96,,,,,
1980,12/30/19 02:00:00 AM,12.27,6.60,,,,,
1981,12/30/19 02:15:00 AM,12.39,6.22,,,,,
1982,12/30/19 02:30:00 AM,12.57,5.66,,,,,
1983,12/30/19 02:45:00 AM,12.73,5.20,,,,,
1984,12/30/19 03:00:00 AM,12.85,4.96,,,,,
1985,12/30/19 03:15:00 AM,12.91,4.72,,,,,
1986,12/30/19 03:30:00 AM,13.03,4.38,,,,,
1987,12/30/19 03:45:00 AM,13.16,4.08,,,,,
1988,12/30/19 04:00:00 AM,13.23,3.82,,,,,
1989,12/30/19 04:15:00 AM,13.34,3.58,,,,,
1990,12/30/19 04:30:00 AM,11.23,3.50,,,,,
1991,12/30/19 04:45:00 AM,9.70,4.54,,,,,
1992,12/30/19 05:00:00 AM,9.53,5.98,,,,,
1993,12/30/19 05:15:00 AM,9.42,6.80,,,,,
1994,12/30/19 05:30:00 AM,9.39,7.30,,,,,
1995,12/30/19 05:45:00 AM,9.40,7.48,,,,,
1996,12/30/19 06:00:00 AM,9.41,7.56,,,,,
1997,12/30/19 06:15:00 AM,9.40,7.56,,,,,
1998,12/30/19 06:30:00 AM,9.39,7.56,,,,,
1999,12/30/19 06:45:00 AM,9.41,7.54,,,,,
2000,12/30/19 07:00:00 AM,9.42,7.52,,,,,
2001,12/30/19 07:15:00 AM,9.45,7.52,,,,,
2002,12/30/19 07:30:00 AM,9.47,7.54,,,,,
2003,12/30/19 07:45:00 AM,9.55,7.56,,,,,
2004,12/30/19 08:00:00 AM,9.56,7.56,,,,,
2005,12/30/19 08:15:00 AM,9.69,7.60,,,,,
2006,12/30/19 08:30:00 AM,9.94,7.68,,,,,
2007,12/30/19 08:45:00 AM,9.98,7.76,,,,,
2008,12/30/19 09:00:00 AM,10.07,7.82,,,,,
2009,12/30/19 09:15:00 AM,10.12,7.86,,,,,
2010,12/30/19 09:30:00 AM,10.13,7.88,,,,,
2011,12/30/19 09:45:00 AM,10.20,7.90,,,,,
2012,12/30/19 10:00:00 AM,10.22,7.90,,,,,
2013,12/30/19 10:15:00 AM,10.24,7.92,,,,,
2014,12/30/19 10:30:00 AM,10.20,7.86,,,,,
2015,12/30/19 10:45:00 AM,10.19,7.78,,,,,
2016,12/30/19 11:00:00 AM,10.19,7.74,,,,,
2017,12/30/19 11:15:00 AM,10.20,7.70,,,,,
2018,12/30/19 11:30:00 AM,10.25,7.70,,,,,
2019,12/30/19 11:45:00 AM,10.28,7.72,,,,,
2020,12/30/19 12:00:00 PM,10.33,7.80,,,,,
2021,12/30/19 12:15:00 PM,10.27,7.90,,,,,
2022,12/30/19 12:30:00 PM,10.32,8.04,,,,,
2023,12/30/19 12:45:00 PM,10.42,8.18,,,,,
2024,12/30/19 01:00:00 PM,10.71,8.32,,,,,
2025,12/30/19 01:15:00 PM,11.03,8.52,,,,,
2026,12/30/19 01:30:00 PM,11.23,8.66,,,,,
2027,12/30/19 01:45:00 PM,11.29,8.74,,,,,
2028,12/30/19 02:00:00 PM,11.43,8.80,,,,,
2029,12/30/19 02:15:00 PM,11.84,8.92,,,,,
2030,12/30/19 02:30:00 PM,12.18,9.14,,,,,
2031,12/30/19 02:45:00 PM,11.99,9.18,,,,,
2032,12/30/19 03:00:00 PM,11.14,9.04,,,,,
2033,12/30/19 03:15:00 PM,10.80,9.02,,,,,
2034,12/30/19 03:30:00 PM,10.73,9.06,,,,,
2035,12/30/19 03:45:00 PM,10.65,9.06,,,,,
2036,12/30/19 04:00:00 PM,10.61,9.02,,,,,
2037,12/30/19 04:15:00 PM,10.57,9.00,,,,,
2038,12/30/19 04:30:00 PM,10.55,8.96,,,,,
2039,12/30/19 04:45:00 PM,10.53,8.92,,,,,
2040,12/30/19 05:00:00 PM,10.51,8.90,,,,,
2041,12/30/19 05:15:00 PM,10.52,8.88,,,,,
2042,12/30/19 05:30:00 PM,10.54,8.86,,,,,
2043,12/30/19 05:45:00 PM,10.58,8.84,,,,,
2044,12/30/19 06:00:00 PM,10.52,8.78,,,,,
2045,12/30/19 06:15:00 PM,10.33,8.70,,,,,
2046,12/30/19 06:30:00 PM,10.11,8.62,,,,,
2047,12/30/19 06:45:00 PM,9.97,8.58,,,,,
2048,12/30/19 07:00:00 PM,9.89,8.56,,,,,
2049,12/30/19 07:15:00 PM,9.83,8.54,,,,,
2050,12/30/19 07:30:00 PM,9.84,8.52,,,,,
2051,12/30/19 07:45:00 PM,9.84,8.50,,,,,
2052,12/30/19 08:00:00 PM,9.82,8.48,,,,,
2053,12/30/19 08:15:00 PM,9.84,8.46,,,,,
2054,12/30/19 08:30:00 PM,9.84,8.40,,,,,
2055,12/30/19 08:45:00 PM,9.82,8.36,,,,,
2056,12/30/19 09:00:00 PM,9.84,8.28,,,,,
2057,12/30/19 09:15:00 PM,9.86,8.20,,,,,
2058,12/30/19 09:30:00 PM,9.86,8.14,,,,,
2059,12/30/19 09:45:00 PM,9.86,8.08,,,,,
2060,12/30/19 10:00:00 PM,9.83,8.06,,,,,
2061,12/30/19 10:15:00 PM,9.73,8.02,,,,,
2062,12/30/19 10:30:00 PM,9.55,7.98,,,,,
2063,12/30/19 10:45:00 PM,9.43,7.94,,,,,
2064,12/30/19 11:00:00 PM,9.24,7.90,,,,,
2065,12/30/19 11:15:00 PM,9.14,7.84,,,,,
2066,12/30/19 11:30:00 PM,9.09,7.76,,,,,
2067,12/30/19 11:45:00 PM,9.05,7.66,,,,,
2068,12/31/19 12:00:00 AM,8.85,7.56,,,,,
2069,12/31/19 12:15:00 AM,8.47,7.42,,,,,
2070,12/31/19 12:30:00 AM,8.11,7.12,,,,,
2071,12/31/19 12:45:00 AM,7.87,6.46,,,,,
2072,12/31/19 01:00:00 AM,13.03,5.12,,,,,
2073,12/31/19 01:15:00 AM,13.15,4.36,,,,,
2074,12/31/19 01:30:00 AM,13.09,4.34,,,,,
2075,12/31/19 01:45:00 AM,13.22,3.92,,,,,
2076,12/31/19 02:00:00 AM,13.39,3.32,,,,,
2077,12/31/19 02:15:00 AM,13.57,2.90,,,,,
2078,12/31/19 02:30:00 AM,13.73,2.46,,,,,
2079,12/31/19 02:45:00 AM,13.85,2.24,,,,,
2080,12/31/19 03:00:00 AM,13.92,2.04,,,,,
2081,12/31/19 03:15:00 AM,13.92,2.12,,,,,
2082,12/31/19 03:30:00 AM,13.94,2.00,,,,,
2083,12/31/19 03:45:00 AM,14.04,1.66,,,,,
2084,12/31/19 04:00:00 AM,14.16,1.40,,,,,
2085,12/31/19 04:15:00 AM,14.25,1.14,,,,,
2086,12/31/19 04:30:00 AM,14.36,0.90,,,,,
2087,12/31/19 04:45:00 AM,14.42,0.72,,,,,
2088,12/31/19 05:00:00 AM,12.27,0.74,,,,,
2089,12/31/19 05:15:00 AM,10.47,2.84,,,,,
2090,12/31/19 05:30:00 AM,9.99,5.16,,,,,
2091,12/31/19 05:45:00 AM,9.72,6.36,,,,,
2092,12/31/19 06:00:00 AM,9.57,7.02,,,,,
2093,12/31/19 06:15:00 AM,9.55,7.30,,,,,
2094,12/31/19 06:30:00 AM,9.55,7.40,,,,,
2095,12/31/19 06:45:00 AM,9.54,7.44,,,,,
2096,12/31/19 07:00:00 AM,9.55,7.44,,,,,
2097,12/31/19 07:15:00 AM,9.56,7.42,,,,,
2098,12/31/19 07:30:00 AM,9.54,7.42,,,,,
2099,12/31/19 07:45:00 AM,9.57,7.42,,,,,
2100,12/31/19 08:00:00 AM,9.65,7.46,,,,,
2101,12/31/19 08:15:00 AM,9.69,7.48,,,,,
2102,12/31/19 08:30:00 AM,9.63,7.50,,,,,
2103,12/31/19 08:45:00 AM,9.72,7.58,,,,,
2104,12/31/19 09:00:00 AM,10.18,7.72,,,,,
2105,12/31/19 09:15:00 AM,10.59,7.82,,,,,
2106,12/31/19 09:30:00 AM,10.66,7.96,,,,,
2107,12/31/19 09:45:00 AM,10.77,8.06,,,,,
2108,12/31/19 10:00:00 AM,10.89,8.12,,,,,
2109,12/31/19 10:15:00 AM,10.97,8.16,,,,,
2110,12/31/19 10:30:00 AM,11.08,8.16,,,,,
2111,12/31/19 10:45:00 AM,11.01,8.16,,,,,
2112,12/31/19 11:00:00 AM,11.10,8.12,,,,,
2113,12/31/19 11:15:00 AM,11.06,8.02,,,,,
2114,12/31/19 11:30:00 AM,11.15,7.94,,,,,
2115,12/31/19 11:45:00 AM,11.13,7.88,,,,,
2116,12/31/19 12:00:00 PM,11.17,7.84,,,,,
2117,12/31/19 12:15:00 PM,11.22,7.82,,,,,
2118,12/31/19 12:30:00 PM,11.18,7.78,,,,,
2119,12/31/19 12:45:00 PM,11.28,7.78,,,,,
2120,12/31/19 01:00:00 PM,11.45,7.82,,,,,
2121,12/31/19 01:15:00 PM,11.73,7.90,,,,,
2122,12/31/19 01:30:00 PM,11.96,8.06,,,,,
2123,12/31/19 01:45:00 PM,11.99,8.20,,,,,
2124,12/31/19 02:00:00 PM,11.79,8.38,,,,,
2125,12/31/19 02:15:00 PM,11.70,8.52,,,,,
2126,12/31/19 02:30:00 PM,11.81,8.66,,,,,
2127,12/31/19 02:45:00 PM,11.91,8.76,,,,,
2128,12/31/19 03:00:00 PM,11.95,8.78,,,,,
2129,12/31/19 03:15:00 PM,12.13,8.82,,,,,
2130,12/31/19 03:30:00 PM,12.18,8.80,,,,,
2131,12/31/19 03:45:00 PM,12.03,8.76,,,,,
2132,12/31/19 04:00:00 PM,12.02,8.80,,,,,
2133,12/31/19 04:15:00 PM,12.04,8.88,,,,,
2134,12/31/19 04:30:00 PM,11.90,8.94,,,,,
2135,12/31/19 04:45:00 PM,11.74,8.90,,,,,
2136,12/31/19 05:00:00 PM,11.47,8.84,,,,,
2137,12/31/19 05:15:00 PM,11.22,8.80,,,,,
2138,12/31/19 05:30:00 PM,11.13,8.76,,,,,
2139,12/31/19 05:45:00 PM,11.08,8.74,,,,,
2140,12/31/19 06:00:00 PM,11.01,8.70,,,,,
2141,12/31/19 06:15:00 PM,10.95,8.64,,,,,
2142,12/31/19 06:30:00 PM,10.87,8.58,,,,,
2143,12/31/19 06:45:00 PM,10.84,8.56,,,,,
2144,12/31/19 07:00:00 PM,10.80,8.56,,,,,
2145,12/31/19 07:15:00 PM,10.81,8.58,,,,,
2146,12/31/19 07:30:00 PM,10.87,8.62,,,,,
2147,12/31/19 07:45:00 PM,10.90,8.64,,,,,
2148,12/31/19 08:00:00 PM,10.86,8.64,,,,,
2149,12/31/19 08:15:00 PM,10.83,8.60,,,,,
2150,12/31/19 08:30:00 PM,10.80,8.60,,,,,
2151,12/31/19 08:45:00 PM,10.80,8.56,,,,,
2152,12/31/19 09:00:00 PM,10.63,8.46,,,,,
2153,12/31/19 09:15:00 PM,10.53,8.30,,,,,
2154,12/31/19 09:30:00 PM,10.49,8.18,,,,,
2155,12/31/19 09:45:00 PM,10.48,8.08,,,,,
2156,12/31/19 10:00:00 PM,10.47,8.02,,,,,
2157,12/31/19 10:15:00 PM,10.49,7.98,,,,,
2158,12/31/19 10:30:00 PM,10.43,7.92,,,,,
2159,12/31/19 10:45:00 PM,10.37,7.86,,,,,
2160,12/31/19 11:00:00 PM,10.27,7.80,,,,,
2161,12/31/19 11:15:00 PM,10.30,7.76,,,,,
2162,12/31/19 11:30:00 PM,10.40,7.72,,,,,
2163,12/31/19 11:45:00 PM,10.34,7.66,,,,,
2164,01/01/20 12:00:00 AM,10.18,7.58,,,,,
2165,01/01/20 12:15:00 AM,9.89,7.44,,,,,
2166,01/01/20 12:30:00 AM,9.51,7.26,,,,,
2167,01/01/20 12:45:00 AM,9.08,6.88,,,,,
2168,01/01/20 01:00:00 AM,8.79,6.08,,,,,
2169,01/01/20 01:15:00 AM,12.90,5.24,,,,,
2170,01/01/20 01:30:00 AM,12.97,4.58,,,,,
2171,01/01/20 01:45:00 AM,13.13,4.08,,,,,
2172,01/01/20 02:00:00 AM,13.23,3.82,,,,,
2173,01/01/20 02:15:00 AM,13.29,3.70,,,,,
2174,01/01/20 02:30:00 AM,13.31,3.74,,,,,
2175,01/01/20 02:45:00 AM,13.22,3.96,,,,,
2176,01/01/20 03:00:00 AM,13.12,4.32,,,,,
2177,01/01/20 03:15:00 AM,12.94,4.78,,,,,
2178,01/01/20 03:30:00 AM,12.89,4.88,,,,,
2179,01/01/20 03:45:00 AM,12.94,4.70,,,,,
2180,01/01/20 04:00:00 AM,12.98,4.54,,,,,
2181,01/01/20 04:15:00 AM,13.04,4.40,,,,,
2182,01/01/20 04:30:00 AM,13.12,4.08,,,,,
2183,01/01/20 04:45:00 AM,13.22,3.82,,,,,
2184,01/01/20 05:00:00 AM,13.29,3.72,,,,,
2185,01/01/20 05:15:00 AM,13.24,3.90,,,,,
2186,01/01/20 05:30:00 AM,13.24,3.84,,,,,
2187,01/01/20 05:45:00 AM,10.51,3.86,,,,,
2188,01/01/20 06:00:00 AM,9.87,4.92,,,,,
2189,01/01/20 06:15:00 AM,9.71,6.24,,,,,
2190,01/01/20 06:30:00 AM,9.68,6.92,,,,,
2191,01/01/20 06:45:00 AM,9.74,7.34,,,,,
2192,01/01/20 07:00:00 AM,9.79,7.52,,,,,
2193,01/01/20 07:15:00 AM,9.81,7.60,,,,,
2194,01/01/20 07:30:00 AM,9.82,7.64,,,,,
2195,01/01/20 07:45:00 AM,9.83,7.66,,,,,
2196,01/01/20 08:00:00 AM,9.89,7.66,,,,,
2197,01/01/20 08:15:00 AM,9.99,7.70,,,,,
2198,01/01/20 08:30:00 AM,10.04,7.74,,,,,
2199,01/01/20 08:45:00 AM,9.94,7.76,,,,,
2200,01/01/20 09:00:00 AM,9.85,7.82,,,,,
2201,01/01/20 09:15:00 AM,9.87,7.86,,,,,
2202,01/01/20 09:30:00 AM,9.88,7.90,,,,,
2203,01/01/20 09:45:00 AM,10.09,7.96,,,,,
2204,01/01/20 10:00:00 AM,10.39,8.08,,,,,
2205,01/01/20 10:15:00 AM,10.82,8.18,,,,,
2206,01/01/20 10:30:00 AM,10.92,8.28,,,,,
2207,01/01/20 10:45:00 AM,10.84,8.36,,,,,
2208,01/01/20 11:00:00 AM,11.26,8.38,,,,,
2209,01/01/20 11:15:00 AM,11.33,8.38,,,,,
2210,01/01/20 11:30:00 AM,11.37,8.46,,,,,
2211,01/01/20 11:45:00 AM,11.41,8.46,,,,,
2212,01/01/20 12:00:00 PM,11.43,8.46,,,,,
2213,01/01/20 12:15:00 PM,11.40,8.38,,,,,
2214,01/01/20 12:30:00 PM,11.50,8.32,,,,,
2215,01/01/20 12:45:00 PM,11.55,8.28,,,,,
2216,01/01/20 01:00:00 PM,11.61,8.28,,,,,
2217,01/01/20 01:15:00 PM,11.65,8.30,,,,,
2218,01/01/20 01:30:00 PM,11.66,8.32,,,,,
2219,01/01/20 01:45:00 PM,11.74,8.38,,,,,
2220,01/01/20 02:00:00 PM,11.83,8.46,,,,,
2221,01/01/20 02:15:00 PM,12.06,8.52,,,,,
2222,01/01/20 02:30:00 PM,12.25,8.66,,,,,
2223,01/01/20 02:45:00 PM,12.44,8.82,,,,,
2224,01/01/20 03:00:00 PM,12.14,9.00,,,,,
2225,01/01/20 03:15:00 PM,12.48,9.10,,,,,
2226,01/01/20 03:30:00 PM,12.64,9.18,,,,,
2227,01/01/20 03:45:00 PM,12.72,9.24,,,,,
2228,01/01/20 04:00:00 PM,12.87,9.30,,,,,
2229,01/01/20 04:15:00 PM,12.87,9.34,,,,,
2230,01/01/20 04:30:00 PM,13.04,9.38,,,,,
2231,01/01/20 04:45:00 PM,13.41,9.30,,,,,
2232,01/01/20 05:00:00 PM,13.53,9.20,,,,,
2233,01/01/20 05:15:00 PM,12.76,9.00,,,,,
2234,01/01/20 05:30:00 PM,11.46,8.78,,,,,
2235,01/01/20 05:45:00 PM,11.25,8.72,,,,,
2236,01/01/20 06:00:00 PM,11.12,8.72,,,,,
2237,01/01/20 06:15:00 PM,11.06,8.72,,,,,
2238,01/01/20 06:30:00 PM,11.02,8.72,,,,,
2239,01/01/20 06:45:00 PM,10.99,8.72,,,,,
2240,01/01/20 07:00:00 PM,10.98,8.72,,,,,
2241,01/01/20 07:15:00 PM,10.95,8.70,,,,,
2242,01/01/20 07:30:00 PM,10.95,8.70,,,,,
2243,01/01/20 07:45:00 PM,10.95,8.70,,,,,
2244,01/01/20 08:00:00 PM,10.96,8.68,,,,,
2245,01/01/20 08:15:00 PM,10.96,8.68,,,,,
2246,01/01/20 08:30:00 PM,10.96,8.68,,,,,
2247,01/01/20 08:45:00 PM,10.96,8.68,,,,,
2248,01/01/20 09:00:00 PM,10.92,8.66,,,,,
2249,01/01/20 09:15:00 PM,10.87,8.64,,,,,
2250,01/01/20 09:30:00 PM,10.91,8.62,,,,,
2251,01/01/20 09:45:00 PM,10.86,8.56,,,,,
2252,01/01/20 10:00:00 PM,10.83,8.50,,,,,
2253,01/01/20 10:15:00 PM,10.77,8.46,,,,,
2254,01/01/20 10:30:00 PM,10.67,8.42,,,,,
2255,01/01/20 10:45:00 PM,10.55,8.34,,,,,
2256,01/01/20 11:00:00 PM,10.51,8.26,,,,,
2257,01/01/20 11:15:00 PM,10.44,8.18,,,,,
2258,01/01/20 11:30:00 PM,10.40,8.12,,,,,
2259,01/01/20 11:45:00 PM,10.41,8.06,,,,,
2260,01/02/20 12:00:00 AM,10.48,8.00,,,,,
2261,01/02/20 12:15:00 AM,10.59,7.94,,,,,
2262,01/02/20 12:30:00 AM,10.69,7.84,,,,,
2263,01/02/20 12:45:00 AM,10.67,7.66,,,,,
2264,01/02/20 01:00:00 AM,10.50,7.30,,,,,
2265,01/02/20 01:15:00 AM,10.32,6.50,,,,,
2266,01/02/20 01:30:00 AM,12.10,5.06,,,,,
2267,01/02/20 01:45:00 AM,13.31,3.94,,,,,
2268,01/02/20 02:00:00 AM,13.45,3.20,,,,,
2269,01/02/20 02:15:00 AM,13.63,2.68,,,,,
2270,01/02/20 02:30:00 AM,13.80,2.24,,,,,
2271,01/02/20 02:45:00 AM,13.85,2.20,,,,,
2272,01/02/20 03:00:00 AM,13.85,2.30,,,,,
2273,01/02/20 03:15:00 AM,13.74,2.30,,,,,
2274,01/02/20 03:30:00 AM,13.89,2.06,,,,,
2275,01/02/20 03:45:00 AM,13.89,2.08,,,,,
2276,01/02/20 04:00:00 AM,13.91,1.92,,,,,
2277,01/02/20 04:15:00 AM,13.96,2.10,,,,,
2278,01/02/20 04:30:00 AM,13.80,2.34,,,,,
2279,01/02/20 04:45:00 AM,13.77,2.38,,,,,
2280,01/02/20 05:00:00 AM,13.77,2.44,,,,,
2281,01/02/20 05:15:00 AM,13.76,2.42,,,,,
2282,01/02/20 05:30:00 AM,13.79,2.50,,,,,
2283,01/02/20 05:45:00 AM,13.68,2.64,,,,,
2284,01/02/20 06:00:00 AM,13.80,2.42,,,,,
2285,01/02/20 06:15:00 AM,13.73,2.82,,,,,
2286,01/02/20 06:30:00 AM,10.41,3.90,,,,,
2287,01/02/20 06:45:00 AM,10.19,5.62,,,,,
2288,01/02/20 07:00:00 AM,10.08,6.58,,,,,
2289,01/02/20 07:15:00 AM,10.08,7.12,,,,,
2290,01/02/20 07:30:00 AM,10.10,7.46,,,,,
