"Plot Title: 20568254"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568254, SEN S/N: 20568254)","Temp, °C (LGR S/N: 20568254, SEN S/N: 20568254)","Expired Sensor Cap (LGR S/N: 20568254)","End Of File (LGR S/N: 20568254)"
6446,11/15/19 01:15:00 PM,9.23,13.44,,
6447,11/15/19 01:30:00 PM,9.18,13.46,,
6448,11/15/19 01:45:00 PM,9.15,13.48,,
6449,11/15/19 02:00:00 PM,9.12,13.52,,
6450,11/15/19 02:15:00 PM,9.19,13.54,,
6451,11/15/19 02:30:00 PM,9.22,13.56,,
6452,11/15/19 02:45:00 PM,9.22,13.58,,
6453,11/15/19 03:00:00 PM,9.17,13.62,,
6454,11/15/19 03:15:00 PM,9.17,13.64,,
6455,11/15/19 03:30:00 PM,9.24,13.64,,
6456,11/15/19 03:45:00 PM,9.14,13.66,,
6457,11/15/19 04:00:00 PM,9.19,13.68,,
6458,11/15/19 04:15:00 PM,9.19,13.70,,
6459,11/15/19 04:30:00 PM,9.22,13.70,,
6460,11/15/19 04:45:00 PM,9.22,13.72,,
6461,11/15/19 05:00:00 PM,9.16,13.72,,
6462,11/15/19 05:15:00 PM,9.19,13.72,,
6463,11/15/19 05:30:00 PM,9.20,13.74,,
6464,11/15/19 05:45:00 PM,9.16,13.74,,
6465,11/15/19 06:00:00 PM,9.19,13.74,,
6466,11/15/19 06:15:00 PM,9.17,13.74,,
6467,11/15/19 06:30:00 PM,9.18,13.74,,
6468,11/15/19 06:45:00 PM,9.16,13.74,,
6469,11/15/19 07:00:00 PM,9.17,13.74,,
6470,11/15/19 07:15:00 PM,9.14,13.74,,
6471,11/15/19 07:30:00 PM,9.14,13.72,,
6472,11/15/19 07:45:00 PM,9.13,13.72,,
6473,11/15/19 08:00:00 PM,9.13,13.72,,
6474,11/15/19 08:15:00 PM,9.13,13.72,,
6475,11/15/19 08:30:00 PM,9.11,13.70,,
6476,11/15/19 08:45:00 PM,9.12,13.70,,
6477,11/15/19 09:00:00 PM,9.14,13.70,,
6478,11/15/19 09:15:00 PM,9.08,13.70,,
6479,11/15/19 09:30:00 PM,9.14,13.68,,
6480,11/15/19 09:45:00 PM,9.12,13.68,,
6481,11/15/19 10:00:00 PM,9.11,13.68,,
6482,11/15/19 10:15:00 PM,9.13,13.68,,
6483,11/15/19 10:30:00 PM,9.08,13.68,,
6484,11/15/19 10:45:00 PM,9.12,13.66,,
6485,11/15/19 11:00:00 PM,9.06,13.66,,
6486,11/15/19 11:15:00 PM,9.13,13.66,,
6487,11/15/19 11:30:00 PM,9.12,13.66,,
6488,11/15/19 11:45:00 PM,9.06,13.66,,
6489,11/16/19 12:00:00 AM,9.05,13.66,,
6490,11/16/19 12:15:00 AM,9.10,13.66,,
6491,11/16/19 12:30:00 AM,9.14,13.64,,
6492,11/16/19 12:45:00 AM,9.13,13.64,,
6493,11/16/19 01:00:00 AM,9.10,13.64,,
6494,11/16/19 01:15:00 AM,9.13,13.64,,
6495,11/16/19 01:30:00 AM,9.13,13.62,,
6496,11/16/19 01:45:00 AM,9.09,13.62,,
6497,11/16/19 02:00:00 AM,9.10,13.62,,
6498,11/16/19 02:15:00 AM,9.11,13.62,,
6499,11/16/19 02:30:00 AM,9.12,13.60,,
6500,11/16/19 02:45:00 AM,9.12,13.58,,
6501,11/16/19 03:00:00 AM,9.06,13.58,,
6502,11/16/19 03:15:00 AM,9.11,13.56,,
6503,11/16/19 03:30:00 AM,9.11,13.56,,
6504,11/16/19 03:45:00 AM,9.11,13.54,,
6505,11/16/19 04:00:00 AM,9.05,13.54,,
6506,11/16/19 04:15:00 AM,9.02,13.52,,
6507,11/16/19 04:30:00 AM,9.06,13.50,,
6508,11/16/19 04:45:00 AM,9.04,13.50,,
6509,11/16/19 05:00:00 AM,9.08,13.48,,
6510,11/16/19 05:15:00 AM,9.03,13.46,,
6511,11/16/19 05:30:00 AM,9.04,13.46,,
6512,11/16/19 05:45:00 AM,9.08,13.44,,
6513,11/16/19 06:00:00 AM,9.08,13.42,,
6514,11/16/19 06:15:00 AM,9.11,13.40,,
6515,11/16/19 06:30:00 AM,9.09,13.40,,
6516,11/16/19 06:45:00 AM,9.03,13.38,,
6517,11/16/19 07:00:00 AM,9.06,13.36,,
6518,11/16/19 07:15:00 AM,8.95,13.36,,
6519,11/16/19 07:30:00 AM,9.08,13.34,,
6520,11/16/19 07:45:00 AM,9.05,13.32,,
6521,11/16/19 08:00:00 AM,9.08,13.30,,
6522,11/16/19 08:15:00 AM,9.00,13.30,,
6523,11/16/19 08:30:00 AM,9.04,13.28,,
6524,11/16/19 08:45:00 AM,9.00,13.26,,
6525,11/16/19 09:00:00 AM,9.05,13.24,,
6526,11/16/19 09:15:00 AM,9.04,13.24,,
6527,11/16/19 09:30:00 AM,9.05,13.22,,
6528,11/16/19 09:45:00 AM,9.06,13.22,,
6529,11/16/19 10:00:00 AM,9.10,13.20,,
6530,11/16/19 10:15:00 AM,9.06,13.20,,
6531,11/16/19 10:30:00 AM,9.06,13.20,,
6532,11/16/19 10:45:00 AM,9.09,13.20,,
6533,11/16/19 11:00:00 AM,9.12,13.20,,
6534,11/16/19 11:15:00 AM,9.04,13.20,,
6535,11/16/19 11:30:00 AM,9.09,13.20,,
6536,11/16/19 11:45:00 AM,9.14,13.22,,
6537,11/16/19 12:00:00 PM,9.10,13.24,,
6538,11/16/19 12:15:00 PM,9.09,13.26,,
6539,11/16/19 12:30:00 PM,9.04,13.28,,
6540,11/16/19 12:45:00 PM,9.03,13.30,,
6541,11/16/19 01:00:00 PM,9.00,13.32,,
6542,11/16/19 01:15:00 PM,9.15,13.36,,
6543,11/16/19 01:30:00 PM,9.17,13.36,,
6544,11/16/19 01:45:00 PM,9.14,13.40,,
6545,11/16/19 02:00:00 PM,9.21,13.42,,
6546,11/16/19 02:15:00 PM,9.12,13.46,,
6547,11/16/19 02:30:00 PM,9.16,13.48,,
6548,11/16/19 02:45:00 PM,9.10,13.50,,
6549,11/16/19 03:00:00 PM,9.10,13.52,,
6550,11/16/19 03:15:00 PM,9.15,13.54,,
6551,11/16/19 03:30:00 PM,9.12,13.56,,
6552,11/16/19 03:45:00 PM,9.10,13.60,,
6553,11/16/19 04:00:00 PM,9.12,13.60,,
6554,11/16/19 04:15:00 PM,9.06,13.62,,
6555,11/16/19 04:30:00 PM,9.03,13.64,,
6556,11/16/19 04:45:00 PM,9.13,13.66,,
6557,11/16/19 05:00:00 PM,9.08,13.68,,
6558,11/16/19 05:15:00 PM,8.99,13.68,,
6559,11/16/19 05:30:00 PM,9.10,13.70,,
6560,11/16/19 05:45:00 PM,9.12,13.70,,
6561,11/16/19 06:00:00 PM,9.08,13.70,,
6562,11/16/19 06:15:00 PM,9.04,13.70,,
6563,11/16/19 06:30:00 PM,9.09,13.68,,
6564,11/16/19 06:45:00 PM,9.09,13.68,,
6565,11/16/19 07:00:00 PM,9.04,13.68,,
6566,11/16/19 07:15:00 PM,9.13,13.68,,
6567,11/16/19 07:30:00 PM,9.08,13.68,,
6568,11/16/19 07:45:00 PM,9.10,13.68,,
6569,11/16/19 08:00:00 PM,9.12,13.66,,
6570,11/16/19 08:15:00 PM,9.04,13.66,,
6571,11/16/19 08:30:00 PM,9.04,13.66,,
6572,11/16/19 08:45:00 PM,9.06,13.66,,
6573,11/16/19 09:00:00 PM,9.05,13.66,,
6574,11/16/19 09:15:00 PM,9.11,13.66,,
6575,11/16/19 09:30:00 PM,9.06,13.66,,
6576,11/16/19 09:45:00 PM,9.09,13.66,,
6577,11/16/19 10:00:00 PM,9.04,13.66,,
6578,11/16/19 10:15:00 PM,8.96,13.66,,
6579,11/16/19 10:30:00 PM,9.00,13.66,,
6580,11/16/19 10:45:00 PM,8.96,13.68,,
6581,11/16/19 11:00:00 PM,8.98,13.68,,
6582,11/16/19 11:15:00 PM,8.99,13.66,,
6583,11/16/19 11:30:00 PM,9.00,13.68,,
6584,11/16/19 11:45:00 PM,8.95,13.66,,
6585,11/17/19 12:00:00 AM,9.02,13.66,,
6586,11/17/19 12:15:00 AM,8.97,13.66,,
6587,11/17/19 12:30:00 AM,8.98,13.66,,
6588,11/17/19 12:45:00 AM,9.00,13.66,,
6589,11/17/19 01:00:00 AM,8.99,13.64,,
6590,11/17/19 01:15:00 AM,9.05,13.64,,
6591,11/17/19 01:30:00 AM,9.05,13.62,,
6592,11/17/19 01:45:00 AM,9.00,13.62,,
6593,11/17/19 02:00:00 AM,9.06,13.60,,
6594,11/17/19 02:15:00 AM,9.04,13.60,,
6595,11/17/19 02:30:00 AM,9.08,13.58,,
6596,11/17/19 02:45:00 AM,9.05,13.56,,
6597,11/17/19 03:00:00 AM,9.06,13.56,,
6598,11/17/19 03:15:00 AM,9.02,13.54,,
6599,11/17/19 03:30:00 AM,9.05,13.52,,
6600,11/17/19 03:45:00 AM,9.02,13.52,,
6601,11/17/19 04:00:00 AM,9.09,13.50,,
6602,11/17/19 04:15:00 AM,9.09,13.48,,
6603,11/17/19 04:30:00 AM,9.01,13.48,,
6604,11/17/19 04:45:00 AM,9.05,13.46,,
6605,11/17/19 05:00:00 AM,8.96,13.46,,
6606,11/17/19 05:15:00 AM,8.90,13.44,,
6607,11/17/19 05:30:00 AM,9.03,13.42,,
6608,11/17/19 05:45:00 AM,9.00,13.42,,
6609,11/17/19 06:00:00 AM,9.03,13.40,,
6610,11/17/19 06:15:00 AM,9.01,13.38,,
6611,11/17/19 06:30:00 AM,9.00,13.38,,
6612,11/17/19 06:45:00 AM,8.99,13.36,,
6613,11/17/19 07:00:00 AM,9.04,13.34,,
6614,11/17/19 07:15:00 AM,9.02,13.34,,
6615,11/17/19 07:30:00 AM,8.98,13.32,,
6616,11/17/19 07:45:00 AM,9.06,13.30,,
6617,11/17/19 08:00:00 AM,8.99,13.28,,
6618,11/17/19 08:15:00 AM,8.96,13.26,,
6619,11/17/19 08:30:00 AM,9.00,13.24,,
6620,11/17/19 08:45:00 AM,8.97,13.22,,
6621,11/17/19 09:00:00 AM,8.99,13.22,,
6622,11/17/19 09:15:00 AM,9.00,13.20,,
6623,11/17/19 09:30:00 AM,9.03,13.20,,
6624,11/17/19 09:45:00 AM,9.03,13.20,,
6625,11/17/19 10:00:00 AM,8.99,13.18,,
6626,11/17/19 10:15:00 AM,9.05,13.20,,
6627,11/17/19 10:30:00 AM,9.03,13.20,,
6628,11/17/19 10:45:00 AM,9.06,13.22,,
6629,11/17/19 11:00:00 AM,9.12,13.22,,
6630,11/17/19 11:15:00 AM,9.06,13.24,,
6631,11/17/19 11:30:00 AM,9.05,13.26,,
6632,11/17/19 11:45:00 AM,9.08,13.28,,
6633,11/17/19 12:00:00 PM,9.08,13.30,,
6634,11/17/19 12:15:00 PM,9.06,13.32,,
6635,11/17/19 12:30:00 PM,9.02,13.36,,
6636,11/17/19 12:45:00 PM,9.09,13.38,,
6637,11/17/19 01:00:00 PM,9.04,13.40,,
6638,11/17/19 01:15:00 PM,9.09,13.44,,
6639,11/17/19 01:30:00 PM,9.08,13.46,,
6640,11/17/19 01:45:00 PM,9.05,13.50,,
6641,11/17/19 02:00:00 PM,9.12,13.52,,
6642,11/17/19 02:15:00 PM,9.13,13.54,,
6643,11/17/19 02:30:00 PM,9.13,13.56,,
6644,11/17/19 02:45:00 PM,9.09,13.58,,
6645,11/17/19 03:00:00 PM,9.10,13.62,,
6646,11/17/19 03:15:00 PM,9.09,13.62,,
6647,11/17/19 03:30:00 PM,9.12,13.64,,
6648,11/17/19 03:45:00 PM,9.11,13.66,,
6649,11/17/19 04:00:00 PM,9.08,13.68,,
6650,11/17/19 04:15:00 PM,9.05,13.70,,
6651,11/17/19 04:30:00 PM,9.09,13.70,,
6652,11/17/19 04:45:00 PM,9.01,13.72,,
6653,11/17/19 05:00:00 PM,9.06,13.72,,
6654,11/17/19 05:15:00 PM,9.06,13.74,,
6655,11/17/19 05:30:00 PM,9.08,13.74,,
6656,11/17/19 05:45:00 PM,9.03,13.76,,
6657,11/17/19 06:00:00 PM,9.05,13.76,,
6658,11/17/19 06:15:00 PM,9.05,13.76,,
6659,11/17/19 06:30:00 PM,9.11,13.76,,
6660,11/17/19 06:45:00 PM,9.02,13.76,,
6661,11/17/19 07:00:00 PM,9.06,13.76,,
6662,11/17/19 07:15:00 PM,9.09,13.76,,
6663,11/17/19 07:30:00 PM,9.10,13.76,,
6664,11/17/19 07:45:00 PM,9.04,13.76,,
6665,11/17/19 08:00:00 PM,9.09,13.76,,
6666,11/17/19 08:15:00 PM,9.03,13.74,,
6667,11/17/19 08:30:00 PM,9.04,13.74,,
6668,11/17/19 08:45:00 PM,9.03,13.74,,
6669,11/17/19 09:00:00 PM,9.03,13.74,,
6670,11/17/19 09:15:00 PM,9.00,13.74,,
6671,11/17/19 09:30:00 PM,9.00,13.74,,
6672,11/17/19 09:45:00 PM,9.00,13.74,,
6673,11/17/19 10:00:00 PM,8.98,13.74,,
6674,11/17/19 10:15:00 PM,8.98,13.74,,
6675,11/17/19 10:30:00 PM,8.98,13.74,,
6676,11/17/19 10:45:00 PM,8.94,13.76,,
6677,11/17/19 11:00:00 PM,8.94,13.74,,
6678,11/17/19 11:15:00 PM,8.98,13.74,,
6679,11/17/19 11:30:00 PM,8.98,13.74,,
6680,11/17/19 11:45:00 PM,8.96,13.74,,
6681,11/18/19 12:00:00 AM,9.01,13.74,,
6682,11/18/19 12:15:00 AM,8.97,13.74,,
6683,11/18/19 12:30:00 AM,9.01,13.74,,
6684,11/18/19 12:45:00 AM,9.01,13.72,,
6685,11/18/19 01:00:00 AM,8.92,13.72,,
6686,11/18/19 01:15:00 AM,8.99,13.72,,
6687,11/18/19 01:30:00 AM,8.99,13.72,,
6688,11/18/19 01:45:00 AM,9.03,13.70,,
6689,11/18/19 02:00:00 AM,9.00,13.70,,
6690,11/18/19 02:15:00 AM,8.97,13.68,,
6691,11/18/19 02:30:00 AM,8.99,13.68,,
6692,11/18/19 02:45:00 AM,8.97,13.66,,
6693,11/18/19 03:00:00 AM,8.96,13.64,,
6694,11/18/19 03:15:00 AM,9.03,13.64,,
6695,11/18/19 03:30:00 AM,9.01,13.62,,
6696,11/18/19 03:45:00 AM,9.02,13.62,,
6697,11/18/19 04:00:00 AM,8.98,13.60,,
6698,11/18/19 04:15:00 AM,8.97,13.60,,
6699,11/18/19 04:30:00 AM,8.96,13.58,,
6700,11/18/19 04:45:00 AM,8.99,13.56,,
6701,11/18/19 05:00:00 AM,8.98,13.56,,
6702,11/18/19 05:15:00 AM,8.98,13.54,,
6703,11/18/19 05:30:00 AM,9.00,13.54,,
6704,11/18/19 05:45:00 AM,9.00,13.52,,
6705,11/18/19 06:00:00 AM,8.96,13.50,,
6706,11/18/19 06:15:00 AM,8.95,13.50,,
6707,11/18/19 06:30:00 AM,8.93,13.48,,
6708,11/18/19 06:45:00 AM,8.97,13.46,,
6709,11/18/19 07:00:00 AM,8.94,13.44,,
6710,11/18/19 07:15:00 AM,8.95,13.44,,
6711,11/18/19 07:30:00 AM,8.97,13.42,,
6712,11/18/19 07:45:00 AM,8.92,13.40,,
6713,11/18/19 08:00:00 AM,8.99,13.38,,
6714,11/18/19 08:15:00 AM,8.95,13.36,,
6715,11/18/19 08:30:00 AM,8.92,13.36,,
6716,11/18/19 08:45:00 AM,8.91,13.34,,
6717,11/18/19 09:00:00 AM,8.98,13.32,,
6718,11/18/19 09:15:00 AM,8.98,13.30,,
6719,11/18/19 09:30:00 AM,8.91,13.30,,
6720,11/18/19 09:45:00 AM,8.99,13.30,,
6721,11/18/19 10:00:00 AM,8.99,13.30,,
6722,11/18/19 10:15:00 AM,9.00,13.30,,
6723,11/18/19 10:30:00 AM,8.99,13.28,,
6724,11/18/19 10:45:00 AM,8.96,13.30,,
6725,11/18/19 11:00:00 AM,9.06,13.30,,
6726,11/18/19 11:15:00 AM,9.01,13.32,,
6727,11/18/19 11:30:00 AM,9.02,13.34,,
6728,11/18/19 11:45:00 AM,9.05,13.36,,
6729,11/18/19 12:00:00 PM,9.00,13.36,,
6730,11/18/19 12:15:00 PM,9.04,13.38,,
6731,11/18/19 12:30:00 PM,9.05,13.42,,
6732,11/18/19 12:45:00 PM,9.03,13.44,,
6733,11/18/19 01:00:00 PM,9.08,13.48,,
6734,11/18/19 01:15:00 PM,9.02,13.50,,
6735,11/18/19 01:30:00 PM,9.00,13.54,,
6736,11/18/19 01:45:00 PM,9.03,13.56,,
6737,11/18/19 02:00:00 PM,9.09,13.58,,
6738,11/18/19 02:15:00 PM,9.04,13.62,,
6739,11/18/19 02:30:00 PM,9.01,13.64,,
6740,11/18/19 02:45:00 PM,9.12,13.66,,
6741,11/18/19 03:00:00 PM,9.04,13.70,,
6742,11/18/19 03:15:00 PM,9.08,13.72,,
6743,11/18/19 03:30:00 PM,9.17,13.74,,
6744,11/18/19 03:45:00 PM,9.09,13.74,,
6745,11/18/19 04:00:00 PM,9.15,13.76,,
6746,11/18/19 04:15:00 PM,9.09,13.78,,
6747,11/18/19 04:30:00 PM,9.08,13.78,,
6748,11/18/19 04:45:00 PM,9.05,13.80,,
6749,11/18/19 05:00:00 PM,9.03,13.80,,
6750,11/18/19 05:15:00 PM,9.03,13.82,,
6751,11/18/19 05:30:00 PM,9.08,13.82,,
6752,11/18/19 05:45:00 PM,9.09,13.82,,
6753,11/18/19 06:00:00 PM,9.05,13.82,,
6754,11/18/19 06:15:00 PM,9.08,13.82,,
6755,11/18/19 06:30:00 PM,9.06,13.82,,
6756,11/18/19 06:45:00 PM,9.05,13.82,,
6757,11/18/19 07:00:00 PM,9.09,13.82,,
6758,11/18/19 07:15:00 PM,9.05,13.80,,
6759,11/18/19 07:30:00 PM,9.08,13.80,,
6760,11/18/19 07:45:00 PM,9.10,13.80,,
6761,11/18/19 08:00:00 PM,9.06,13.78,,
6762,11/18/19 08:15:00 PM,9.04,13.78,,
6763,11/18/19 08:30:00 PM,9.08,13.78,,
6764,11/18/19 08:45:00 PM,9.04,13.78,,
6765,11/18/19 09:00:00 PM,9.05,13.78,,
6766,11/18/19 09:15:00 PM,9.09,13.78,,
6767,11/18/19 09:30:00 PM,9.03,13.78,,
6768,11/18/19 09:45:00 PM,9.09,13.78,,
6769,11/18/19 10:00:00 PM,9.05,13.78,,
6770,11/18/19 10:15:00 PM,9.02,13.78,,
6771,11/18/19 10:30:00 PM,9.03,13.78,,
6772,11/18/19 10:45:00 PM,9.01,13.78,,
6773,11/18/19 11:00:00 PM,8.97,13.78,,
6774,11/18/19 11:15:00 PM,8.93,13.78,,
6775,11/18/19 11:30:00 PM,8.99,13.78,,
6776,11/18/19 11:45:00 PM,9.01,13.78,,
6777,11/19/19 12:00:00 AM,8.96,13.78,,
6778,11/19/19 12:15:00 AM,8.99,13.78,,
6779,11/19/19 12:30:00 AM,9.03,13.76,,
6780,11/19/19 12:45:00 AM,8.99,13.76,,
6781,11/19/19 01:00:00 AM,8.98,13.76,,
6782,11/19/19 01:15:00 AM,9.01,13.76,,
6783,11/19/19 01:30:00 AM,9.02,13.74,,
6784,11/19/19 01:45:00 AM,9.04,13.74,,
6785,11/19/19 02:00:00 AM,9.06,13.72,,
6786,11/19/19 02:15:00 AM,8.97,13.72,,
6787,11/19/19 02:30:00 AM,8.92,13.72,,
6788,11/19/19 02:45:00 AM,8.94,13.70,,
6789,11/19/19 03:00:00 AM,8.99,13.68,,
6790,11/19/19 03:15:00 AM,8.88,13.66,,
6791,11/19/19 03:30:00 AM,8.94,13.66,,
6792,11/19/19 03:45:00 AM,9.01,13.64,,
6793,11/19/19 04:00:00 AM,8.97,13.62,,
6794,11/19/19 04:15:00 AM,8.96,13.62,,
6795,11/19/19 04:30:00 AM,8.91,13.60,,
6796,11/19/19 04:45:00 AM,9.00,13.60,,
6797,11/19/19 05:00:00 AM,8.95,13.58,,
6798,11/19/19 05:15:00 AM,8.95,13.56,,
6799,11/19/19 05:30:00 AM,8.94,13.56,,
6800,11/19/19 05:45:00 AM,8.96,13.54,,
6801,11/19/19 06:00:00 AM,8.91,13.54,,
6802,11/19/19 06:15:00 AM,8.97,13.52,,
6803,11/19/19 06:30:00 AM,8.96,13.50,,
6804,11/19/19 06:45:00 AM,8.95,13.50,,
6805,11/19/19 07:00:00 AM,8.94,13.48,,
6806,11/19/19 07:15:00 AM,8.89,13.48,,
6807,11/19/19 07:30:00 AM,8.98,13.46,,
6808,11/19/19 07:45:00 AM,8.98,13.44,,
6809,11/19/19 08:00:00 AM,8.98,13.44,,
6810,11/19/19 08:15:00 AM,8.90,13.42,,
6811,11/19/19 08:30:00 AM,8.96,13.40,,
6812,11/19/19 08:45:00 AM,8.87,13.40,,
6813,11/19/19 09:00:00 AM,8.91,13.38,,
6814,11/19/19 09:15:00 AM,8.96,13.38,,
6815,11/19/19 09:30:00 AM,8.93,13.38,,
6816,11/19/19 09:45:00 AM,8.85,13.38,,
6817,11/19/19 10:00:00 AM,8.94,13.38,,
6818,11/19/19 10:15:00 AM,8.94,13.38,,
6819,11/19/19 10:30:00 AM,8.97,13.38,,
6820,11/19/19 10:45:00 AM,8.99,13.38,,
6821,11/19/19 11:00:00 AM,8.96,13.40,,
6822,11/19/19 11:15:00 AM,8.89,13.40,,
6823,11/19/19 11:30:00 AM,8.99,13.42,,
6824,11/19/19 11:45:00 AM,8.91,13.44,,
6825,11/19/19 12:00:00 PM,8.93,13.46,,
6826,11/19/19 12:15:00 PM,8.94,13.48,,
6827,11/19/19 12:30:00 PM,8.94,13.50,,
6828,11/19/19 12:45:00 PM,8.96,13.52,,
6829,11/19/19 01:00:00 PM,9.01,13.56,,
6830,11/19/19 01:15:00 PM,8.99,13.58,,
6831,11/19/19 01:30:00 PM,8.95,13.62,,
6832,11/19/19 01:45:00 PM,8.97,13.64,,
6833,11/19/19 02:00:00 PM,8.97,13.66,,
6834,11/19/19 02:15:00 PM,8.97,13.70,,
6835,11/19/19 02:30:00 PM,8.98,13.70,,
6836,11/19/19 02:45:00 PM,8.96,13.72,,
6837,11/19/19 03:00:00 PM,8.97,13.74,,
6838,11/19/19 03:15:00 PM,8.98,13.76,,
6839,11/19/19 03:30:00 PM,8.96,13.78,,
6840,11/19/19 03:45:00 PM,8.97,13.78,,
6841,11/19/19 04:00:00 PM,9.00,13.80,,
6842,11/19/19 04:15:00 PM,8.98,13.82,,
6843,11/19/19 04:30:00 PM,9.00,13.82,,
6844,11/19/19 04:45:00 PM,9.05,13.82,,
6845,11/19/19 05:00:00 PM,9.04,13.84,,
6846,11/19/19 05:15:00 PM,9.02,13.84,,
6847,11/19/19 05:30:00 PM,8.91,13.84,,
6848,11/19/19 05:45:00 PM,8.96,13.84,,
6849,11/19/19 06:00:00 PM,8.96,13.84,,
6850,11/19/19 06:15:00 PM,8.90,13.84,,
6851,11/19/19 06:30:00 PM,8.91,13.82,,
6852,11/19/19 06:45:00 PM,8.95,13.82,,
6853,11/19/19 07:00:00 PM,8.87,13.82,,
6854,11/19/19 07:15:00 PM,8.91,13.82,,
6855,11/19/19 07:30:00 PM,8.96,13.82,,
6856,11/19/19 07:45:00 PM,8.91,13.80,,
6857,11/19/19 08:00:00 PM,8.93,13.80,,
6858,11/19/19 08:15:00 PM,8.87,13.80,,
6859,11/19/19 08:30:00 PM,8.93,13.80,,
6860,11/19/19 08:45:00 PM,8.95,13.78,,
6861,11/19/19 09:00:00 PM,8.89,13.78,,
6862,11/19/19 09:15:00 PM,8.95,13.78,,
6863,11/19/19 09:30:00 PM,8.87,13.78,,
6864,11/19/19 09:45:00 PM,8.89,13.78,,
6865,11/19/19 10:00:00 PM,8.89,13.78,,
6866,11/19/19 10:15:00 PM,8.92,13.78,,
6867,11/19/19 10:30:00 PM,8.89,13.78,,
6868,11/19/19 10:45:00 PM,8.85,13.78,,
6869,11/19/19 11:00:00 PM,8.88,13.78,,
6870,11/19/19 11:15:00 PM,8.91,13.78,,
6871,11/19/19 11:30:00 PM,8.88,13.78,,
6872,11/19/19 11:45:00 PM,8.90,13.78,,
6873,11/20/19 12:00:00 AM,8.86,13.78,,
6874,11/20/19 12:15:00 AM,8.89,13.76,,
6875,11/20/19 12:30:00 AM,8.86,13.76,,
6876,11/20/19 12:45:00 AM,8.89,13.74,,
6877,11/20/19 01:00:00 AM,8.92,13.72,,
6878,11/20/19 01:15:00 AM,8.85,13.72,,
6879,11/20/19 01:30:00 AM,8.87,13.70,,
6880,11/20/19 01:45:00 AM,8.84,13.70,,
6881,11/20/19 02:00:00 AM,8.83,13.68,,
6882,11/20/19 02:15:00 AM,8.81,13.66,,
6883,11/20/19 02:30:00 AM,8.90,13.64,,
6884,11/20/19 02:45:00 AM,8.81,13.62,,
6885,11/20/19 03:00:00 AM,8.83,13.60,,
6886,11/20/19 03:15:00 AM,8.86,13.58,,
6887,11/20/19 03:30:00 AM,8.93,13.56,,
6888,11/20/19 03:45:00 AM,8.87,13.54,,
6889,11/20/19 04:00:00 AM,8.93,13.52,,
6890,11/20/19 04:15:00 AM,8.82,13.50,,
6891,11/20/19 04:30:00 AM,8.77,13.48,,
6892,11/20/19 04:45:00 AM,8.83,13.46,,
6893,11/20/19 05:00:00 AM,8.82,13.46,,
6894,11/20/19 05:15:00 AM,8.87,13.44,,
6895,11/20/19 05:30:00 AM,8.86,13.42,,
6896,11/20/19 05:45:00 AM,8.84,13.40,,
6897,11/20/19 06:00:00 AM,8.80,13.38,,
6898,11/20/19 06:15:00 AM,8.87,13.36,,
6899,11/20/19 06:30:00 AM,8.90,13.36,,
6900,11/20/19 06:45:00 AM,8.81,13.34,,
6901,11/20/19 07:00:00 AM,8.88,13.34,,
6902,11/20/19 07:15:00 AM,8.87,13.32,,
6903,11/20/19 07:30:00 AM,8.87,13.30,,
6904,11/20/19 07:45:00 AM,8.86,13.28,,
6905,11/20/19 08:00:00 AM,8.81,13.26,,
6906,11/20/19 08:15:00 AM,8.80,13.24,,
6907,11/20/19 08:30:00 AM,8.73,13.24,,
6908,11/20/19 08:45:00 AM,8.83,13.22,,
6909,11/20/19 09:00:00 AM,8.86,13.22,,
6910,11/20/19 09:15:00 AM,8.83,13.20,,
6911,11/20/19 09:30:00 AM,8.83,13.18,,
6912,11/20/19 09:45:00 AM,8.85,13.16,,
6913,11/20/19 10:00:00 AM,8.94,13.16,,
6914,11/20/19 10:15:00 AM,8.87,13.16,,
6915,11/20/19 10:30:00 AM,8.89,13.16,,
6916,11/20/19 10:45:00 AM,8.96,13.16,,
6917,11/20/19 11:00:00 AM,8.94,13.16,,
6918,11/20/19 11:15:00 AM,8.93,13.16,,
6919,11/20/19 11:30:00 AM,8.96,13.18,,
6920,11/20/19 11:45:00 AM,8.96,13.18,,
6921,11/20/19 12:00:00 PM,8.96,13.18,,
6922,11/20/19 12:15:00 PM,8.94,13.18,,
6923,11/20/19 12:30:00 PM,8.97,13.20,,
6924,11/20/19 12:45:00 PM,8.96,13.22,,
6925,11/20/19 01:00:00 PM,8.96,13.24,,
6926,11/20/19 01:15:00 PM,9.00,13.26,,
6927,11/20/19 01:30:00 PM,8.98,13.28,,
6928,11/20/19 01:45:00 PM,8.98,13.30,,
6929,11/20/19 02:00:00 PM,8.98,13.32,,
6930,11/20/19 02:15:00 PM,8.98,13.34,,
6931,11/20/19 02:30:00 PM,8.97,13.36,,
6932,11/20/19 02:45:00 PM,8.95,13.36,,
6933,11/20/19 03:00:00 PM,8.93,13.38,,
6934,11/20/19 03:15:00 PM,8.94,13.38,,
6935,11/20/19 03:30:00 PM,8.99,13.38,,
6936,11/20/19 03:45:00 PM,8.96,13.40,,
6937,11/20/19 04:00:00 PM,8.87,13.40,,
6938,11/20/19 04:15:00 PM,8.95,13.40,,
6939,11/20/19 04:30:00 PM,8.95,13.40,,
6940,11/20/19 04:45:00 PM,8.99,13.40,,
