"Plot Title: 20568253"
"#","Date Time, GMT-07:00","DO conc, mg/L","Temp, °C","Coupler Attached","Host Connected","Stopped","End Of File"
4119,05/02/19 09:30:00 AM,10.35,12.66,,,,
4120,05/02/19 09:45:00 AM,10.31,12.68,,,,
4121,05/02/19 10:00:00 AM,10.37,12.70,,,,
4122,05/02/19 10:15:00 AM,10.35,12.72,,,,
4123,05/02/19 10:30:00 AM,10.36,12.74,,,,
4124,05/02/19 10:45:00 AM,10.34,12.78,,,,
4125,05/02/19 11:00:00 AM,10.29,12.82,,,,
4126,05/02/19 11:15:00 AM,10.30,12.86,,,,
4127,05/02/19 11:30:00 AM,10.38,12.90,,,,
4128,05/02/19 11:45:00 AM,10.28,12.96,,,,
4129,05/02/19 12:00:00 PM,10.35,13.02,,,,
4130,05/02/19 12:15:00 PM,10.33,13.08,,,,
4131,05/02/19 12:30:00 PM,10.22,13.16,,,,
4132,05/02/19 12:45:00 PM,10.25,13.22,,,,
4133,05/02/19 01:00:00 PM,10.27,13.28,,,,
4134,05/02/19 01:15:00 PM,10.39,13.34,,,,
4135,05/02/19 01:30:00 PM,10.30,13.40,,,,
4136,05/02/19 01:45:00 PM,10.34,13.46,,,,
4137,05/02/19 02:00:00 PM,10.31,13.50,,,,
4138,05/02/19 02:15:00 PM,10.29,13.56,,,,
4139,05/02/19 02:30:00 PM,10.30,13.60,,,,
4140,05/02/19 02:45:00 PM,10.37,13.64,,,,
4141,05/02/19 03:00:00 PM,10.34,13.68,,,,
4142,05/02/19 03:15:00 PM,10.49,13.74,,,,
4143,05/02/19 03:30:00 PM,10.50,13.76,,,,
4144,05/02/19 03:45:00 PM,10.49,13.78,,,,
4145,05/02/19 04:00:00 PM,10.49,13.80,,,,
4146,05/02/19 04:15:00 PM,10.50,13.84,,,,
4147,05/02/19 04:30:00 PM,10.54,13.86,,,,
4148,05/02/19 04:45:00 PM,10.50,13.86,,,,
4149,05/02/19 05:00:00 PM,10.51,13.88,,,,
4150,05/02/19 05:15:00 PM,10.49,13.88,,,,
4151,05/02/19 05:30:00 PM,10.49,13.88,,,,
4152,05/02/19 05:45:00 PM,10.54,13.86,,,,
4153,05/02/19 06:00:00 PM,10.53,13.86,,,,
4154,05/02/19 06:15:00 PM,10.55,13.84,,,,
4155,05/02/19 06:30:00 PM,10.54,13.84,,,,
4156,05/02/19 06:45:00 PM,10.54,13.82,,,,
4157,05/02/19 07:00:00 PM,10.53,13.80,,,,
4158,05/02/19 07:15:00 PM,10.51,13.78,,,,
4159,05/02/19 07:30:00 PM,10.54,13.74,,,,
4160,05/02/19 07:45:00 PM,10.51,13.74,,,,
4161,05/02/19 08:00:00 PM,10.41,13.70,,,,
4162,05/02/19 08:15:00 PM,10.44,13.68,,,,
4163,05/02/19 08:30:00 PM,10.50,13.66,,,,
4164,05/02/19 08:45:00 PM,10.46,13.64,,,,
4165,05/02/19 09:00:00 PM,10.45,13.62,,,,
4166,05/02/19 09:15:00 PM,10.46,13.60,,,,
4167,05/02/19 09:30:00 PM,10.44,13.56,,,,
4168,05/02/19 09:45:00 PM,10.44,13.54,,,,
4169,05/02/19 10:00:00 PM,10.42,13.52,,,,
4170,05/02/19 10:15:00 PM,10.39,13.50,,,,
4171,05/02/19 10:30:00 PM,10.40,13.46,,,,
4172,05/02/19 10:45:00 PM,10.40,13.44,,,,
4173,05/02/19 11:00:00 PM,10.37,13.42,,,,
4174,05/02/19 11:15:00 PM,10.33,13.40,,,,
4175,05/02/19 11:30:00 PM,10.36,13.38,,,,
4176,05/02/19 11:45:00 PM,10.35,13.36,,,,
4177,05/03/19 12:00:00 AM,10.33,13.34,,,,
4178,05/03/19 12:15:00 AM,10.31,13.30,,,,
4179,05/03/19 12:30:00 AM,10.32,13.28,,,,
4180,05/03/19 12:45:00 AM,10.32,13.26,,,,
4181,05/03/19 01:00:00 AM,10.27,13.26,,,,
4182,05/03/19 01:15:00 AM,10.28,13.24,,,,
4183,05/03/19 01:30:00 AM,10.26,13.22,,,,
4184,05/03/19 01:45:00 AM,10.26,13.20,,,,
4185,05/03/19 02:00:00 AM,10.26,13.18,,,,
4186,05/03/19 02:15:00 AM,10.22,13.16,,,,
4187,05/03/19 02:30:00 AM,10.22,13.16,,,,
4188,05/03/19 02:45:00 AM,10.23,13.14,,,,
4189,05/03/19 03:00:00 AM,10.24,13.12,,,,
4190,05/03/19 03:15:00 AM,10.20,13.12,,,,
4191,05/03/19 03:30:00 AM,10.23,13.10,,,,
4192,05/03/19 03:45:00 AM,10.22,13.08,,,,
4193,05/03/19 04:00:00 AM,10.23,13.06,,,,
4194,05/03/19 04:15:00 AM,10.20,13.04,,,,
4195,05/03/19 04:30:00 AM,10.21,13.02,,,,
4196,05/03/19 04:45:00 AM,10.23,13.00,,,,
4197,05/03/19 05:00:00 AM,10.24,13.00,,,,
4198,05/03/19 05:15:00 AM,10.19,12.98,,,,
4199,05/03/19 05:30:00 AM,10.18,12.96,,,,
4200,05/03/19 05:45:00 AM,10.19,12.94,,,,
4201,05/03/19 06:00:00 AM,10.20,12.92,,,,
4202,05/03/19 06:15:00 AM,10.24,12.90,,,,
4203,05/03/19 06:30:00 AM,10.22,12.90,,,,
4204,05/03/19 06:45:00 AM,10.20,12.88,,,,
4205,05/03/19 07:00:00 AM,10.22,12.86,,,,
4206,05/03/19 07:15:00 AM,10.20,12.86,,,,
4207,05/03/19 07:30:00 AM,10.20,12.84,,,,
4208,05/03/19 07:45:00 AM,10.23,12.82,,,,
4209,05/03/19 08:00:00 AM,10.20,12.82,,,,
4210,05/03/19 08:15:00 AM,10.19,12.82,,,,
4211,05/03/19 08:30:00 AM,10.20,12.84,,,,
4212,05/03/19 08:45:00 AM,10.22,12.84,,,,
4213,05/03/19 09:00:00 AM,10.23,12.86,,,,
4214,05/03/19 09:15:00 AM,10.17,12.86,,,,
4215,05/03/19 09:30:00 AM,10.21,12.88,,,,
4216,05/03/19 09:45:00 AM,10.21,12.90,,,,
4217,05/03/19 10:00:00 AM,10.24,12.90,,,,
4218,05/03/19 10:15:00 AM,10.23,12.94,,,,
4219,05/03/19 10:30:00 AM,10.18,12.96,,,,
4220,05/03/19 10:45:00 AM,10.29,13.00,,,,
4221,05/03/19 11:00:00 AM,10.31,13.04,,,,
4222,05/03/19 11:15:00 AM,10.28,13.08,,,,
4223,05/03/19 11:30:00 AM,10.28,13.14,,,,
4224,05/03/19 11:45:00 AM,10.28,13.18,,,,
4225,05/03/19 12:00:00 PM,10.30,13.24,,,,
4226,05/03/19 12:15:00 PM,10.30,13.30,,,,
4227,05/03/19 12:30:00 PM,10.37,13.36,,,,
4228,05/03/19 12:45:00 PM,10.32,13.42,,,,
4229,05/03/19 01:00:00 PM,10.32,13.48,,,,
4230,05/03/19 01:15:00 PM,10.37,13.54,,,,
4231,05/03/19 01:30:00 PM,10.36,13.60,,,,
4232,05/03/19 01:45:00 PM,10.40,13.64,,,,
4233,05/03/19 02:00:00 PM,10.38,13.68,,,,
4234,05/03/19 02:15:00 PM,10.36,13.74,,,,
4235,05/03/19 02:30:00 PM,10.40,13.76,,,,
4236,05/03/19 02:45:00 PM,10.42,13.80,,,,
4237,05/03/19 03:00:00 PM,10.42,13.84,,,,
4238,05/03/19 03:15:00 PM,10.40,13.88,,,,
4239,05/03/19 03:30:00 PM,10.38,13.92,,,,
4240,05/03/19 03:45:00 PM,10.42,13.94,,,,
4241,05/03/19 04:00:00 PM,10.39,13.96,,,,
4242,05/03/19 04:15:00 PM,10.44,13.98,,,,
4243,05/03/19 04:30:00 PM,10.44,13.98,,,,
4244,05/03/19 04:45:00 PM,10.41,14.00,,,,
4245,05/03/19 05:00:00 PM,10.43,14.00,,,,
4246,05/03/19 05:15:00 PM,10.36,13.98,,,,
4247,05/03/19 05:30:00 PM,10.44,13.98,,,,
4248,05/03/19 05:45:00 PM,10.42,13.96,,,,
4249,05/03/19 06:00:00 PM,10.45,13.96,,,,
4250,05/03/19 06:15:00 PM,10.46,13.94,,,,
4251,05/03/19 06:30:00 PM,10.44,13.92,,,,
4252,05/03/19 06:45:00 PM,10.43,13.90,,,,
4253,05/03/19 07:00:00 PM,10.44,13.88,,,,
4254,05/03/19 07:15:00 PM,10.45,13.86,,,,
4255,05/03/19 07:30:00 PM,10.41,13.84,,,,
4256,05/03/19 07:45:00 PM,10.38,13.82,,,,
4257,05/03/19 08:00:00 PM,10.47,13.78,,,,
4258,05/03/19 08:15:00 PM,10.45,13.74,,,,
4259,05/03/19 08:30:00 PM,10.48,13.72,,,,
4260,05/03/19 08:45:00 PM,10.46,13.70,,,,
4261,05/03/19 09:00:00 PM,10.46,13.66,,,,
4262,05/03/19 09:15:00 PM,10.46,13.64,,,,
4263,05/03/19 09:30:00 PM,10.44,13.62,,,,
4264,05/03/19 09:45:00 PM,10.42,13.58,,,,
4265,05/03/19 10:00:00 PM,10.42,13.56,,,,
4266,05/03/19 10:15:00 PM,10.42,13.54,,,,
4267,05/03/19 10:30:00 PM,10.41,13.52,,,,
4268,05/03/19 10:45:00 PM,10.39,13.48,,,,
4269,05/03/19 11:00:00 PM,10.38,13.46,,,,
4270,05/03/19 11:15:00 PM,10.38,13.44,,,,
4271,05/03/19 11:30:00 PM,10.36,13.42,,,,
4272,05/03/19 11:45:00 PM,10.35,13.38,,,,
4273,05/04/19 12:00:00 AM,10.34,13.38,,,,
4274,05/04/19 12:15:00 AM,10.34,13.36,,,,
4275,05/04/19 12:30:00 AM,10.32,13.34,,,,
4276,05/04/19 12:45:00 AM,10.32,13.32,,,,
4277,05/04/19 01:00:00 AM,10.30,13.30,,,,
4278,05/04/19 01:15:00 AM,10.31,13.26,,,,
4279,05/04/19 01:30:00 AM,10.29,13.26,,,,
4280,05/04/19 01:45:00 AM,10.28,13.22,,,,
4281,05/04/19 02:00:00 AM,10.28,13.20,,,,
4282,05/04/19 02:15:00 AM,10.28,13.18,,,,
4283,05/04/19 02:30:00 AM,10.27,13.16,,,,
4284,05/04/19 02:45:00 AM,10.27,13.14,,,,
4285,05/04/19 03:00:00 AM,10.27,13.12,,,,
4286,05/04/19 03:15:00 AM,10.27,13.10,,,,
4287,05/04/19 03:30:00 AM,10.26,13.08,,,,
4288,05/04/19 03:45:00 AM,10.27,13.06,,,,
4289,05/04/19 04:00:00 AM,10.25,13.04,,,,
4290,05/04/19 04:15:00 AM,10.26,13.02,,,,
4291,05/04/19 04:30:00 AM,10.25,13.00,,,,
4292,05/04/19 04:45:00 AM,10.26,12.98,,,,
4293,05/04/19 05:00:00 AM,10.25,12.98,,,,
4294,05/04/19 05:15:00 AM,10.24,12.96,,,,
4295,05/04/19 05:30:00 AM,10.22,12.94,,,,
4296,05/04/19 05:45:00 AM,10.25,12.92,,,,
4297,05/04/19 06:00:00 AM,10.25,12.90,,,,
4298,05/04/19 06:15:00 AM,10.25,12.88,,,,
4299,05/04/19 06:30:00 AM,10.24,12.86,,,,
4300,05/04/19 06:45:00 AM,10.26,12.84,,,,
4301,05/04/19 07:00:00 AM,10.26,12.82,,,,
4302,05/04/19 07:15:00 AM,10.26,12.82,,,,
4303,05/04/19 07:30:00 AM,10.25,12.80,,,,
4304,05/04/19 07:45:00 AM,10.27,12.78,,,,
4305,05/04/19 08:00:00 AM,10.26,12.78,,,,
4306,05/04/19 08:15:00 AM,10.28,12.78,,,,
4307,05/04/19 08:30:00 AM,10.28,12.80,,,,
4308,05/04/19 08:45:00 AM,10.28,12.80,,,,
4309,05/04/19 09:00:00 AM,10.28,12.82,,,,
4310,05/04/19 09:15:00 AM,10.27,12.82,,,,
4311,05/04/19 09:30:00 AM,10.29,12.84,,,,
4312,05/04/19 09:45:00 AM,10.30,12.86,,,,
4313,05/04/19 10:00:00 AM,10.30,12.88,,,,
4314,05/04/19 10:15:00 AM,10.31,12.90,,,,
4315,05/04/19 10:30:00 AM,10.31,12.94,,,,
4316,05/04/19 10:45:00 AM,10.33,12.98,,,,
4317,05/04/19 11:00:00 AM,10.34,13.00,,,,
4318,05/04/19 11:15:00 AM,10.35,13.06,,,,
4319,05/04/19 11:30:00 AM,10.34,13.12,,,,
4320,05/04/19 11:45:00 AM,10.35,13.16,,,,
4321,05/04/19 12:00:00 PM,10.35,13.22,,,,
4322,05/04/19 12:15:00 PM,10.37,13.28,,,,
4323,05/04/19 12:30:00 PM,10.39,13.34,,,,
4324,05/04/19 12:45:00 PM,10.39,13.40,,,,
4325,05/04/19 01:00:00 PM,10.40,13.46,,,,
4326,05/04/19 01:15:00 PM,10.42,13.50,,,,
4327,05/04/19 01:30:00 PM,10.43,13.56,,,,
4328,05/04/19 01:45:00 PM,10.43,13.60,,,,
4329,05/04/19 02:00:00 PM,10.45,13.64,,,,
4330,05/04/19 02:15:00 PM,10.43,13.68,,,,
4331,05/04/19 02:30:00 PM,10.45,13.72,,,,
4332,05/04/19 02:45:00 PM,10.44,13.76,,,,
4333,05/04/19 03:00:00 PM,10.44,13.80,,,,
4334,05/04/19 03:15:00 PM,10.47,13.84,,,,
4335,05/04/19 03:30:00 PM,10.47,13.86,,,,
4336,05/04/19 03:45:00 PM,10.45,13.90,,,,
4337,05/04/19 04:00:00 PM,10.47,13.92,,,,
4338,05/04/19 04:15:00 PM,10.47,13.94,,,,
4339,05/04/19 04:30:00 PM,10.49,13.96,,,,
4340,05/04/19 04:45:00 PM,10.49,13.98,,,,
4341,05/04/19 05:00:00 PM,10.49,14.00,,,,
4342,05/04/19 05:15:00 PM,10.49,14.00,,,,
4343,05/04/19 05:30:00 PM,10.48,14.00,,,,
4344,05/04/19 05:45:00 PM,10.48,14.00,,,,
4345,05/04/19 06:00:00 PM,10.47,14.00,,,,
4346,05/04/19 06:15:00 PM,10.47,13.98,,,,
4347,05/04/19 06:30:00 PM,10.44,13.98,,,,
4348,05/04/19 06:45:00 PM,10.45,13.96,,,,
4349,05/04/19 07:00:00 PM,10.45,13.94,,,,
4350,05/04/19 07:15:00 PM,10.45,13.92,,,,
4351,05/04/19 07:30:00 PM,10.45,13.90,,,,
4352,05/04/19 07:45:00 PM,10.42,13.88,,,,
4353,05/04/19 08:00:00 PM,10.44,13.86,,,,
4354,05/04/19 08:15:00 PM,10.42,13.82,,,,
4355,05/04/19 08:30:00 PM,10.41,13.80,,,,
4356,05/04/19 08:45:00 PM,10.41,13.76,,,,
4357,05/04/19 09:00:00 PM,10.41,13.74,,,,
4358,05/04/19 09:15:00 PM,10.40,13.70,,,,
4359,05/04/19 09:30:00 PM,10.38,13.68,,,,
4360,05/04/19 09:45:00 PM,10.36,13.64,,,,
4361,05/04/19 10:00:00 PM,10.34,13.62,,,,
4362,05/04/19 10:15:00 PM,10.35,13.58,,,,
4363,05/04/19 10:30:00 PM,10.32,13.54,,,,
4364,05/04/19 10:45:00 PM,10.31,13.52,,,,
4365,05/04/19 11:00:00 PM,10.31,13.48,,,,
4366,05/04/19 11:15:00 PM,10.30,13.46,,,,
4367,05/04/19 11:30:00 PM,10.31,13.44,,,,
4368,05/04/19 11:45:00 PM,10.28,13.40,,,,
4369,05/05/19 12:00:00 AM,10.25,13.38,,,,
4370,05/05/19 12:15:00 AM,10.28,13.36,,,,
4371,05/05/19 12:30:00 AM,10.25,13.36,,,,
4372,05/05/19 12:45:00 AM,10.19,13.34,,,,
4373,05/05/19 01:00:00 AM,10.23,13.32,,,,
4374,05/05/19 01:15:00 AM,10.22,13.30,,,,
4375,05/05/19 01:30:00 AM,10.21,13.28,,,,
4376,05/05/19 01:45:00 AM,10.23,13.26,,,,
4377,05/05/19 02:00:00 AM,10.22,13.26,,,,
4378,05/05/19 02:15:00 AM,10.21,13.24,,,,
4379,05/05/19 02:30:00 AM,10.20,13.22,,,,
4380,05/05/19 02:45:00 AM,10.22,13.20,,,,
4381,05/05/19 03:00:00 AM,10.20,13.18,,,,
4382,05/05/19 03:15:00 AM,10.21,13.16,,,,
4383,05/05/19 03:30:00 AM,10.19,13.14,,,,
4384,05/05/19 03:45:00 AM,10.16,13.12,,,,
4385,05/05/19 04:00:00 AM,10.20,13.10,,,,
4386,05/05/19 04:15:00 AM,10.19,13.08,,,,
4387,05/05/19 04:30:00 AM,10.18,13.06,,,,
4388,05/05/19 04:45:00 AM,10.17,13.04,,,,
4389,05/05/19 05:00:00 AM,10.15,13.02,,,,
4390,05/05/19 05:15:00 AM,10.16,13.00,,,,
4391,05/05/19 05:30:00 AM,10.16,12.96,,,,
4392,05/05/19 05:45:00 AM,10.19,12.94,,,,
4393,05/05/19 06:00:00 AM,10.18,12.92,,,,
4394,05/05/19 06:15:00 AM,10.20,12.90,,,,
4395,05/05/19 06:30:00 AM,10.21,12.88,,,,
4396,05/05/19 06:45:00 AM,10.17,12.86,,,,
4397,05/05/19 07:00:00 AM,10.21,12.82,,,,
4398,05/05/19 07:15:00 AM,10.19,12.82,,,,
4399,05/05/19 07:30:00 AM,10.20,12.80,,,,
4400,05/05/19 07:45:00 AM,10.21,12.78,,,,
4401,05/05/19 08:00:00 AM,10.22,12.78,,,,
4402,05/05/19 08:15:00 AM,10.21,12.78,,,,
4403,05/05/19 08:30:00 AM,10.22,12.78,,,,
4404,05/05/19 08:45:00 AM,10.22,12.80,,,,
4405,05/05/19 09:00:00 AM,10.23,12.80,,,,
4406,05/05/19 09:15:00 AM,10.24,12.80,,,,
4407,05/05/19 09:30:00 AM,10.24,12.82,,,,
4408,05/05/19 09:45:00 AM,10.26,12.84,,,,
4409,05/05/19 10:00:00 AM,10.26,12.86,,,,
4410,05/05/19 10:15:00 AM,10.26,12.88,,,,
4411,05/05/19 10:30:00 AM,10.27,12.92,,,,
4412,05/05/19 10:45:00 AM,10.27,12.96,,,,
4413,05/05/19 11:00:00 AM,10.28,13.00,,,,
4414,05/05/19 11:15:00 AM,10.31,13.04,,,,
4415,05/05/19 11:30:00 AM,10.32,13.10,,,,
4416,05/05/19 11:45:00 AM,10.31,13.16,,,,
4417,05/05/19 12:00:00 PM,10.32,13.22,,,,
4418,05/05/19 12:15:00 PM,10.34,13.28,,,,
4419,05/05/19 12:30:00 PM,10.33,13.36,,,,
4420,05/05/19 12:45:00 PM,10.35,13.42,,,,
4421,05/05/19 01:00:00 PM,10.36,13.48,,,,
4422,05/05/19 01:15:00 PM,10.36,13.54,,,,
4423,05/05/19 01:30:00 PM,10.37,13.58,,,,
4424,05/05/19 01:45:00 PM,10.38,13.64,,,,
4425,05/05/19 02:00:00 PM,10.37,13.68,,,,
4426,05/05/19 02:15:00 PM,10.37,13.74,,,,
4427,05/05/19 02:30:00 PM,10.39,13.76,,,,
4428,05/05/19 02:45:00 PM,10.38,13.80,,,,
4429,05/05/19 03:00:00 PM,10.39,13.84,,,,
4430,05/05/19 03:15:00 PM,10.39,13.88,,,,
4431,05/05/19 03:30:00 PM,10.37,13.90,,,,
4432,05/05/19 03:45:00 PM,10.39,13.92,,,,
4433,05/05/19 04:00:00 PM,10.39,13.94,,,,
4434,05/05/19 04:15:00 PM,10.39,13.96,,,,
4435,05/05/19 04:30:00 PM,10.40,13.96,,,,
4436,05/05/19 04:45:00 PM,10.40,13.96,,,,
4437,05/05/19 05:00:00 PM,10.42,13.96,,,,
4438,05/05/19 05:15:00 PM,10.43,13.96,,,,
4439,05/05/19 05:30:00 PM,10.42,13.96,,,,
4440,05/05/19 05:45:00 PM,10.42,13.94,,,,
4441,05/05/19 06:00:00 PM,10.43,13.92,,,,
4442,05/05/19 06:15:00 PM,10.44,13.90,,,,
4443,05/05/19 06:30:00 PM,10.45,13.88,,,,
4444,05/05/19 06:45:00 PM,10.44,13.86,,,,
4445,05/05/19 07:00:00 PM,10.44,13.84,,,,
4446,05/05/19 07:15:00 PM,10.44,13.80,,,,
4447,05/05/19 07:30:00 PM,10.44,13.78,,,,
4448,05/05/19 07:45:00 PM,10.43,13.74,,,,
4449,05/05/19 08:00:00 PM,10.44,13.72,,,,
4450,05/05/19 08:15:00 PM,10.42,13.68,,,,
4451,05/05/19 08:30:00 PM,10.42,13.66,,,,
4452,05/05/19 08:45:00 PM,10.41,13.64,,,,
4453,05/05/19 09:00:00 PM,10.40,13.60,,,,
4454,05/05/19 09:15:00 PM,10.39,13.58,,,,
4455,05/05/19 09:30:00 PM,10.38,13.54,,,,
4456,05/05/19 09:45:00 PM,10.38,13.52,,,,
4457,05/05/19 10:00:00 PM,10.37,13.48,,,,
4458,05/05/19 10:15:00 PM,10.34,13.46,,,,
4459,05/05/19 10:30:00 PM,10.34,13.44,,,,
4460,05/05/19 10:45:00 PM,10.33,13.40,,,,
4461,05/05/19 11:00:00 PM,10.31,13.38,,,,
4462,05/05/19 11:15:00 PM,10.30,13.36,,,,
4463,05/05/19 11:30:00 PM,10.31,13.34,,,,
4464,05/05/19 11:45:00 PM,10.28,13.32,,,,
4465,05/06/19 12:00:00 AM,10.28,13.30,,,,
4466,05/06/19 12:15:00 AM,10.26,13.30,,,,
4467,05/06/19 12:30:00 AM,10.26,13.28,,,,
4468,05/06/19 12:45:00 AM,10.26,13.26,,,,
4469,05/06/19 01:00:00 AM,10.25,13.26,,,,
4470,05/06/19 01:15:00 AM,10.26,13.24,,,,
4471,05/06/19 01:30:00 AM,10.24,13.22,,,,
4472,05/06/19 01:45:00 AM,10.23,13.20,,,,
4473,05/06/19 02:00:00 AM,10.20,13.20,,,,
4474,05/06/19 02:15:00 AM,10.22,13.18,,,,
4475,05/06/19 02:30:00 AM,10.22,13.16,,,,
4476,05/06/19 02:45:00 AM,10.22,13.14,,,,
4477,05/06/19 03:00:00 AM,10.21,13.12,,,,
4478,05/06/19 03:15:00 AM,10.21,13.10,,,,
4479,05/06/19 03:30:00 AM,10.22,13.08,,,,
4480,05/06/19 03:45:00 AM,10.23,13.06,,,,
4481,05/06/19 04:00:00 AM,10.10,13.06,,,,
4482,05/06/19 04:15:00 AM,10.19,13.04,,,,
4483,05/06/19 04:30:00 AM,10.10,13.02,,,,
4484,05/06/19 04:45:00 AM,10.21,13.00,,,,
4485,05/06/19 05:00:00 AM,10.18,12.98,,,,
4486,05/06/19 05:15:00 AM,10.20,12.96,,,,
4487,05/06/19 05:30:00 AM,10.20,12.94,,,,
4488,05/06/19 05:45:00 AM,10.21,12.92,,,,
4489,05/06/19 06:00:00 AM,10.05,12.92,,,,
4490,05/06/19 06:15:00 AM,10.19,12.90,,,,
4491,05/06/19 06:30:00 AM,10.18,12.88,,,,
4492,05/06/19 06:45:00 AM,10.09,12.88,,,,
4493,05/06/19 07:00:00 AM,10.14,12.86,,,,
4494,05/06/19 07:15:00 AM,10.19,12.86,,,,
4495,05/06/19 07:30:00 AM,10.14,12.84,,,,
4496,05/06/19 07:45:00 AM,10.20,12.84,,,,
4497,05/06/19 08:00:00 AM,10.11,12.84,,,,
4498,05/06/19 08:15:00 AM,10.19,12.84,,,,
4499,05/06/19 08:30:00 AM,10.18,12.86,,,,
4500,05/06/19 08:45:00 AM,10.22,12.86,,,,
4501,05/06/19 09:00:00 AM,10.20,12.86,,,,
4502,05/06/19 09:15:00 AM,10.17,12.88,,,,
4503,05/06/19 09:30:00 AM,10.24,12.88,,,,
4504,05/06/19 09:45:00 AM,10.20,12.90,,,,
4505,05/06/19 10:00:00 AM,10.22,12.92,,,,
4506,05/06/19 10:15:00 AM,10.22,12.94,,,,
4507,05/06/19 10:30:00 AM,10.24,12.96,,,,
4508,05/06/19 10:45:00 AM,10.25,13.00,,,,
4509,05/06/19 11:00:00 AM,10.25,13.02,,,,
4510,05/06/19 11:15:00 AM,10.27,13.04,,,,
4511,05/06/19 11:30:00 AM,10.28,13.08,,,,
4512,05/06/19 11:45:00 AM,10.29,13.10,,,,
4513,05/06/19 12:00:00 PM,10.30,13.14,,,,
4514,05/06/19 12:15:00 PM,10.09,13.18,,,,
4515,05/06/19 12:30:00 PM,9.88,13.22,,,,
4516,05/06/19 12:45:00 PM,10.19,13.24,,,,
4517,05/06/19 01:00:00 PM,10.00,13.26,,,,
4518,05/06/19 01:15:00 PM,10.20,13.30,,,,
4519,05/06/19 01:30:00 PM,10.01,13.32,,,,
4520,05/06/19 01:45:00 PM,10.25,13.34,,,,
4521,05/06/19 02:00:00 PM,10.11,13.38,,,,
4522,05/06/19 02:15:00 PM,10.19,13.40,,,,
4523,05/06/19 02:30:00 PM,9.90,13.44,,,,
4524,05/06/19 02:45:00 PM,9.88,13.48,,,,
4525,05/06/19 03:00:00 PM,10.31,13.50,,,,
4526,05/06/19 03:15:00 PM,10.34,13.54,,,,
4527,05/06/19 03:30:00 PM,10.32,13.54,,,,
4528,05/06/19 03:45:00 PM,10.34,13.56,,,,
4529,05/06/19 04:00:00 PM,9.81,13.58,,,,
4530,05/06/19 04:15:00 PM,10.16,13.62,,,,
4531,05/06/19 04:30:00 PM,10.32,13.64,,,,
4532,05/06/19 04:45:00 PM,9.98,13.66,,,,
4533,05/06/19 05:00:00 PM,10.38,13.66,,,,
4534,05/06/19 05:15:00 PM,10.33,13.66,,,,
4535,05/06/19 05:30:00 PM,10.27,13.64,,,,
4536,05/06/19 05:45:00 PM,10.29,13.64,,,,
4537,05/06/19 06:00:00 PM,10.34,13.62,,,,
4538,05/06/19 06:15:00 PM,10.20,13.60,,,,
4539,05/06/19 06:30:00 PM,10.13,13.58,,,,
4540,05/06/19 06:45:00 PM,10.23,13.56,,,,
4541,05/06/19 07:00:00 PM,10.10,13.54,,,,
4542,05/06/19 07:15:00 PM,10.41,13.52,,,,
4543,05/06/19 07:30:00 PM,10.42,13.50,,,,
4544,05/06/19 07:45:00 PM,10.42,13.48,,,,
4545,05/06/19 08:00:00 PM,10.39,13.44,,,,
4546,05/06/19 08:15:00 PM,10.41,13.40,,,,
4547,05/06/19 08:30:00 PM,10.40,13.36,,,,
4548,05/06/19 08:45:00 PM,10.40,13.32,,,,
4549,05/06/19 09:00:00 PM,10.41,13.28,,,,
4550,05/06/19 09:15:00 PM,10.41,13.24,,,,
4551,05/06/19 09:30:00 PM,10.40,13.20,,,,
4552,05/06/19 09:45:00 PM,10.40,13.16,,,,
4553,05/06/19 10:00:00 PM,10.39,13.14,,,,
4554,05/06/19 10:15:00 PM,10.39,13.12,,,,
4555,05/06/19 10:30:00 PM,10.39,13.10,,,,
4556,05/06/19 10:45:00 PM,10.37,13.08,,,,
4557,05/06/19 11:00:00 PM,10.37,13.04,,,,
4558,05/06/19 11:15:00 PM,10.37,13.02,,,,
4559,05/06/19 11:30:00 PM,10.25,13.00,,,,
4560,05/06/19 11:45:00 PM,10.35,12.98,,,,
4561,05/07/19 12:00:00 AM,10.35,12.96,,,,
4562,05/07/19 12:15:00 AM,10.34,12.94,,,,
4563,05/07/19 12:30:00 AM,10.34,12.92,,,,
4564,05/07/19 12:45:00 AM,10.32,12.90,,,,
4565,05/07/19 01:00:00 AM,10.32,12.88,,,,
4566,05/07/19 01:15:00 AM,10.33,12.88,,,,
4567,05/07/19 01:30:00 AM,10.30,12.86,,,,
4568,05/07/19 01:45:00 AM,10.30,12.86,,,,
4569,05/07/19 02:00:00 AM,10.29,12.84,,,,
4570,05/07/19 02:15:00 AM,10.30,12.82,,,,
4571,05/07/19 02:30:00 AM,10.29,12.82,,,,
4572,05/07/19 02:45:00 AM,10.29,12.80,,,,
4573,05/07/19 03:00:00 AM,10.29,12.80,,,,
4574,05/07/19 03:15:00 AM,10.28,12.78,,,,
4575,05/07/19 03:30:00 AM,10.28,12.76,,,,
4576,05/07/19 03:45:00 AM,10.27,12.76,,,,
4577,05/07/19 04:00:00 AM,10.28,12.74,,,,
4578,05/07/19 04:15:00 AM,10.27,12.72,,,,
4579,05/07/19 04:30:00 AM,10.28,12.70,,,,
4580,05/07/19 04:45:00 AM,10.25,12.70,,,,
4581,05/07/19 05:00:00 AM,10.28,12.68,,,,
4582,05/07/19 05:15:00 AM,10.27,12.66,,,,
