"Plot Title: 20568277"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568277, SEN S/N: 20568277)","Temp, °C (LGR S/N: 20568277, SEN S/N: 20568277)"
2509,04/20/19 03:00:00 PM,8.43,23.58
2510,04/20/19 03:15:00 PM,8.49,23.48
2511,04/20/19 03:30:00 PM,8.46,23.56
2512,04/20/19 03:45:00 PM,8.51,23.62
2513,04/20/19 04:00:00 PM,8.49,23.68
2514,04/20/19 04:15:00 PM,8.44,23.58
2515,04/20/19 04:30:00 PM,8.52,23.32
2516,04/20/19 04:45:00 PM,8.52,23.08
2517,04/20/19 05:00:00 PM,8.59,23.00
2518,04/20/19 05:15:00 PM,8.68,22.70
2519,04/20/19 05:30:00 PM,8.64,22.54
2520,04/20/19 05:45:00 PM,8.73,22.32
2521,04/20/19 06:00:00 PM,8.68,22.02
2522,04/20/19 06:15:00 PM,8.77,21.48
2523,04/20/19 06:30:00 PM,8.92,20.56
2524,04/20/19 06:45:00 PM,9.23,19.56
2525,04/20/19 07:00:00 PM,9.46,18.50
2526,04/20/19 07:15:00 PM,9.74,17.68
2527,04/20/19 07:30:00 PM,9.84,17.26
2528,04/20/19 07:45:00 PM,9.90,16.88
2529,04/20/19 08:00:00 PM,10.05,16.16
2530,04/20/19 08:15:00 PM,10.09,15.88
2531,04/20/19 08:30:00 PM,10.20,15.52
2532,04/20/19 08:45:00 PM,10.29,15.10
2533,04/20/19 09:00:00 PM,10.40,14.74
2534,04/20/19 09:15:00 PM,10.49,14.44
2535,04/20/19 09:30:00 PM,10.55,14.14
2536,04/20/19 09:45:00 PM,10.60,13.88
2537,04/20/19 10:00:00 PM,10.66,13.66
2538,04/20/19 10:15:00 PM,10.71,13.46
2539,04/20/19 10:30:00 PM,10.73,13.26
2540,04/20/19 10:45:00 PM,10.80,13.08
2541,04/20/19 11:00:00 PM,10.84,12.90
2542,04/20/19 11:15:00 PM,10.91,12.70
2543,04/20/19 11:30:00 PM,10.96,12.50
2544,04/20/19 11:45:00 PM,11.02,12.26
2545,04/21/19 12:00:00 AM,11.05,12.10
2546,04/21/19 12:15:00 AM,11.09,11.82
2547,04/21/19 12:30:00 AM,11.13,11.62
2548,04/21/19 12:45:00 AM,11.19,11.40
2549,04/21/19 01:00:00 AM,11.20,11.36
2550,04/21/19 01:15:00 AM,11.23,11.20
2551,04/21/19 01:30:00 AM,11.32,10.90
2552,04/21/19 01:45:00 AM,11.40,10.60
2553,04/21/19 02:00:00 AM,11.44,10.48
2554,04/21/19 02:15:00 AM,11.46,10.36
2555,04/21/19 02:30:00 AM,11.52,10.14
2556,04/21/19 02:45:00 AM,11.56,9.96
2557,04/21/19 03:00:00 AM,11.59,9.86
2558,04/21/19 03:15:00 AM,11.61,9.78
2559,04/21/19 03:30:00 AM,11.63,9.72
2560,04/21/19 03:45:00 AM,11.65,9.58
2561,04/21/19 04:00:00 AM,11.72,9.36
2562,04/21/19 04:15:00 AM,11.73,9.34
2563,04/21/19 04:30:00 AM,11.69,9.42
2564,04/21/19 04:45:00 AM,11.69,9.44
2565,04/21/19 05:00:00 AM,11.66,9.46
2566,04/21/19 05:15:00 AM,11.71,9.32
2567,04/21/19 05:30:00 AM,11.75,9.16
2568,04/21/19 05:45:00 AM,11.78,9.12
2569,04/21/19 06:00:00 AM,11.71,9.26
2570,04/21/19 06:15:00 AM,11.71,9.24
2571,04/21/19 06:30:00 AM,11.68,9.34
2572,04/21/19 06:45:00 AM,11.62,9.56
2573,04/21/19 07:00:00 AM,11.11,11.28
2574,04/21/19 07:15:00 AM,10.23,14.16
2575,04/21/19 07:30:00 AM,9.55,16.46
2576,04/21/19 07:45:00 AM,9.26,17.74
2577,04/21/19 08:00:00 AM,9.00,19.00
2578,04/21/19 08:15:00 AM,8.91,19.60
2579,04/21/19 08:30:00 AM,8.68,20.94
2580,04/21/19 08:45:00 AM,8.69,20.96
2581,04/21/19 09:00:00 AM,8.78,20.72
2582,04/21/19 09:15:00 AM,8.84,20.56
2583,04/21/19 09:30:00 AM,8.78,20.92
2584,04/21/19 09:45:00 AM,8.82,21.00
2585,04/21/19 10:00:00 AM,8.80,21.04
2586,04/21/19 10:15:00 AM,8.87,21.04
2587,04/21/19 10:30:00 AM,8.75,21.50
2588,04/21/19 10:45:00 AM,8.64,22.12
2589,04/21/19 11:00:00 AM,8.63,22.46
2590,04/21/19 11:15:00 AM,8.72,22.34
2591,04/21/19 11:30:00 AM,8.67,22.60
2592,04/21/19 11:45:00 AM,8.67,22.82
2593,04/21/19 12:00:00 PM,8.64,23.04
2594,04/21/19 12:15:00 PM,8.55,23.56
2595,04/21/19 12:30:00 PM,8.54,23.86
2596,04/21/19 12:45:00 PM,8.52,24.26
2597,04/21/19 01:00:00 PM,8.52,24.54
2598,04/21/19 01:15:00 PM,8.49,24.92
2599,04/21/19 01:30:00 PM,8.35,25.30
2600,04/21/19 01:45:00 PM,8.44,25.48
2601,04/21/19 02:00:00 PM,8.41,25.66
2602,04/21/19 02:15:00 PM,8.40,25.78
2603,04/21/19 02:30:00 PM,8.35,26.02
2604,04/21/19 02:45:00 PM,8.39,25.96
2605,04/21/19 03:00:00 PM,8.31,26.12
2606,04/21/19 03:15:00 PM,8.23,26.32
2607,04/21/19 03:30:00 PM,8.20,26.58
2608,04/21/19 03:45:00 PM,8.16,26.78
2609,04/21/19 04:00:00 PM,8.17,26.86
2610,04/21/19 04:15:00 PM,8.20,26.92
2611,04/21/19 04:30:00 PM,8.09,27.14
2612,04/21/19 04:45:00 PM,8.22,27.08
2613,04/21/19 05:00:00 PM,8.18,27.04
2614,04/21/19 05:15:00 PM,8.29,27.00
2615,04/21/19 05:30:00 PM,8.33,27.12
2616,04/21/19 05:45:00 PM,8.27,27.00
2617,04/21/19 06:00:00 PM,8.34,26.82
2618,04/21/19 06:15:00 PM,8.30,26.74
2619,04/21/19 06:30:00 PM,8.38,26.46
2620,04/21/19 06:45:00 PM,8.40,26.08
2621,04/21/19 07:00:00 PM,8.46,25.76
2622,04/21/19 07:15:00 PM,8.67,25.40
2623,04/21/19 07:30:00 PM,8.66,25.32
2624,04/21/19 07:45:00 PM,8.66,24.88
2625,04/21/19 08:00:00 PM,8.89,22.76
2626,04/21/19 08:15:00 PM,9.31,20.70
2627,04/21/19 08:30:00 PM,9.57,19.42
2628,04/21/19 08:45:00 PM,9.74,18.42
2629,04/21/19 09:00:00 PM,9.94,17.64
2630,04/21/19 09:15:00 PM,10.04,16.80
2631,04/21/19 09:30:00 PM,10.17,16.02
2632,04/21/19 09:45:00 PM,10.33,15.42
2633,04/21/19 10:00:00 PM,10.39,15.04
2634,04/21/19 10:15:00 PM,10.47,14.76
2635,04/21/19 10:30:00 PM,10.51,14.52
2636,04/21/19 10:45:00 PM,10.55,14.34
2637,04/21/19 11:00:00 PM,10.66,14.22
2638,04/21/19 11:15:00 PM,10.69,14.22
2639,04/21/19 11:30:00 PM,10.68,14.32
2640,04/21/19 11:45:00 PM,10.67,14.08
2641,04/22/19 12:00:00 AM,10.75,13.82
2642,04/22/19 12:15:00 AM,10.78,13.64
2643,04/22/19 12:30:00 AM,10.84,13.46
2644,04/22/19 12:45:00 AM,10.86,13.30
2645,04/22/19 01:00:00 AM,10.90,13.14
2646,04/22/19 01:15:00 AM,10.89,13.16
2647,04/22/19 01:30:00 AM,10.96,12.66
2648,04/22/19 01:45:00 AM,11.04,12.16
2649,04/22/19 02:00:00 AM,11.11,11.98
2650,04/22/19 02:15:00 AM,11.18,11.56
2651,04/22/19 02:30:00 AM,11.29,11.26
2652,04/22/19 02:45:00 AM,11.33,11.16
2653,04/22/19 03:00:00 AM,11.31,11.32
2654,04/22/19 03:15:00 AM,11.24,11.40
2655,04/22/19 03:30:00 AM,11.29,11.14
2656,04/22/19 03:45:00 AM,11.38,10.76
2657,04/22/19 04:00:00 AM,11.44,10.58
2658,04/22/19 04:15:00 AM,11.45,10.58
2659,04/22/19 04:30:00 AM,11.44,10.58
2660,04/22/19 04:45:00 AM,11.46,10.58
2661,04/22/19 05:00:00 AM,11.43,10.84
2662,04/22/19 05:15:00 AM,11.35,11.16
2663,04/22/19 05:30:00 AM,11.30,11.30
2664,04/22/19 05:45:00 AM,11.28,11.34
2665,04/22/19 06:00:00 AM,11.27,11.32
2666,04/22/19 06:15:00 AM,11.31,11.10
2667,04/22/19 06:30:00 AM,11.35,10.94
2668,04/22/19 06:45:00 AM,11.34,10.92
2669,04/22/19 07:00:00 AM,10.78,13.08
2670,04/22/19 07:15:00 AM,10.19,15.38
2671,04/22/19 07:30:00 AM,9.80,16.92
2672,04/22/19 07:45:00 AM,9.53,18.10
2673,04/22/19 08:00:00 AM,9.25,19.28
2674,04/22/19 08:15:00 AM,9.20,19.62
2675,04/22/19 08:30:00 AM,9.06,20.38
2676,04/22/19 08:45:00 AM,9.00,20.80
2677,04/22/19 09:00:00 AM,8.94,21.18
2678,04/22/19 09:15:00 AM,8.79,22.16
2679,04/22/19 09:30:00 AM,8.63,23.24
2680,04/22/19 09:45:00 AM,8.65,23.26
2681,04/22/19 10:00:00 AM,8.59,23.72
2682,04/22/19 10:15:00 AM,8.49,24.28
2683,04/22/19 10:30:00 AM,8.46,24.50
2684,04/22/19 10:45:00 AM,8.45,24.96
2685,04/22/19 11:00:00 AM,8.38,25.36
2686,04/22/19 11:15:00 AM,8.34,25.82
2687,04/22/19 11:30:00 AM,8.29,26.10
2688,04/22/19 11:45:00 AM,8.28,26.28
2689,04/22/19 12:00:00 PM,8.27,26.38
2690,04/22/19 12:15:00 PM,8.28,26.36
2691,04/22/19 12:30:00 PM,8.24,26.60
2692,04/22/19 12:45:00 PM,8.22,26.88
2693,04/22/19 01:00:00 PM,8.21,27.08
2694,04/22/19 01:15:00 PM,8.16,27.40
2695,04/22/19 01:30:00 PM,7.97,26.32
2696,04/22/19 01:45:00 PM,8.10,25.16
2697,04/22/19 02:00:00 PM,8.31,24.20
2698,04/22/19 02:15:00 PM,6.94,23.72
2699,04/22/19 02:30:00 PM,6.77,23.70
2700,04/22/19 02:45:00 PM,6.76,23.58
2701,04/22/19 03:00:00 PM,6.76,23.48
2702,04/22/19 03:15:00 PM,6.76,23.42
2703,04/22/19 03:30:00 PM,6.76,23.36
2704,04/22/19 03:45:00 PM,6.76,23.32
2705,04/22/19 04:00:00 PM,6.78,23.28
2706,04/22/19 04:15:00 PM,6.79,23.26
2707,04/22/19 04:30:00 PM,6.79,23.22
2708,04/22/19 04:45:00 PM,6.81,23.22
2709,04/22/19 05:00:00 PM,6.83,23.20
2710,04/22/19 05:15:00 PM,6.85,23.20
2711,04/22/19 05:30:00 PM,6.84,23.20
2712,04/22/19 05:45:00 PM,6.84,23.18
2713,04/22/19 06:00:00 PM,6.85,23.18
2714,04/22/19 06:15:00 PM,6.83,23.16
2715,04/22/19 06:30:00 PM,6.82,23.14
2716,04/22/19 06:45:00 PM,6.80,23.12
2717,04/22/19 07:00:00 PM,6.78,23.10
2718,04/22/19 07:15:00 PM,6.78,23.08
2719,04/22/19 07:30:00 PM,6.77,23.06
2720,04/22/19 07:45:00 PM,6.76,23.02
2721,04/22/19 08:00:00 PM,6.76,23.00
2722,04/22/19 08:15:00 PM,6.76,22.98
2723,04/22/19 08:30:00 PM,6.76,22.98
2724,04/22/19 08:45:00 PM,6.78,22.98
2725,04/22/19 09:00:00 PM,6.81,22.98
2726,04/22/19 09:15:00 PM,6.82,22.98
2727,04/22/19 09:30:00 PM,6.82,22.98
2728,04/22/19 09:45:00 PM,6.84,22.98
2729,04/22/19 10:00:00 PM,6.84,22.98
2730,04/22/19 10:15:00 PM,6.83,22.98
2731,04/22/19 10:30:00 PM,6.83,22.98
2732,04/22/19 10:45:00 PM,6.83,22.98
2733,04/22/19 11:00:00 PM,6.82,22.98
2734,04/22/19 11:15:00 PM,6.81,22.98
2735,04/22/19 11:30:00 PM,6.80,22.98
2736,04/22/19 11:45:00 PM,6.79,22.98
2737,04/23/19 12:00:00 AM,6.78,22.96
2738,04/23/19 12:15:00 AM,6.77,22.96
2739,04/23/19 12:30:00 AM,6.75,22.94
2740,04/23/19 12:45:00 AM,6.72,22.94
2741,04/23/19 01:00:00 AM,6.69,22.94
2742,04/23/19 01:15:00 AM,6.65,22.92
2743,04/23/19 01:30:00 AM,6.62,22.92
2744,04/23/19 01:45:00 AM,6.59,22.92
2745,04/23/19 02:00:00 AM,6.56,22.90
2746,04/23/19 02:15:00 AM,6.53,22.90
2747,04/23/19 02:30:00 AM,6.49,22.88
2748,04/23/19 02:45:00 AM,6.45,22.90
2749,04/23/19 03:00:00 AM,6.45,22.90
2750,04/23/19 03:15:00 AM,6.42,22.88
2751,04/23/19 03:30:00 AM,6.37,22.88
2752,04/23/19 03:45:00 AM,6.32,22.88
2753,04/23/19 04:00:00 AM,6.24,22.88
2754,04/23/19 04:15:00 AM,6.15,22.88
2755,04/23/19 04:30:00 AM,6.08,22.88
2756,04/23/19 04:45:00 AM,6.01,22.86
2757,04/23/19 05:00:00 AM,5.93,22.86
2758,04/23/19 05:15:00 AM,5.84,22.86
2759,04/23/19 05:30:00 AM,5.73,22.86
2760,04/23/19 05:45:00 AM,5.63,22.86
2761,04/23/19 06:00:00 AM,5.52,22.86
2762,04/23/19 06:15:00 AM,5.39,22.86
2763,04/23/19 06:30:00 AM,5.26,22.86
2764,04/23/19 06:45:00 AM,5.11,22.84
2765,04/23/19 07:00:00 AM,4.96,22.84
2766,04/23/19 07:15:00 AM,4.85,22.84
2767,04/23/19 07:30:00 AM,4.75,22.86
2768,04/23/19 07:45:00 AM,4.73,22.86
2769,04/23/19 08:00:00 AM,4.78,22.88
2770,04/23/19 08:15:00 AM,4.78,22.90
2771,04/23/19 08:30:00 AM,4.70,22.90
2772,04/23/19 08:45:00 AM,4.60,22.92
2773,04/23/19 09:00:00 AM,4.57,22.92
2774,04/23/19 09:15:00 AM,4.51,22.92
2775,04/23/19 09:30:00 AM,4.47,22.94
2776,04/23/19 09:45:00 AM,4.45,22.94
2777,04/23/19 10:00:00 AM,4.50,22.96
2778,04/23/19 10:15:00 AM,4.82,23.04
2779,04/23/19 10:30:00 AM,5.16,23.14
2780,04/23/19 10:45:00 AM,5.36,23.24
2781,04/23/19 11:00:00 AM,5.43,23.34
2782,04/23/19 11:15:00 AM,5.41,23.46
2783,04/23/19 11:30:00 AM,5.34,23.54
2784,04/23/19 11:45:00 AM,5.25,23.64
2785,04/23/19 12:00:00 PM,5.13,23.70
2786,04/23/19 12:15:00 PM,5.03,23.78
2787,04/23/19 12:30:00 PM,4.94,23.84
2788,04/23/19 12:45:00 PM,4.86,23.90
2789,04/23/19 01:00:00 PM,4.76,23.94
2790,04/23/19 01:15:00 PM,4.64,23.98
2791,04/23/19 01:30:00 PM,4.56,24.04
2792,04/23/19 01:45:00 PM,4.49,24.08
2793,04/23/19 02:00:00 PM,4.42,24.10
2794,04/23/19 02:15:00 PM,4.40,24.08
2795,04/23/19 02:30:00 PM,4.16,24.10
2796,04/23/19 02:45:00 PM,4.04,24.14
2797,04/23/19 03:00:00 PM,4.05,24.18
2798,04/23/19 03:15:00 PM,4.04,24.22
2799,04/23/19 03:30:00 PM,4.11,24.24
2800,04/23/19 03:45:00 PM,4.18,24.22
2801,04/23/19 04:00:00 PM,4.01,24.18
2802,04/23/19 04:15:00 PM,3.66,24.16
2803,04/23/19 04:30:00 PM,3.11,24.14
2804,04/23/19 04:45:00 PM,2.55,24.08
2805,04/23/19 05:00:00 PM,2.99,24.04
2806,04/23/19 05:15:00 PM,3.13,24.02
2807,04/23/19 05:30:00 PM,2.91,23.98
2808,04/23/19 05:45:00 PM,2.83,23.92
2809,04/23/19 06:00:00 PM,2.76,23.88
2810,04/23/19 06:15:00 PM,2.81,23.82
2811,04/23/19 06:30:00 PM,3.09,23.78
2812,04/23/19 06:45:00 PM,3.29,23.74
2813,04/23/19 07:00:00 PM,3.27,23.68
2814,04/23/19 07:15:00 PM,3.23,23.64
2815,04/23/19 07:30:00 PM,3.17,23.60
2816,04/23/19 07:45:00 PM,3.32,23.54
2817,04/23/19 08:00:00 PM,3.21,23.50
2818,04/23/19 08:15:00 PM,3.19,23.46
2819,04/23/19 08:30:00 PM,3.05,23.42
2820,04/23/19 08:45:00 PM,2.92,23.38
2821,04/23/19 09:00:00 PM,2.95,23.36
2822,04/23/19 09:15:00 PM,2.83,23.34
2823,04/23/19 09:30:00 PM,2.77,23.30
2824,04/23/19 09:45:00 PM,2.75,23.28
2825,04/23/19 10:00:00 PM,2.72,23.26
2826,04/23/19 10:15:00 PM,2.73,23.24
2827,04/23/19 10:30:00 PM,2.75,23.22
2828,04/23/19 10:45:00 PM,2.73,23.22
2829,04/23/19 11:00:00 PM,2.62,23.20
2830,04/23/19 11:15:00 PM,2.43,23.20
2831,04/23/19 11:30:00 PM,2.12,23.18
2832,04/23/19 11:45:00 PM,2.00,23.18
2833,04/24/19 12:00:00 AM,1.90,23.18
2834,04/24/19 12:15:00 AM,1.75,23.16
2835,04/24/19 12:30:00 AM,1.72,23.14
2836,04/24/19 12:45:00 AM,1.61,23.14
2837,04/24/19 01:00:00 AM,1.44,23.12
2838,04/24/19 01:15:00 AM,1.08,23.12
2839,04/24/19 01:30:00 AM,1.17,23.12
2840,04/24/19 01:45:00 AM,1.10,23.12
2841,04/24/19 02:00:00 AM,0.84,23.10
2842,04/24/19 02:15:00 AM,0.78,23.10
2843,04/24/19 02:30:00 AM,0.68,23.10
2844,04/24/19 02:45:00 AM,0.55,23.08
2845,04/24/19 03:00:00 AM,0.45,23.08
2846,04/24/19 03:15:00 AM,0.38,23.08
2847,04/24/19 03:30:00 AM,0.29,23.08
2848,04/24/19 03:45:00 AM,0.19,23.08
2849,04/24/19 04:00:00 AM,0.12,23.08
2850,04/24/19 04:15:00 AM,0.05,23.08
2851,04/24/19 04:30:00 AM,-0.03,23.08
2852,04/24/19 04:45:00 AM,-0.05,23.08
2853,04/24/19 05:00:00 AM,-0.05,23.08
2854,04/24/19 05:15:00 AM,-0.05,23.08
2855,04/24/19 05:30:00 AM,-0.05,23.06
2856,04/24/19 05:45:00 AM,-0.05,23.08
2857,04/24/19 06:00:00 AM,-0.05,23.06
2858,04/24/19 06:15:00 AM,-0.05,23.06
2859,04/24/19 06:30:00 AM,-0.05,23.06
2860,04/24/19 06:45:00 AM,-0.05,23.06
2861,04/24/19 07:00:00 AM,-0.05,23.06
2862,04/24/19 07:15:00 AM,-0.05,23.06
2863,04/24/19 07:30:00 AM,-0.05,23.06
2864,04/24/19 07:45:00 AM,-0.05,23.06
2865,04/24/19 08:00:00 AM,-0.05,23.06
2866,04/24/19 08:15:00 AM,-0.05,23.06
2867,04/24/19 08:30:00 AM,-0.01,23.08
2868,04/24/19 08:45:00 AM,0.06,23.08
2869,04/24/19 09:00:00 AM,0.09,23.10
2870,04/24/19 09:15:00 AM,0.32,23.10
2871,04/24/19 09:30:00 AM,0.71,23.12
2872,04/24/19 09:45:00 AM,1.10,23.14
2873,04/24/19 10:00:00 AM,1.30,23.14
2874,04/24/19 10:15:00 AM,1.52,23.16
2875,04/24/19 10:30:00 AM,1.76,23.18
2876,04/24/19 10:45:00 AM,1.91,23.20
2877,04/24/19 11:00:00 AM,1.89,23.22
2878,04/24/19 11:15:00 AM,1.86,23.24
2879,04/24/19 11:30:00 AM,1.85,23.26
2880,04/24/19 11:45:00 AM,1.84,23.30
2881,04/24/19 12:00:00 PM,1.82,23.30
2882,04/24/19 12:15:00 PM,1.77,23.34
2883,04/24/19 12:30:00 PM,1.70,23.36
2884,04/24/19 12:45:00 PM,1.67,23.40
2885,04/24/19 01:00:00 PM,1.69,23.44
2886,04/24/19 01:15:00 PM,1.72,23.48
2887,04/24/19 01:30:00 PM,1.72,23.52
2888,04/24/19 01:45:00 PM,1.73,23.56
2889,04/24/19 02:00:00 PM,1.75,23.60
2890,04/24/19 02:15:00 PM,1.82,23.62
2891,04/24/19 02:30:00 PM,1.86,23.64
2892,04/24/19 02:45:00 PM,1.88,23.66
2893,04/24/19 03:00:00 PM,1.83,23.66
2894,04/24/19 03:15:00 PM,1.52,23.68
2895,04/24/19 03:30:00 PM,1.32,23.68
2896,04/24/19 03:45:00 PM,1.10,23.68
2897,04/24/19 04:00:00 PM,0.75,23.68
2898,04/24/19 04:15:00 PM,0.73,23.68
2899,04/24/19 04:30:00 PM,0.67,23.68
2900,04/24/19 04:45:00 PM,0.61,23.66
2901,04/24/19 05:00:00 PM,0.54,23.66
2902,04/24/19 05:15:00 PM,0.48,23.66
2903,04/24/19 05:30:00 PM,0.45,23.66
2904,04/24/19 05:45:00 PM,0.42,23.64
2905,04/24/19 06:00:00 PM,0.47,23.62
2906,04/24/19 06:15:00 PM,0.89,23.60
2907,04/24/19 06:30:00 PM,1.20,23.58
2908,04/24/19 06:45:00 PM,1.30,23.56
2909,04/24/19 07:00:00 PM,1.21,23.56
2910,04/24/19 07:15:00 PM,1.19,23.54
2911,04/24/19 07:30:00 PM,1.10,23.52
2912,04/24/19 07:45:00 PM,1.03,23.50
2913,04/24/19 08:00:00 PM,0.95,23.48
2914,04/24/19 08:15:00 PM,0.99,23.48
2915,04/24/19 08:30:00 PM,1.07,23.46
2916,04/24/19 08:45:00 PM,1.11,23.44
2917,04/24/19 09:00:00 PM,1.08,23.42
2918,04/24/19 09:15:00 PM,1.05,23.40
2919,04/24/19 09:30:00 PM,1.06,23.38
2920,04/24/19 09:45:00 PM,1.17,23.36
2921,04/24/19 10:00:00 PM,1.24,23.36
2922,04/24/19 10:15:00 PM,1.26,23.34
2923,04/24/19 10:30:00 PM,1.18,23.34
2924,04/24/19 10:45:00 PM,1.16,23.32
2925,04/24/19 11:00:00 PM,1.23,23.30
2926,04/24/19 11:15:00 PM,1.27,23.30
2927,04/24/19 11:30:00 PM,1.27,23.28
2928,04/24/19 11:45:00 PM,1.30,23.26
2929,04/25/19 12:00:00 AM,1.28,23.24
2930,04/25/19 12:15:00 AM,1.32,23.22
2931,04/25/19 12:30:00 AM,1.31,23.22
2932,04/25/19 12:45:00 AM,1.22,23.22
2933,04/25/19 01:00:00 AM,1.14,23.20
2934,04/25/19 01:15:00 AM,1.13,23.20
2935,04/25/19 01:30:00 AM,1.11,23.18
2936,04/25/19 01:45:00 AM,1.09,23.18
2937,04/25/19 02:00:00 AM,1.18,23.16
2938,04/25/19 02:15:00 AM,1.23,23.16
2939,04/25/19 02:30:00 AM,1.21,23.14
2940,04/25/19 02:45:00 AM,1.12,23.14
2941,04/25/19 03:00:00 AM,1.07,23.12
2942,04/25/19 03:15:00 AM,1.08,23.12
2943,04/25/19 03:30:00 AM,1.08,23.10
2944,04/25/19 03:45:00 AM,1.05,23.10
2945,04/25/19 04:00:00 AM,1.10,23.10
2946,04/25/19 04:15:00 AM,1.07,23.08
2947,04/25/19 04:30:00 AM,1.11,23.08
2948,04/25/19 04:45:00 AM,1.04,23.06
2949,04/25/19 05:00:00 AM,1.01,23.06
2950,04/25/19 05:15:00 AM,0.96,23.06
2951,04/25/19 05:30:00 AM,0.87,23.04
2952,04/25/19 05:45:00 AM,0.87,23.04
2953,04/25/19 06:00:00 AM,0.90,23.02
2954,04/25/19 06:15:00 AM,0.95,23.02
2955,04/25/19 06:30:00 AM,1.00,23.00
2956,04/25/19 06:45:00 AM,1.21,23.00
2957,04/25/19 07:00:00 AM,1.10,22.98
2958,04/25/19 07:15:00 AM,0.91,22.98
2959,04/25/19 07:30:00 AM,0.86,22.98
2960,04/25/19 07:45:00 AM,0.77,22.98
2961,04/25/19 08:00:00 AM,0.60,23.00
2962,04/25/19 08:15:00 AM,0.40,23.00
2963,04/25/19 08:30:00 AM,0.37,23.00
2964,04/25/19 08:45:00 AM,0.33,23.00
2965,04/25/19 09:00:00 AM,0.32,23.00
2966,04/25/19 09:15:00 AM,0.30,23.02
2967,04/25/19 09:30:00 AM,0.29,23.02
2968,04/25/19 09:45:00 AM,0.39,23.04
2969,04/25/19 10:00:00 AM,0.64,23.06
2970,04/25/19 10:15:00 AM,1.14,23.08
2971,04/25/19 10:30:00 AM,1.48,23.12
2972,04/25/19 10:45:00 AM,1.60,23.14
2973,04/25/19 11:00:00 AM,1.67,23.16
2974,04/25/19 11:15:00 AM,1.65,23.18
2975,04/25/19 11:30:00 AM,1.49,23.20
2976,04/25/19 11:45:00 AM,1.51,23.22
2977,04/25/19 12:00:00 PM,1.52,23.24
2978,04/25/19 12:15:00 PM,1.49,23.26
2979,04/25/19 12:30:00 PM,1.48,23.30
2980,04/25/19 12:45:00 PM,1.51,23.32
2981,04/25/19 01:00:00 PM,1.55,23.34
2982,04/25/19 01:15:00 PM,1.52,23.36
2983,04/25/19 01:30:00 PM,1.38,23.38
2984,04/25/19 01:45:00 PM,1.18,23.38
2985,04/25/19 02:00:00 PM,1.11,23.40
2986,04/25/19 02:15:00 PM,1.14,23.42
2987,04/25/19 02:30:00 PM,1.15,23.42
2988,04/25/19 02:45:00 PM,1.13,23.44
2989,04/25/19 03:00:00 PM,1.09,23.44
2990,04/25/19 03:15:00 PM,1.04,23.46
2991,04/25/19 03:30:00 PM,1.00,23.46
2992,04/25/19 03:45:00 PM,0.96,23.46
2993,04/25/19 04:00:00 PM,1.02,23.46
2994,04/25/19 04:15:00 PM,1.09,23.46
2995,04/25/19 04:30:00 PM,1.07,23.48
2996,04/25/19 04:45:00 PM,0.99,23.48
2997,04/25/19 05:00:00 PM,0.93,23.48
2998,04/25/19 05:15:00 PM,0.93,23.48
2999,04/25/19 05:30:00 PM,0.88,23.48
3000,04/25/19 05:45:00 PM,0.84,23.48
3001,04/25/19 06:00:00 PM,0.75,23.48
3002,04/25/19 06:15:00 PM,0.70,23.48
3003,04/25/19 06:30:00 PM,0.60,23.48
3004,04/25/19 06:45:00 PM,0.91,23.46
3005,04/25/19 07:00:00 PM,1.29,23.44
3006,04/25/19 07:15:00 PM,1.56,23.44
3007,04/25/19 07:30:00 PM,1.76,23.42
3008,04/25/19 07:45:00 PM,1.83,23.40
3009,04/25/19 08:00:00 PM,1.81,23.38
3010,04/25/19 08:15:00 PM,1.87,23.38
3011,04/25/19 08:30:00 PM,2.00,23.36
3012,04/25/19 08:45:00 PM,2.04,23.34
3013,04/25/19 09:00:00 PM,2.06,23.32
3014,04/25/19 09:15:00 PM,2.06,23.30
3015,04/25/19 09:30:00 PM,2.12,23.28
3016,04/25/19 09:45:00 PM,2.17,23.26
3017,04/25/19 10:00:00 PM,2.15,23.24
3018,04/25/19 10:15:00 PM,2.20,23.24
3019,04/25/19 10:30:00 PM,2.19,23.22
3020,04/25/19 10:45:00 PM,2.19,23.22
3021,04/25/19 11:00:00 PM,2.13,23.20
3022,04/25/19 11:15:00 PM,2.29,23.20
3023,04/25/19 11:30:00 PM,2.31,23.20
3024,04/25/19 11:45:00 PM,2.21,23.18
3025,04/26/19 12:00:00 AM,2.24,23.18
3026,04/26/19 12:15:00 AM,2.26,23.16
3027,04/26/19 12:30:00 AM,2.30,23.16
3028,04/26/19 12:45:00 AM,2.24,23.16
3029,04/26/19 01:00:00 AM,2.28,23.14
3030,04/26/19 01:15:00 AM,2.23,23.14
3031,04/26/19 01:30:00 AM,2.30,23.12
3032,04/26/19 01:45:00 AM,2.34,23.12
3033,04/26/19 02:00:00 AM,2.31,23.10
3034,04/26/19 02:15:00 AM,2.34,23.10
3035,04/26/19 02:30:00 AM,2.41,23.08
3036,04/26/19 02:45:00 AM,2.43,23.08
3037,04/26/19 03:00:00 AM,2.46,23.06
3038,04/26/19 03:15:00 AM,2.49,23.04
3039,04/26/19 03:30:00 AM,2.52,23.04
3040,04/26/19 03:45:00 AM,2.53,23.02
3041,04/26/19 04:00:00 AM,2.55,23.02
3042,04/26/19 04:15:00 AM,2.57,23.00
